Target,DE_R1_mock,DE_R25_mock,DE_R1_R25,R1_LFC,R25_LFC,abs_R1_FC,abs_R25_FC,mean_fc
Glyma.09G020800,no,yes,no,0.208836999,0.499667214,0.208836999,0.499667214,0.354252106
Glyma.09G022000,no,yes,yes,-0.42782157,-1.475935991,0.42782157,1.475935991,0.95187878
Glyma.09G022400,yes,yes,yes,2.065087169,2.950538517,2.065087169,2.950538517,2.507812843
Glyma.09G022500,yes,yes,no,3.422736718,4.523329553,3.422736718,4.523329553,3.973033136
Glyma.09G024100,yes,yes,no,0.704438607,1.125801797,0.704438607,1.125801797,0.915120202
Glyma.09G025000,yes,yes,no,0.777230241,0.693884234,0.777230241,0.693884234,0.735557237
Glyma.09G026100,no,yes,no,-0.226863709,-0.666507954,0.226863709,0.666507954,0.446685832
Glyma.09G027000,no,yes,no,1.283967367,1.659517826,1.283967367,1.659517826,1.471742596
Glyma.09G028000,no,yes,no,0.66605886,1.21743527,0.66605886,1.21743527,0.941747065
Glyma.09G028800,no,yes,no,-0.786319398,-0.880847241,0.786319398,0.880847241,0.83358332
Glyma.09G030300,yes,yes,no,0.874003984,1.328309229,0.874003984,1.328309229,1.101156606
Glyma.09G031400,no,yes,no,-0.382386194,-1.40732447,0.382386194,1.40732447,0.894855332
Glyma.09G032100,no,yes,no,1.091769623,2.53843943,1.091769623,2.53843943,1.815104526
Glyma.09G034500,no,yes,no,-0.29152344,-0.768711989,0.29152344,0.768711989,0.530117714
Glyma.09G036900,yes,yes,no,-2.082374079,-1.788801004,2.082374079,1.788801004,1.935587541
Glyma.09G037600,no,yes,no,-0.465430074,-1.593535585,0.465430074,1.593535585,1.029482829
Glyma.09G038300,no,yes,no,0.422406932,0.607177649,0.422406932,0.607177649,0.51479229
Glyma.09G040400,yes,yes,no,4.253726296,5.812554981,4.253726296,5.812554981,5.033140638
Glyma.09G040500,yes,yes,no,3.454384952,4.63659889,3.454384952,4.63659889,4.045491921
Glyma.09G040600,yes,yes,no,4.471863574,5.430652206,4.471863574,5.430652206,4.95125789
Glyma.09G041400,no,yes,no,0.517339008,0.566378196,0.517339008,0.566378196,0.541858602
Glyma.09G041500,yes,yes,no,0.905713609,1.169316717,0.905713609,1.169316717,1.037515163
Glyma.09G041800,no,yes,no,-1.101690937,-1.374175656,1.101690937,1.374175656,1.237933297
Glyma.09G042400,yes,yes,no,1.998803505,2.349413808,1.998803505,2.349413808,2.174108656
Glyma.09G042500,no,yes,no,0.764008464,1.908857366,0.764008464,1.908857366,1.336432915
Glyma.09G042800,no,yes,no,0.727971736,1.187132965,0.727971736,1.187132965,0.957552351
Glyma.09G044200,yes,yes,no,-0.490444045,-0.456702454,0.490444045,0.456702454,0.47357325
Glyma.09G046400,yes,no,no,-1.087878972,-0.451771899,1.087878972,0.451771899,0.769825435
Glyma.09G048900,yes,yes,no,4.562922794,5.964250224,4.562922794,5.964250224,5.263586509
Glyma.09G049200,yes,yes,no,6.200540373,7.483044761,6.200540373,7.483044761,6.841792567
Glyma.09G049300,yes,yes,no,3.488906619,6.033779665,3.488906619,6.033779665,4.761343142
Glyma.09G049500,no,yes,no,0.550778,1.115554784,0.550778,1.115554784,0.833166392
Glyma.09G049700,no,yes,no,0.90578806,1.399103405,0.90578806,1.399103405,1.152445733
Glyma.09G050200,yes,yes,no,1.5598808,1.855795093,1.5598808,1.855795093,1.707837947
Glyma.09G051200,no,yes,no,-0.606745823,-0.762916329,0.606745823,0.762916329,0.684831076
Glyma.09G051900,yes,yes,no,3.265840208,4.853593751,3.265840208,4.853593751,4.05971698
Glyma.09G052900,no,yes,no,3.211072475,4.833192513,3.211072475,4.833192513,4.022132494
Glyma.09G054200,yes,yes,no,0.833649949,1.039370804,0.833649949,1.039370804,0.936510376
Glyma.09G056300,yes,yes,yes,1.70016553,2.516140401,1.70016553,2.516140401,2.108152965
Glyma.09G056600,no,yes,no,-0.525942947,-2.062931843,0.525942947,2.062931843,1.294437395
Glyma.09G056800,yes,yes,no,-0.77672733,-0.727801637,0.77672733,0.727801637,0.752264484
Glyma.09G059000,no,yes,no,-0.255374594,-0.790166719,0.255374594,0.790166719,0.522770656
Glyma.09G059200,yes,yes,no,0.892529041,0.698655639,0.892529041,0.698655639,0.79559234
Glyma.09G061300,yes,yes,no,5.052191923,5.093572919,5.052191923,5.093572919,5.072882421
Glyma.09G061500,yes,yes,no,2.026406702,2.697059478,2.026406702,2.697059478,2.36173309
Glyma.09G062700,no,yes,no,-0.380036345,-0.849765007,0.380036345,0.849765007,0.614900676
Glyma.09G063000,yes,yes,no,-1.697105097,-1.936733764,1.697105097,1.936733764,1.816919431
Glyma.09G063300,yes,yes,no,4.382514681,5.112122963,4.382514681,5.112122963,4.747318822
Glyma.09G064200,yes,yes,no,3.973317529,4.86890513,3.973317529,4.86890513,4.421111329
Glyma.09G065000,no,yes,no,1.055429449,1.52308961,1.055429449,1.52308961,1.28925953
Glyma.09G066400,yes,yes,no,0.955479395,0.684211645,0.955479395,0.684211645,0.81984552
Glyma.09G066800,no,yes,no,1.130835846,1.792614318,1.130835846,1.792614318,1.461725082
Glyma.09G067700,no,yes,no,-0.92251248,-1.309669804,0.92251248,1.309669804,1.116091142
Glyma.09G068100,no,yes,no,0.712383323,1.195391711,0.712383323,1.195391711,0.953887517
Glyma.09G068800,yes,yes,no,0.901151995,1.427453604,0.901151995,1.427453604,1.1643028
Glyma.09G069900,yes,yes,no,3.478749869,5.007843394,3.478749869,5.007843394,4.243296632
Glyma.09G070300,yes,yes,no,-1.049708769,-1.405842731,1.049708769,1.405842731,1.22777575
Glyma.09G071600,yes,yes,no,1.496502987,2.206449841,1.496502987,2.206449841,1.851476414
Glyma.09G072000,no,yes,no,0.56488606,3.61075491,0.56488606,3.61075491,2.087820485
Glyma.09G073050,no,yes,no,-2.374934205,-2.391563581,2.374934205,2.391563581,2.383248893
Glyma.09G073900,no,yes,no,-0.470145904,-1.001260858,0.470145904,1.001260858,0.735703381
Glyma.09G075200,no,yes,no,2.238469804,4.161865823,2.238469804,4.161865823,3.200167813
Glyma.09G075500,yes,yes,no,1.005922879,1.275523846,1.005922879,1.275523846,1.140723362
Glyma.09G079600,yes,yes,no,-0.928005064,-1.2381645,0.928005064,1.2381645,1.083084782
Glyma.09G080000,no,yes,no,1.584364318,2.775114424,1.584364318,2.775114424,2.179739371
Glyma.09G083700,no,yes,no,-0.738427047,-1.097860926,0.738427047,1.097860926,0.918143986
Glyma.09G087700,no,yes,no,-0.751253911,-0.92967421,0.751253911,0.92967421,0.840464061
Glyma.09G089000,no,yes,no,-0.666998191,-1.372238566,0.666998191,1.372238566,1.019618379
Glyma.09G089500,no,yes,no,-0.652197718,-1.139913905,0.652197718,1.139913905,0.896055811
Glyma.09G089700,yes,yes,no,1.662111251,1.984407167,1.662111251,1.984407167,1.823259209
Glyma.09G091100,no,yes,no,-0.519361304,-0.718093587,0.519361304,0.718093587,0.618727445
Glyma.09G091800,yes,yes,no,4.981142092,4.917140645,4.981142092,4.917140645,4.949141369
Glyma.09G092100,no,yes,no,0.998697427,1.105055722,0.998697427,1.105055722,1.051876574
Glyma.09G093050,yes,yes,no,2.152732322,2.86469546,2.152732322,2.86469546,2.508713891
Glyma.09G094000,no,yes,no,0.60420235,0.700598337,0.60420235,0.700598337,0.652400343
Glyma.09G094400,yes,yes,no,6.226085182,7.05663254,6.226085182,7.05663254,6.641358861
Glyma.09G094600,yes,yes,no,3.910218858,4.581040347,3.910218858,4.581040347,4.245629602
Glyma.09G096300,yes,no,no,-2.011449562,-0.800638325,2.011449562,0.800638325,1.406043944
Glyma.09G098000,no,yes,no,-0.594448981,-0.887384678,0.594448981,0.887384678,0.74091683
Glyma.09G098300,yes,no,no,0.936341235,0.606853865,0.936341235,0.606853865,0.77159755
Glyma.09G099200,yes,yes,no,4.36834537,5.264518655,4.36834537,5.264518655,4.816432013
Glyma.09G102400,no,yes,no,-0.79392105,-1.463820018,0.79392105,1.463820018,1.128870534
Glyma.09G104000,no,yes,no,0.573846865,1.592027719,0.573846865,1.592027719,1.082937292
Glyma.09G104200,no,yes,no,-0.459448852,-0.846976397,0.459448852,0.846976397,0.653212624
Glyma.09G109200,no,yes,no,-0.411904138,-1.733293713,0.411904138,1.733293713,1.072598926
Glyma.09G109700,no,yes,no,-0.708918455,-0.98066951,0.708918455,0.98066951,0.844793983
Glyma.09G110500,yes,yes,no,5.431782169,6.334797358,5.431782169,6.334797358,5.883289763
Glyma.09G114000,no,yes,no,0.513972235,0.880001754,0.513972235,0.880001754,0.696986995
Glyma.09G114100,yes,yes,no,-0.97477678,-1.254356833,0.97477678,1.254356833,1.114566807
Glyma.09G115800,yes,yes,no,1.615209411,2.455236095,1.615209411,2.455236095,2.035222753
Glyma.09G116300,yes,yes,no,2.053169829,2.438194648,2.053169829,2.438194648,2.245682238
Glyma.09G118500,yes,yes,no,3.338781217,4.489445165,3.338781217,4.489445165,3.914113191
Glyma.09G118800,yes,yes,no,3.743716433,4.751527946,3.743716433,4.751527946,4.247622189
Glyma.09G120200,no,yes,no,0.483998034,0.892622188,0.483998034,0.892622188,0.688310111
Glyma.09G125800,no,yes,no,-0.737729174,-1.178498151,0.737729174,1.178498151,0.958113662
Glyma.09G126200,yes,yes,no,4.792245175,5.859047219,4.792245175,5.859047219,5.325646197
Glyma.09G128300,yes,yes,no,4.592094086,5.828793357,4.592094086,5.828793357,5.210443722
Glyma.09G128400,yes,yes,no,4.350000063,5.464449717,4.350000063,5.464449717,4.90722489
Glyma.09G130400,yes,yes,no,3.194556137,4.273186143,3.194556137,4.273186143,3.73387114
Glyma.09G134500,no,yes,no,-0.671652895,-0.958428629,0.671652895,0.958428629,0.815040762
Glyma.09G138100,yes,yes,no,1.725980613,2.203845265,1.725980613,2.203845265,1.964912939
Glyma.09G138400,no,yes,no,-0.610848102,-0.920592055,0.610848102,0.920592055,0.765720079
Glyma.09G139200,no,yes,no,-0.669460676,-1.1849223,0.669460676,1.1849223,0.927191488
Glyma.09G140400,no,yes,no,-1.105645359,-1.248785383,1.105645359,1.248785383,1.177215371
Glyma.09G140700,yes,yes,no,-1.610548286,-2.354303741,1.610548286,2.354303741,1.982426014
Glyma.09G144200,no,yes,no,0.182778455,1.501519204,0.182778455,1.501519204,0.842148829
Glyma.09G144800,no,yes,no,0.506719201,0.904111138,0.506719201,0.904111138,0.70541517
Glyma.09G146500,no,yes,no,-0.076397022,-0.575337182,0.076397022,0.575337182,0.325867102
Glyma.09G146700,yes,no,no,0.735372055,0.377950716,0.735372055,0.377950716,0.556661385
Glyma.09G146800,no,yes,no,2.12425475,3.845560332,2.12425475,3.845560332,2.984907541
Glyma.09G148700,no,yes,no,-0.944646933,-1.781985058,0.944646933,1.781985058,1.363315995
Glyma.09G149200,yes,yes,no,-1.980198425,-3.041191017,1.980198425,3.041191017,2.510694721
Glyma.09G149400,no,yes,no,-0.547080266,-2.166171116,0.547080266,2.166171116,1.356625691
Glyma.09G151400,yes,yes,no,2.482110702,3.577093994,2.482110702,3.577093994,3.029602348
Glyma.09G152100,no,yes,no,-0.973093549,-1.580141853,0.973093549,1.580141853,1.276617701
Glyma.09G153900,yes,yes,no,1.058347361,1.480463133,1.058347361,1.480463133,1.269405247
Glyma.09G154100,no,yes,no,-0.278997121,-0.726074429,0.278997121,0.726074429,0.502535775
Glyma.09G154600,yes,no,no,-1.296658589,-1.049241944,1.296658589,1.049241944,1.172950266
Glyma.09G154700,no,yes,no,-0.510924185,-1.01746964,0.510924185,1.01746964,0.764196912
Glyma.09G156800,no,yes,no,-0.256512853,-1.129835991,0.256512853,1.129835991,0.693174422
Glyma.09G156900,yes,yes,no,2.304754754,3.238449724,2.304754754,3.238449724,2.771602239
Glyma.09G157600,no,yes,no,-0.875675849,-1.281803928,0.875675849,1.281803928,1.078739888
Glyma.09G160100,no,yes,no,2.391487479,2.880515596,2.391487479,2.880515596,2.636001538
Glyma.09G161100,yes,yes,no,3.917042971,5.509557558,3.917042971,5.509557558,4.713300264
Glyma.09G162400,yes,yes,no,1.33456883,2.283158986,1.33456883,2.283158986,1.808863908
Glyma.09G163700,yes,yes,yes,3.68288142,4.983155819,3.68288142,4.983155819,4.333018619
Glyma.09G163900,yes,yes,no,2.994066168,3.676307979,2.994066168,3.676307979,3.335187073
Glyma.09G164900,no,yes,no,0.345674536,0.496179209,0.345674536,0.496179209,0.420926872
Glyma.09G168900,yes,yes,no,-0.933528585,-1.385709727,0.933528585,1.385709727,1.159619156
Glyma.09G172100,no,yes,no,1.151669766,2.077911607,1.151669766,2.077911607,1.614790686
Glyma.09G172500,yes,yes,no,1.611144467,2.335521479,1.611144467,2.335521479,1.973332973
Glyma.09G173800,no,yes,no,-0.562361773,-1.214604454,0.562361773,1.214604454,0.888483114
Glyma.09G177200,no,yes,no,-0.450998585,-0.984342809,0.450998585,0.984342809,0.717670697
Glyma.09G177600,no,yes,no,0.330774465,0.982932997,0.330774465,0.982932997,0.656853731
Glyma.09G178100,yes,yes,no,1.040287037,0.97822908,1.040287037,0.97822908,1.009258059
Glyma.09G180300,no,yes,no,-0.650517034,-0.833321517,0.650517034,0.833321517,0.741919275
Glyma.09G181960,no,yes,no,0.534036474,1.232320192,0.534036474,1.232320192,0.883178333
Glyma.09G182200,yes,yes,no,4.12552503,5.283823991,4.12552503,5.283823991,4.70467451
Glyma.09G183100,no,yes,no,0.697021138,0.650726959,0.697021138,0.650726959,0.673874048
Glyma.09G183400,yes,yes,no,5.441149335,6.179675422,5.441149335,6.179675422,5.810412378
Glyma.09G183800,no,yes,no,0.607775209,0.948435939,0.607775209,0.948435939,0.778105574
Glyma.09G184600,no,yes,no,-1.049969837,-1.160731199,1.049969837,1.160731199,1.105350518
Glyma.09G185900,no,yes,no,0.581678075,1.007818747,0.581678075,1.007818747,0.794748411
