Target,Treatment,FC
Glyma.01G128100,R25_FC,3.449351027
Glyma.01G129100,R25_FC,3.327981575
Glyma.01G131100,R25_FC,2.563675815
Glyma.01G131500,R25_FC,1.596953825
Glyma.01G134600,R25_FC,6.751801388
Glyma.01G135200,R25_FC,7.500652446
Glyma.01G137500,R25_FC,2.695568129
Glyma.01G137700,R25_FC,5.670629678
Glyma.01G138800,R25_FC,-0.300785994
Glyma.01G139500,R25_FC,-1.142190641
Glyma.01G139600,R25_FC,0.436077384
Glyma.01G141900,R25_FC,-1.834943325
Glyma.01G143500,R25_FC,6.022905441
Glyma.01G144500,R25_FC,-1.00502927
Glyma.01G144700,R25_FC,2.496439436
Glyma.01G144900,R25_FC,3.2344729
Glyma.01G146300,R25_FC,-1.373637251
Glyma.01G147700,R25_FC,-1.121162681
Glyma.01G147900,R25_FC,1.400949428
Glyma.01G149000,R25_FC,-0.383414014
Glyma.01G153000,R25_FC,2.575694862
Glyma.01G153300,R25_FC,3.226596025
Glyma.01G154400,R25_FC,-0.816105493
Glyma.01G154450,R25_FC,3.540283145
Glyma.01G154900,R25_FC,-1.138559097
Glyma.01G155400,R25_FC,5.131272506
Glyma.01G156500,R25_FC,1.90973657
Glyma.01G158600,R25_FC,-1.238095642
Glyma.01G161100,R25_FC,2.692753489
Glyma.01G162800,R25_FC,0.88496748
Glyma.01G163000,R25_FC,1.011504939
Glyma.01G163600,R25_FC,3.153352341
Glyma.01G164000,R25_FC,-0.591121086
Glyma.01G164300,R25_FC,0.646535309
Glyma.01G164700,R25_FC,-2.465064021
Glyma.01G165200,R25_FC,-1.808976013
Glyma.01G165400,R25_FC,-0.610421242
Glyma.01G168200,R25_FC,-1.089891858
Glyma.01G169000,R25_FC,1.639890264
Glyma.01G169100,R25_FC,1.087304906
Glyma.01G169500,R25_FC,-1.847102726
Glyma.01G170600,R25_FC,0.402959916
Glyma.01G171900,R25_FC,-1.605499315
Glyma.01G172100,R25_FC,2.580765794
Glyma.01G172600,R25_FC,4.644576779
Glyma.01G172700,R25_FC,3.06481705
Glyma.01G172900,R25_FC,1.75890784
Glyma.01G173300,R25_FC,-1.049156442
Glyma.01G173700,R25_FC,-0.900486766
Glyma.01G174102,R25_FC,4.504093528
Glyma.01G176400,R25_FC,0.982140766
Glyma.01G176600,R25_FC,0.757306245
Glyma.01G176800,R25_FC,0.445920729
Glyma.01G177700,R25_FC,0.495535897
Glyma.01G179600,R25_FC,4.681801356
Glyma.01G180100,R25_FC,0.706714674
Glyma.01G180432,R25_FC,1.791985259
Glyma.01G180800,R25_FC,-0.97156826
Glyma.01G181800,R25_FC,2.988330637
Glyma.01G182400,R25_FC,2.329385333
Glyma.01G183300,R25_FC,1.544755281
Glyma.01G185800,R25_FC,1.131279009
Glyma.01G187700,R25_FC,3.683421681
Glyma.01G187800,R25_FC,2.109654451
Glyma.01G188700,R25_FC,0.699726761
Glyma.01G189100,R25_FC,0.851677532
Glyma.01G190500,R25_FC,0.909466803
Glyma.01G190900,R25_FC,-1.192384553
Glyma.01G191300,R25_FC,3.962949862
Glyma.01G191600,R25_FC,-1.142088618
Glyma.01G193600,R25_FC,1.924024841
Glyma.01G194700,R25_FC,-0.803492375
Glyma.01G195000,R25_FC,-2.386262913
Glyma.01G195300,R25_FC,5.123740215
Glyma.01G196600,R25_FC,-0.966465576
Glyma.01G197500,R25_FC,-1.231967827
Glyma.01G197800,R25_FC,-0.573410136
Glyma.01G198300,R25_FC,1.64516101
Glyma.01G199700,R25_FC,-1.707055042
Glyma.01G201000,R25_FC,-0.748882775
Glyma.01G202000,R25_FC,3.265539782
Glyma.01G202100,R25_FC,6.269570128
Glyma.01G202200,R25_FC,3.43781761
Glyma.01G203500,R25_FC,2.525574683
Glyma.01G204400,R25_FC,1.686781725
Glyma.01G205200,R25_FC,0.501651663
Glyma.01G205400,R25_FC,-1.136929366
Glyma.01G206700,R25_FC,2.585694384
Glyma.01G210400,R25_FC,4.945090385
Glyma.01G210700,R25_FC,-2.01815961
Glyma.01G210800,R25_FC,-1.381846012
Glyma.01G211800,R25_FC,5.319047548
Glyma.01G211900,R25_FC,1.065643482
Glyma.01G212100,R25_FC,4.409729647
Glyma.01G215100,R25_FC,4.109024037
Glyma.01G215400,R25_FC,-0.712865445
Glyma.01G217200,R25_FC,1.692992624
Glyma.01G217300,R25_FC,-0.466301892
Glyma.01G217400,R25_FC,-1.029232683
Glyma.01G217600,R25_FC,7.448046861
Glyma.01G217700,R25_FC,3.479401484
Glyma.01G217900,R25_FC,0.618900517
Glyma.01G218600,R25_FC,0.953207012
Glyma.01G219400,R25_FC,2.718178987
Glyma.01G219502,R25_FC,-0.950972502
Glyma.01G220600,R25_FC,-1.260491234
Glyma.01G221200,R25_FC,2.516194148
Glyma.01G221400,R25_FC,-1.631396979
Glyma.01G221800,R25_FC,-1.170665274
Glyma.01G224800,R25_FC,3.339244481
Glyma.01G226502,R25_FC,-1.696739087
Glyma.01G226900,R25_FC,0.882570172
Glyma.01G227400,R25_FC,-0.953621397
Glyma.01G228200,R25_FC,1.285107631
Glyma.01G228600,R25_FC,4.653767822
Glyma.01G228700,R25_FC,4.360682955
Glyma.01G229200,R25_FC,-1.026759452
Glyma.01G229800,R25_FC,-1.309722815
Glyma.01G230900,R25_FC,2.510961477
Glyma.01G231900,R25_FC,-1.009935818
Glyma.01G235600,R25_FC,3.96596528
Glyma.01G236100,R25_FC,1.090916661
Glyma.01G236200,R25_FC,3.933509915
Glyma.01G236500,R25_FC,2.431395915
Glyma.01G237000,R25_FC,-1.956770272
Glyma.01G238000,R25_FC,-0.762593117
Glyma.01G238600,R25_FC,-1.838862117
Glyma.01G238800,R25_FC,4.279771017
Glyma.01G239500,R25_FC,2.215376992
Glyma.01G239600,R25_FC,4.613500914
Glyma.01G240300,R25_FC,4.326804168
Glyma.01G241500,R25_FC,-1.624017488
Glyma.01G241700,R25_FC,3.387529622
Glyma.01G242200,R25_FC,0.940791711
Glyma.01G242902,R25_FC,0.815828159
Glyma.01G244000,R25_FC,5.624468841
Glyma.01G244500,R25_FC,0.814863125
Glyma.01G245500,R25_FC,-0.682986647
Glyma.02G000400,R25_FC,0.745879052
Glyma.02G000500,R25_FC,-1.017049584
Glyma.02G000700,R25_FC,-1.172657291
Glyma.02G001000,R25_FC,-0.872400826
Glyma.02G001100,R25_FC,-0.647731239
Glyma.02G001900,R25_FC,-0.45343505
Glyma.02G002000,R25_FC,-1.426274998
Glyma.02G002100,R25_FC,4.360302569
Glyma.02G002900,R25_FC,-1.062140452
Glyma.02G004000,R25_FC,-0.498089209
Glyma.02G004600,R25_FC,-1.582942074
Glyma.02G005600,R25_FC,5.231391454
Glyma.02G006200,R25_FC,5.956426749
Glyma.02G006600,R25_FC,-0.961297693
Glyma.02G007400,R25_FC,2.368846585
Glyma.02G008000,R25_FC,1.050897438
Glyma.02G009300,R25_FC,3.219989623
Glyma.02G009751,R25_FC,3.783755245
Glyma.02G009800,R25_FC,4.837149967
Glyma.02G010900,R25_FC,2.172900595
Glyma.02G011600,R25_FC,3.238104455
Glyma.02G011800,R25_FC,-0.546021612
Glyma.02G011900,R25_FC,3.301402578
Glyma.02G012400,R25_FC,0.555414253
Glyma.02G012700,R25_FC,0.836235287
Glyma.02G013200,R25_FC,-2.792688186
Glyma.02G013402,R25_FC,-2.781115324
Glyma.02G013700,R25_FC,-0.554127974
Glyma.02G014000,R25_FC,0.438036505
Glyma.02G014800,R25_FC,-0.852115811
Glyma.02G015900,R25_FC,0.65472762
Glyma.02G016100,R25_FC,3.56066301
Glyma.02G016400,R25_FC,-1.482563675
Glyma.02G017100,R25_FC,1.370214087
Glyma.02G017500,R25_FC,0.459604741
Glyma.02G019200,R25_FC,-1.425118363
Glyma.02G019400,R25_FC,0.94996965
Glyma.02G019600,R25_FC,-1.067753916
Glyma.02G021600,R25_FC,-0.815308203
Glyma.02G022200,R25_FC,4.0737563
Glyma.02G022400,R25_FC,-0.934403655
Glyma.02G023800,R25_FC,3.404001204
Glyma.02G023900,R25_FC,4.903840417
Glyma.02G024200,R25_FC,4.384683915
Glyma.02G024500,R25_FC,0.898861452
Glyma.02G024600,R25_FC,5.798595495
Glyma.02G024800,R25_FC,6.121737672
Glyma.02G026300,R25_FC,-0.798897428
Glyma.02G026500,R25_FC,0.734464612
Glyma.02G027800,R25_FC,5.462467775
Glyma.02G028400,R25_FC,3.617785241
Glyma.02G028600,R25_FC,4.513858053
Glyma.02G028700,R25_FC,2.095108054
Glyma.02G028800,R25_FC,3.018531066
Glyma.02G029400,R25_FC,3.604215317
Glyma.02G031100,R25_FC,-3.455756692
Glyma.02G032200,R25_FC,-1.279026866
Glyma.02G034000,R25_FC,1.721264862
Glyma.02G035000,R25_FC,0.898674463
Glyma.02G035200,R25_FC,1.606303263
Glyma.02G036000,R25_FC,0.433144138
Glyma.02G036100,R25_FC,0.744606801
Glyma.02G036500,R25_FC,-0.552750208
Glyma.02G038100,R25_FC,-0.847580455
Glyma.02G039400,R25_FC,-1.141366774
Glyma.02G041900,R25_FC,0.911301481
Glyma.02G042500,R25_FC,4.512673232
Glyma.02G044500,R25_FC,-1.730507074
Glyma.02G047000,R25_FC,-1.206114929
Glyma.02G047600,R25_FC,-1.552092364
Glyma.02G048400,R25_FC,-2.139502314
Glyma.02G048800,R25_FC,-1.652877351
Glyma.02G049600,R25_FC,0.821425824
Glyma.02G049700,R25_FC,0.840602744
Glyma.02G049800,R25_FC,1.242159451
Glyma.02G052300,R25_FC,4.90331654
Glyma.02G053600,R25_FC,2.740305924
Glyma.02G054900,R25_FC,5.945790514
Glyma.02G055000,R25_FC,5.290505847
Glyma.02G055500,R25_FC,1.078307279
Glyma.02G056700,R25_FC,-2.229799566
Glyma.02G057400,R25_FC,-1.337331748
Glyma.02G057900,R25_FC,0.707619673
Glyma.02G058000,R25_FC,1.623920777
Glyma.02G058200,R25_FC,1.103142296
Glyma.02G059500,R25_FC,6.256801947
Glyma.02G060102,R25_FC,-0.678243926
Glyma.02G061100,R25_FC,-0.774297291
Glyma.02G063900,R25_FC,3.136195485
Glyma.02G064800,R25_FC,-0.871913336
Glyma.02G066200,R25_FC,1.279339644
Glyma.02G067100,R25_FC,-0.916309721
Glyma.02G069400,R25_FC,-1.155047434
Glyma.02G070000,R25_FC,3.342054682
Glyma.02G070600,R25_FC,1.409352027
Glyma.02G071500,R25_FC,-0.900233351
Glyma.02G072000,R25_FC,1.201412622
Glyma.02G072200,R25_FC,2.713804151
Glyma.02G072500,R25_FC,-0.63072691
Glyma.02G075100,R25_FC,0.7329446
Glyma.02G080000,R25_FC,-1.381736383
Glyma.02G080200,R25_FC,5.850156275
Glyma.02G081200,R25_FC,-0.796628961
Glyma.02G081400,R25_FC,-0.845616092
Glyma.02G083600,R25_FC,5.97188155
Glyma.02G083702,R25_FC,5.985714898
Glyma.02G087000,R25_FC,-0.642973198
Glyma.02G087800,R25_FC,-1.110961466
Glyma.02G088700,R25_FC,4.510179989
Glyma.02G089400,R25_FC,6.852983075
Glyma.02G089500,R25_FC,4.075343226
Glyma.02G091500,R25_FC,1.037103843
Glyma.02G092500,R25_FC,5.045854313
Glyma.02G093100,R25_FC,-1.58105878
Glyma.02G094500,R25_FC,3.975538299
Glyma.02G095200,R25_FC,0.837047031
Glyma.02G095500,R25_FC,1.263794246
Glyma.02G096800,R25_FC,1.116049842
Glyma.02G097000,R25_FC,-0.786470255
Glyma.02G097700,R25_FC,-1.12803818
Glyma.02G099500,R25_FC,1.742970989
Glyma.02G100000,R25_FC,-1.510307958
Glyma.02G100300,R25_FC,5.542034457
Glyma.02G102900,R25_FC,0.854349134
Glyma.02G103700,R25_FC,-0.902659568
Glyma.02G104300,R25_FC,5.238154731
Glyma.02G104500,R25_FC,5.41103738
Glyma.02G105300,R25_FC,-1.598908728
Glyma.02G106100,R25_FC,1.075758009
Glyma.02G106300,R25_FC,-0.955172302
Glyma.02G107500,R25_FC,0.71872391
Glyma.02G107700,R25_FC,0.668792859
Glyma.02G110300,R25_FC,-1.440647594
Glyma.02G111800,R25_FC,-0.531242032
Glyma.02G114000,R25_FC,0.942577212
Glyma.02G116100,R25_FC,-0.970333818
Glyma.02G116300,R25_FC,-0.863360901
Glyma.02G121800,R25_FC,-1.217006963
Glyma.02G124600,R25_FC,2.758433793
Glyma.02G124700,R25_FC,4.660025418
Glyma.02G125400,R25_FC,-0.801610038
Glyma.02G125900,R25_FC,2.1336468
Glyma.02G126500,R25_FC,-1.123035016
Glyma.02G128800,R25_FC,3.440198457
Glyma.02G130400,R25_FC,4.464019975
Glyma.02G131700,R25_FC,-0.734190178
Glyma.02G131900,R25_FC,0.715799442
Glyma.02G132200,R25_FC,3.255557748
Glyma.02G133500,R25_FC,0.792380493
Glyma.02G133600,R25_FC,-0.837511784
Glyma.02G133900,R25_FC,-1.408751761
Glyma.02G134000,R25_FC,2.955519867
Glyma.02G134500,R25_FC,2.838143984
Glyma.02G134600,R25_FC,-0.636220451
Glyma.02G134700,R25_FC,3.11875241
Glyma.02G135800,R25_FC,-1.405914422
Glyma.02G136300,R25_FC,-0.901747727
Glyma.02G137400,R25_FC,1.578278851
Glyma.02G137500,R25_FC,-1.508876418
Glyma.02G141700,R25_FC,-0.970419469
Glyma.02G141800,R25_FC,0.625005195
Glyma.02G142500,R25_FC,-1.219377963
Glyma.02G143700,R25_FC,-0.772037344
Glyma.02G146100,R25_FC,-0.890167133
Glyma.02G147300,R25_FC,-1.919926925
Glyma.02G148200,R25_FC,6.405680131
Glyma.02G148400,R25_FC,2.618897681
Glyma.02G149200,R25_FC,0.784563249
Glyma.02G149800,R25_FC,-0.584140292
Glyma.02G149900,R25_FC,0.797719139
Glyma.02G151200,R25_FC,1.484744274
Glyma.02G152500,R25_FC,-1.207358531
Glyma.02G153000,R25_FC,-3.462778841
Glyma.02G155400,R25_FC,0.937324667
Glyma.02G155600,R25_FC,1.459226834
Glyma.02G156000,R25_FC,1.865378871
Glyma.02G157200,R25_FC,-0.797389792
Glyma.02G157900,R25_FC,1.508815595
Glyma.02G158700,R25_FC,3.384903825
Glyma.02G160500,R25_FC,-0.882076294
Glyma.02G161100,R25_FC,0.706785328
Glyma.02G162000,R25_FC,-0.158360177
Glyma.02G166800,R25_FC,3.895240167
Glyma.02G167600,R25_FC,2.923068316
Glyma.02G167900,R25_FC,0.489245242
Glyma.02G168000,R25_FC,-0.59588722
Glyma.02G168900,R25_FC,1.159774877
Glyma.02G170500,R25_FC,1.342014524
Glyma.02G171100,R25_FC,-1.049353162
Glyma.02G172200,R25_FC,7.349972147
Glyma.02G173000,R25_FC,0.465864557
Glyma.02G174700,R25_FC,1.519340719
Glyma.02G179100,R25_FC,-1.538646255
Glyma.02G181500,R25_FC,1.904156673
Glyma.02G181800,R25_FC,4.226005061
Glyma.02G182600,R25_FC,-1.343270687
Glyma.02G182900,R25_FC,2.703726593
Glyma.02G184200,R25_FC,4.26933066
Glyma.02G184800,R25_FC,-0.60906848
Glyma.02G185300,R25_FC,-0.478841156
Glyma.02G187200,R25_FC,1.4540331
Glyma.02G190900,R25_FC,2.026547551
Glyma.02G193200,R25_FC,1.558779856
Glyma.02G195300,R25_FC,7.247554315
Glyma.02G195400,R25_FC,1.998954339
Glyma.02G195900,R25_FC,6.355058625
Glyma.02G198000,R25_FC,-0.953237697
Glyma.02G198400,R25_FC,-1.096318506
Glyma.02G202500,R25_FC,-2.08716422
Glyma.02G203200,R25_FC,-0.735503739
Glyma.02G203300,R25_FC,-0.705667094
Glyma.02G204000,R25_FC,0.482902763
Glyma.02G208000,R25_FC,0.827288744
Glyma.02G208200,R25_FC,1.350206039
Glyma.02G208400,R25_FC,2.627915537
Glyma.02G208500,R25_FC,1.697983927
Glyma.02G209000,R25_FC,-1.346667118
Glyma.02G209400,R25_FC,0.840799496
Glyma.02G210300,R25_FC,3.539177254
Glyma.02G211000,R25_FC,1.138814302
Glyma.02G211300,R25_FC,1.016096851
Glyma.02G211600,R25_FC,1.291276751
Glyma.02G212000,R25_FC,-1.329294842
Glyma.02G213500,R25_FC,1.711519972
Glyma.02G214300,R25_FC,-0.49402627
Glyma.02G215000,R25_FC,-1.16498942
Glyma.02G217100,R25_FC,-0.502173001
Glyma.02G217600,R25_FC,3.017948342
Glyma.02G219700,R25_FC,-0.822479995
Glyma.02G220500,R25_FC,0.884406758
Glyma.02G222600,R25_FC,-0.790996771
Glyma.02G224001,R25_FC,0.839283039
Glyma.02G227000,R25_FC,1.460713167
Glyma.02G227500,R25_FC,-1.963434526
Glyma.02G228200,R25_FC,1.358628586
Glyma.02G229400,R25_FC,-0.953283619
Glyma.02G230200,R25_FC,0.875281224
Glyma.02G230500,R25_FC,-0.782502448
Glyma.02G232600,R25_FC,4.062727946
Glyma.02G233800,R25_FC,7.866705347
Glyma.02G235700,R25_FC,0.9463486
Glyma.02G236500,R25_FC,1.635900849
Glyma.02G238100,R25_FC,0.582129836
Glyma.02G238800,R25_FC,2.369505088
Glyma.02G239100,R25_FC,6.194719495
Glyma.02G239900,R25_FC,2.315430067
Glyma.02G241200,R25_FC,1.325116585
Glyma.02G242200,R25_FC,0.924595027
Glyma.02G242900,R25_FC,5.636813695
Glyma.02G243300,R25_FC,4.875637333
Glyma.02G243600,R25_FC,2.893855341
Glyma.02G244300,R25_FC,-1.139964908
Glyma.02G244400,R25_FC,-0.88989524
Glyma.02G244700,R25_FC,-0.632258172
Glyma.02G245400,R25_FC,0.770953229
Glyma.02G246100,R25_FC,-2.05489852
Glyma.02G246500,R25_FC,-1.927158235
Glyma.02G247000,R25_FC,1.231315786
Glyma.02G247600,R25_FC,1.425502969
Glyma.02G247900,R25_FC,1.560825006
Glyma.02G248100,R25_FC,5.216558179
Glyma.02G248500,R25_FC,1.098752801
Glyma.02G249600,R25_FC,-1.22741521
Glyma.02G250200,R25_FC,-0.974397478
Glyma.02G251000,R25_FC,0.918209908
Glyma.02G251700,R25_FC,0.796871522
Glyma.02G253200,R25_FC,-0.901969617
Glyma.02G254000,R25_FC,0.660740547
Glyma.02G255400,R25_FC,1.88636275
Glyma.02G256900,R25_FC,5.334171302
Glyma.02G257200,R25_FC,-0.692089319
Glyma.02G257700,R25_FC,3.797711249
Glyma.02G258300,R25_FC,-0.798237808
Glyma.02G260300,R25_FC,-0.766409302
Glyma.02G260800,R25_FC,0.968170456
Glyma.02G263900,R25_FC,0.915396003
Glyma.02G264600,R25_FC,-1.624868683
Glyma.02G266700,R25_FC,-1.538723027
Glyma.02G267900,R25_FC,-0.91404471
Glyma.02G269300,R25_FC,-1.071996534
Glyma.02G269600,R25_FC,1.573962851
Glyma.02G271400,R25_FC,-1.270718873
Glyma.02G272400,R25_FC,-0.838169136
Glyma.02G273300,R25_FC,-0.697417931
Glyma.02G273500,R25_FC,-0.7432574
Glyma.02G274000,R25_FC,-1.266102267
Glyma.02G274400,R25_FC,1.962930872
Glyma.02G277700,R25_FC,-1.003756314
Glyma.02G279700,R25_FC,-2.051591319
Glyma.02G280100,R25_FC,3.219704766
Glyma.02G281000,R25_FC,0.459602963
Glyma.02G282400,R25_FC,-0.605324198
Glyma.02G282500,R25_FC,-0.915046199
Glyma.02G283300,R25_FC,1.129923234
Glyma.02G283900,R25_FC,2.810402302
Glyma.02G284300,R25_FC,4.257790925
Glyma.02G284667,R25_FC,3.629555543
Glyma.02G284800,R25_FC,3.923923717
Glyma.02G285100,R25_FC,-2.251021219
Glyma.02G286900,R25_FC,-2.038844738
Glyma.02G288600,R25_FC,1.578174071
Glyma.02G289400,R25_FC,-0.892445154
Glyma.02G290000,R25_FC,-1.151979508
Glyma.02G290300,R25_FC,1.077995006
Glyma.02G290800,R25_FC,-1.128540007
Glyma.02G292100,R25_FC,4.156484843
Glyma.02G293700,R25_FC,-0.919739585
Glyma.02G294500,R25_FC,0.477133764
Glyma.02G295900,R25_FC,0.66099458
Glyma.02G296600,R25_FC,1.255996276
Glyma.02G296900,R25_FC,0.834970372
Glyma.02G297200,R25_FC,1.508561706
Glyma.02G299100,R25_FC,2.473930596
Glyma.02G299400,R25_FC,0.934328296
Glyma.02G299500,R25_FC,3.808303699
Glyma.02G299800,R25_FC,-1.040561823
Glyma.02G300400,R25_FC,3.75734172
Glyma.02G300500,R25_FC,6.098551766
Glyma.02G301800,R25_FC,1.843611574
Glyma.02G302900,R25_FC,-0.904908006
Glyma.02G303300,R25_FC,0.972341886
Glyma.02G303500,R25_FC,-1.106345738
Glyma.02G304500,R25_FC,-1.22096093
Glyma.02G305200,R25_FC,0.788358486
Glyma.02G305400,R25_FC,-1.226088382
Glyma.02G305500,R25_FC,-2.057602578
Glyma.02G306400,R25_FC,0.765023914
Glyma.02G307300,R25_FC,6.341340859
Glyma.02G309300,R25_FC,4.565704277
Glyma.02G309500,R25_FC,-0.724898728
Glyma.02G311200,R25_FC,1.17857106
Glyma.03G001200,R25_FC,0.650063323
Glyma.03G001500,R25_FC,2.539882658
Glyma.03G001700,R25_FC,-1.480994241
Glyma.03G002200,R25_FC,-1.231963347
Glyma.03G003100,R25_FC,7.064747641
Glyma.03G003300,R25_FC,5.35780659
Glyma.03G004300,R25_FC,1.028894168
Glyma.03G005600,R25_FC,-2.408020523
Glyma.03G005800,R25_FC,4.067641644
Glyma.03G006200,R25_FC,-3.113852296
Glyma.03G006900,R25_FC,0.938961934
Glyma.03G007100,R25_FC,-1.666776188
Glyma.03G009000,R25_FC,-1.185173074
Glyma.03G009500,R25_FC,-6.162451148
Glyma.03G012600,R25_FC,0.744772432
Glyma.03G013400,R25_FC,-1.300655397
Glyma.03G015800,R25_FC,5.049134613
Glyma.03G015900,R25_FC,3.219217207
Glyma.03G016500,R25_FC,0.714151197
Glyma.03G017200,R25_FC,-0.628685249
Glyma.03G017800,R25_FC,-1.064112261
Glyma.03G019500,R25_FC,1.533228462
Glyma.03G022200,R25_FC,1.15139583
Glyma.03G022800,R25_FC,1.87330032
Glyma.03G027400,R25_FC,1.181775162
Glyma.03G027500,R25_FC,0.631200737
Glyma.03G029900,R25_FC,-0.649141168
Glyma.03G031000,R25_FC,-1.393762908
Glyma.03G032500,R25_FC,3.249615272
Glyma.03G032700,R25_FC,-1.78713393
Glyma.03G032800,R25_FC,4.138647625
Glyma.03G034000,R25_FC,-1.129618323
Glyma.03G035300,R25_FC,2.069048871
Glyma.03G036000,R25_FC,1.173605994
Glyma.03G036600,R25_FC,3.925469829
Glyma.03G037500,R25_FC,-0.752114773
Glyma.03G037600,R25_FC,-1.868036324
Glyma.03G040300,R25_FC,-1.723400625
Glyma.03G040600,R25_FC,-1.279017258
Glyma.03G040900,R25_FC,3.269891867
Glyma.03G041300,R25_FC,5.781485537
Glyma.03G041500,R25_FC,3.190377297
Glyma.03G041800,R25_FC,1.268507751
Glyma.03G041850,R25_FC,1.751212738
Glyma.03G042600,R25_FC,1.655923966
Glyma.03G042700,R25_FC,4.309579212
Glyma.03G043000,R25_FC,0.482622801
Glyma.03G044500,R25_FC,4.906571363
Glyma.03G044900,R25_FC,9.022548037
Glyma.03G045400,R25_FC,-0.771091587
Glyma.03G050400,R25_FC,-0.723329208
Glyma.03G052400,R25_FC,1.610809869
Glyma.03G054900,R25_FC,4.119471545
Glyma.03G055900,R25_FC,0.74050553
Glyma.03G056300,R25_FC,-0.796390324
Glyma.03G056800,R25_FC,7.060835823
Glyma.03G057100,R25_FC,3.333343336
Glyma.03G058000,R25_FC,-2.135879103
Glyma.03G060300,R25_FC,-0.934975745
Glyma.03G063200,R25_FC,-0.892600042
Glyma.03G063400,R25_FC,1.428491401
Glyma.03G063900,R25_FC,-2.609363054
Glyma.03G066800,R25_FC,3.403276611
Glyma.03G068100,R25_FC,-2.348841258
Glyma.03G069300,R25_FC,2.053885904
Glyma.03G071700,R25_FC,-0.897319192
Glyma.03G073200,R25_FC,3.064381171
Glyma.03G073702,R25_FC,3.422636824
Glyma.03G073770,R25_FC,-0.352831118
Glyma.03G073776,R25_FC,5.460411429
Glyma.03G073778,R25_FC,8.098386779
Glyma.03G074000,R25_FC,1.161820948
Glyma.03G074900,R25_FC,1.565950791
Glyma.03G076100,R25_FC,0.982718336
Glyma.03G076200,R25_FC,-0.654456285
Glyma.03G079500,R25_FC,3.2112422
Glyma.03G081900,R25_FC,-1.427836576
Glyma.03G082100,R25_FC,-1.231792475
Glyma.03G083100,R25_FC,-0.549911104
Glyma.03G083200,R25_FC,1.768866567
Glyma.03G084600,R25_FC,3.466157342
Glyma.03G085900,R25_FC,-0.882431061
Glyma.03G086200,R25_FC,-0.494991345
Glyma.03G087500,R25_FC,1.72427844
Glyma.03G088800,R25_FC,2.320571101
Glyma.03G088900,R25_FC,-0.882603614
Glyma.03G090000,R25_FC,-0.789095307
Glyma.03G092500,R25_FC,-1.287279546
Glyma.03G092700,R25_FC,0.871026652
Glyma.03G093600,R25_FC,3.011256378
Glyma.03G097300,R25_FC,-1.34097309
Glyma.03G097600,R25_FC,-0.604204903
Glyma.03G098300,R25_FC,-1.538304067
Glyma.03G098600,R25_FC,4.070623606
Glyma.03G098900,R25_FC,-1.401313675
Glyma.03G099000,R25_FC,4.472720808
Glyma.03G099500,R25_FC,-0.899710213
Glyma.03G101000,R25_FC,2.371478985
Glyma.03G102700,R25_FC,-0.517423388
Glyma.03G102800,R25_FC,5.703243786
Glyma.03G103400,R25_FC,-1.723390744
Glyma.03G105700,R25_FC,-1.644567284
Glyma.03G107000,R25_FC,0.625079557
Glyma.03G107900,R25_FC,4.166480719
Glyma.03G108000,R25_FC,3.965000514
Glyma.03G108200,R25_FC,-0.599030667
Glyma.03G109900,R25_FC,1.717307665
Glyma.03G110100,R25_FC,-0.728596562
Glyma.03G112700,R25_FC,3.513618897
Glyma.03G114100,R25_FC,-1.151627371
Glyma.03G114600,R25_FC,-0.967165234
Glyma.03G119200,R25_FC,1.015439369
Glyma.03G119500,R25_FC,-0.701919105
Glyma.03G120300,R25_FC,-0.824901683
Glyma.03G120700,R25_FC,2.326519369
Glyma.03G122000,R25_FC,0.597155094
Glyma.03G122500,R25_FC,2.309272744
Glyma.03G124300,R25_FC,-0.792856996
Glyma.03G125300,R25_FC,-0.887380889
Glyma.03G125600,R25_FC,4.686742434
Glyma.03G126000,R25_FC,2.008453971
Glyma.03G126200,R25_FC,0.869956197
Glyma.03G127300,R25_FC,-0.695497896
Glyma.03G127600,R25_FC,0.610584871
Glyma.03G128300,R25_FC,-0.504110424
Glyma.03G129300,R25_FC,1.852084023
Glyma.03G130300,R25_FC,-1.179057844
Glyma.03G130800,R25_FC,0.800025601
Glyma.03G131000,R25_FC,0.98098079
Glyma.03G131600,R25_FC,3.216798771
Glyma.03G132700,R25_FC,2.100925634
Glyma.03G133200,R25_FC,1.067708454
Glyma.03G134100,R25_FC,-1.160285598
Glyma.03G134200,R25_FC,1.145971731
Glyma.03G134800,R25_FC,2.131933265
Glyma.03G135800,R25_FC,5.904602555
Glyma.03G136000,R25_FC,0.690454155
Glyma.03G136500,R25_FC,-1.23656295
Glyma.03G137000,R25_FC,-1.204398138
Glyma.03G137100,R25_FC,0.451179055
Glyma.03G137700,R25_FC,-1.548660355
Glyma.03G138000,R25_FC,1.178252314
Glyma.03G138200,R25_FC,1.193364268
Glyma.03G140700,R25_FC,-0.668106176
Glyma.03G141600,R25_FC,-1.576075184
Glyma.03G142100,R25_FC,6.553424097
Glyma.03G142400,R25_FC,3.56027164
Glyma.03G142500,R25_FC,-0.674664901
Glyma.03G142800,R25_FC,-0.870674914
Glyma.03G143000,R25_FC,-1.947219015
Glyma.03G143100,R25_FC,-1.22930605
Glyma.03G143700,R25_FC,6.034753918
Glyma.03G146100,R25_FC,-0.905239595
Glyma.03G147700,R25_FC,4.205910057
Glyma.03G147900,R25_FC,5.523430348
