Target,Treatment,FC
Glyma.08G083800,R1_FC,3.188785107
Glyma.08G084300,R1_FC,-0.209334094
Glyma.08G084600,R1_FC,-0.831526319
Glyma.08G084800,R1_FC,-0.463259499
Glyma.08G085000,R1_FC,-1.014618894
Glyma.08G085500,R1_FC,-0.509026194
Glyma.08G086000,R1_FC,-0.298023771
Glyma.08G086600,R1_FC,-1.242049541
Glyma.08G087900,R1_FC,2.747303144
Glyma.08G088300,R1_FC,-1.077535114
Glyma.08G089600,R1_FC,0.466167427
Glyma.08G089800,R1_FC,-0.550077207
Glyma.08G090400,R1_FC,1.300097112
Glyma.08G090800,R1_FC,-0.2539716
Glyma.08G091400,R1_FC,5.122221545
Glyma.08G091500,R1_FC,5.940598044
Glyma.08G091900,R1_FC,1.092698465
Glyma.08G092800,R1_FC,3.989888138
Glyma.08G094100,R1_FC,0.525421932
Glyma.08G094200,R1_FC,-0.680388355
Glyma.08G094400,R1_FC,2.696655344
Glyma.08G095200,R1_FC,0.4179086
Glyma.08G096300,R1_FC,-0.45829929
Glyma.08G099200,R1_FC,0.31089243
Glyma.08G099900,R1_FC,0.600559064
Glyma.08G101500,R1_FC,1.532610903
Glyma.08G101800,R1_FC,-0.089097086
Glyma.08G104200,R1_FC,-0.932887677
Glyma.08G105000,R1_FC,0.380129363
Glyma.08G105200,R1_FC,-0.71131792
Glyma.08G106000,R1_FC,1.114871837
Glyma.08G106900,R1_FC,1.973058276
Glyma.08G107500,R1_FC,2.038786726
Glyma.08G109000,R1_FC,1.271676103
Glyma.08G109200,R1_FC,0.209020182
Glyma.08G109400,R1_FC,2.468407309
Glyma.08G109500,R1_FC,3.623522026
Glyma.08G109900,R1_FC,-0.501921544
Glyma.08G110420,R1_FC,4.163068428
Glyma.08G110500,R1_FC,3.1631101
Glyma.08G112300,R1_FC,-0.695143259
Glyma.08G113200,R1_FC,-0.37418179
Glyma.08G113400,R1_FC,-1.140448333
Glyma.08G113600,R1_FC,1.074834918
Glyma.08G114100,R1_FC,4.667363398
Glyma.08G114700,R1_FC,2.345869656
Glyma.08G115300,R1_FC,1.008161261
Glyma.08G118400,R1_FC,-0.660464758
Glyma.08G118600,R1_FC,1.100924402
Glyma.08G118700,R1_FC,3.268526347
Glyma.08G118900,R1_FC,5.048950515
Glyma.08G119200,R1_FC,3.76930695
Glyma.08G119700,R1_FC,0.834463346
Glyma.08G119900,R1_FC,1.024944444
Glyma.08G124100,R1_FC,-0.851700649
Glyma.08G124300,R1_FC,0.145090315
Glyma.08G124600,R1_FC,0.201426065
Glyma.08G124800,R1_FC,-0.609929933
Glyma.08G124900,R1_FC,-0.973639306
Glyma.08G125400,R1_FC,-0.296988385
Glyma.08G126100,R1_FC,-0.54401036
Glyma.08G126600,R1_FC,0.589945714
Glyma.08G126800,R1_FC,-0.798959335
Glyma.08G130800,R1_FC,2.032279812
Glyma.08G131400,R1_FC,-0.952289763
Glyma.08G132300,R1_FC,-0.355481373
Glyma.08G132800,R1_FC,0.651562305
Glyma.08G133100,R1_FC,3.660194716
Glyma.08G133200,R1_FC,0.186053387
Glyma.08G133600,R1_FC,-0.913196434
Glyma.08G133900,R1_FC,0.360127667
Glyma.08G135000,R1_FC,-0.506407406
Glyma.08G135100,R1_FC,0.507940326
Glyma.08G135200,R1_FC,1.275754757
Glyma.08G136200,R1_FC,-0.346418908
Glyma.08G137500,R1_FC,-0.520984153
Glyma.08G138100,R1_FC,-1.353726495
Glyma.08G138200,R1_FC,-1.833476885
Glyma.08G138901,R1_FC,2.486070029
Glyma.08G139100,R1_FC,-1.099739624
Glyma.08G139300,R1_FC,-0.30110092
Glyma.08G139800,R1_FC,0.821855929
Glyma.08G139900,R1_FC,-0.585088565
Glyma.08G140600,R1_FC,6.680233711
Glyma.08G141100,R1_FC,0.478784874
Glyma.08G142400,R1_FC,1.813300928
Glyma.08G143000,R1_FC,0.575303345
Glyma.08G146500,R1_FC,-0.065173345
Glyma.08G147600,R1_FC,1.667885896
Glyma.08G147700,R1_FC,2.286272553
Glyma.08G149800,R1_FC,1.471401239
Glyma.08G150800,R1_FC,1.819508305
Glyma.08G152400,R1_FC,0.471239069
Glyma.08G152500,R1_FC,1.637854893
Glyma.08G153600,R1_FC,0.616768434
Glyma.08G155500,R1_FC,-1.368231666
Glyma.08G157600,R1_FC,-0.60607749
Glyma.08G157700,R1_FC,0.451404146
Glyma.08G162100,R1_FC,-0.630137373
Glyma.08G164100,R1_FC,0.309529806
Glyma.08G165500,R1_FC,-0.659023598
Glyma.08G165900,R1_FC,0.653117752
Glyma.08G166100,R1_FC,-2.194706027
Glyma.08G166500,R1_FC,-0.881416408
Glyma.08G168700,R1_FC,0.414307226
Glyma.08G169451,R1_FC,4.337348291
Glyma.08G170400,R1_FC,-0.841287851
Glyma.08G170700,R1_FC,5.873597354
Glyma.08G170800,R1_FC,2.964790416
Glyma.08G171300,R1_FC,3.227309547
Glyma.08G171400,R1_FC,1.967067943
Glyma.08G173300,R1_FC,0.84072072
Glyma.08G173700,R1_FC,-0.781830844
Glyma.08G173800,R1_FC,1.678785993
Glyma.08G173900,R1_FC,-0.606440786
Glyma.08G174200,R1_FC,-0.889246445
Glyma.08G174800,R1_FC,2.688241936
Glyma.08G174900,R1_FC,6.771151406
Glyma.08G175200,R1_FC,3.649923516
Glyma.08G175800,R1_FC,-1.695192191
Glyma.08G175900,R1_FC,-0.28502993
Glyma.08G177200,R1_FC,0.800094407
Glyma.08G177300,R1_FC,2.466558636
Glyma.08G177400,R1_FC,-0.749127742
Glyma.08G178100,R1_FC,2.500207914
Glyma.08G178800,R1_FC,1.586486561
Glyma.08G179100,R1_FC,0.694475371
Glyma.08G179700,R1_FC,4.23716816
Glyma.08G180000,R1_FC,-0.587847127
Glyma.08G180400,R1_FC,2.358659303
Glyma.08G180800,R1_FC,0.548445653
Glyma.08G181100,R1_FC,-0.865890205
Glyma.08G181200,R1_FC,-0.662936738
Glyma.08G182900,R1_FC,-0.215696248
Glyma.08G184300,R1_FC,0.578218377
Glyma.08G185000,R1_FC,-0.896439455
Glyma.08G186500,R1_FC,0.906914896
Glyma.08G187400,R1_FC,2.193014766
Glyma.08G191300,R1_FC,3.573914276
Glyma.08G194200,R1_FC,-1.020804532
Glyma.08G195300,R1_FC,-0.344893717
Glyma.08G198900,R1_FC,2.228803931
Glyma.08G199100,R1_FC,2.530946721
Glyma.08G199700,R1_FC,-1.051110693
Glyma.08G200200,R1_FC,1.568211317
Glyma.08G201200,R1_FC,-1.381272184
Glyma.08G201300,R1_FC,1.463932602
Glyma.08G201400,R1_FC,-0.76380151
Glyma.08G202100,R1_FC,-0.922469928
Glyma.08G203000,R1_FC,-0.793685394
Glyma.08G204500,R1_FC,-0.975406177
Glyma.08G204600,R1_FC,-0.60745353
Glyma.08G204800,R1_FC,-0.906788481
Glyma.08G205700,R1_FC,-0.662164882
Glyma.08G208700,R1_FC,-0.340880524
Glyma.08G209100,R1_FC,0.412196188
Glyma.08G210000,R1_FC,0.128368131
Glyma.08G211000,R1_FC,3.756742462
Glyma.08G212600,R1_FC,0.643375014
Glyma.08G213000,R1_FC,-1.018100953
Glyma.08G213300,R1_FC,0.347911294
Glyma.08G213900,R1_FC,-1.293242167
Glyma.08G214000,R1_FC,-0.489248059
Glyma.08G214300,R1_FC,-0.472341822
Glyma.08G214800,R1_FC,-1.058368857
Glyma.08G216300,R1_FC,0.157698834
Glyma.08G217400,R1_FC,-1.059469036
Glyma.08G217700,R1_FC,0.344218443
Glyma.08G218200,R1_FC,2.892652094
Glyma.08G218600,R1_FC,2.557558393
Glyma.08G219100,R1_FC,-0.526246979
Glyma.08G219200,R1_FC,-0.890535398
Glyma.08G220200,R1_FC,0.875326521
Glyma.08G220300,R1_FC,-1.122660519
Glyma.08G220900,R1_FC,-0.815224896
Glyma.08G221900,R1_FC,-0.127922934
Glyma.08G222700,R1_FC,1.114871262
Glyma.08G222800,R1_FC,-0.804418682
Glyma.08G223100,R1_FC,-0.304103715
Glyma.08G223300,R1_FC,-0.3623221
Glyma.08G226600,R1_FC,-1.042918435
Glyma.08G227200,R1_FC,1.817891073
Glyma.08G227600,R1_FC,-1.276121093
Glyma.08G228800,R1_FC,2.806296826
Glyma.08G229400,R1_FC,1.019242889
Glyma.08G232400,R1_FC,1.392320712
Glyma.08G232600,R1_FC,0.727360774
Glyma.08G234200,R1_FC,1.017350175
Glyma.08G235000,R1_FC,-1.158504647
Glyma.08G235400,R1_FC,3.990337285
Glyma.08G235600,R1_FC,0.475219259
Glyma.08G235800,R1_FC,5.072922981
Glyma.08G235900,R1_FC,3.192134027
Glyma.08G236000,R1_FC,-1.013175461
Glyma.08G237400,R1_FC,-0.585236915
Glyma.08G238400,R1_FC,-0.937574827
Glyma.08G238600,R1_FC,-0.946569011
Glyma.08G239000,R1_FC,-1.339655156
Glyma.08G240100,R1_FC,-0.856429952
Glyma.08G240500,R1_FC,-1.008889398
Glyma.08G241600,R1_FC,-0.655959843
Glyma.08G242100,R1_FC,-0.815225911
Glyma.08G242700,R1_FC,-0.264451586
Glyma.08G242800,R1_FC,-0.317251006
Glyma.08G243100,R1_FC,-0.571902857
Glyma.08G244700,R1_FC,1.705939962
Glyma.08G244800,R1_FC,7.023365606
Glyma.08G246300,R1_FC,0.347941914
Glyma.08G246700,R1_FC,3.054522106
Glyma.08G247700,R1_FC,1.415320412
Glyma.08G249500,R1_FC,1.338962586
Glyma.08G249900,R1_FC,0.365267754
Glyma.08G250300,R1_FC,3.666197103
Glyma.08G251200,R1_FC,0.483400851
Glyma.08G252000,R1_FC,0.638079727
Glyma.08G253000,R1_FC,-0.418095791
Glyma.08G253800,R1_FC,1.196347383
Glyma.08G254500,R1_FC,0.788722112
Glyma.08G254600,R1_FC,-0.467409951
Glyma.08G255000,R1_FC,0.294226402
Glyma.08G255800,R1_FC,1.424758404
Glyma.08G257300,R1_FC,4.302633346
Glyma.08G258700,R1_FC,0.436477387
Glyma.08G259300,R1_FC,-0.867582611
Glyma.08G259500,R1_FC,0.191674046
Glyma.08G260400,R1_FC,0.223352908
Glyma.08G264800,R1_FC,1.623367113
Glyma.08G264900,R1_FC,-0.910503489
Glyma.08G267700,R1_FC,-0.634306302
Glyma.08G270600,R1_FC,3.590329619
Glyma.08G272000,R1_FC,0.485907725
Glyma.08G272600,R1_FC,-0.669455211
Glyma.08G273500,R1_FC,-0.543891327
Glyma.08G274400,R1_FC,-1.343831919
Glyma.08G277000,R1_FC,4.126300881
Glyma.08G277100,R1_FC,0.668994841
Glyma.08G279700,R1_FC,-0.771723041
Glyma.08G281600,R1_FC,0.515950187
Glyma.08G282100,R1_FC,-1.351151658
Glyma.08G282900,R1_FC,1.407044639
Glyma.08G284100,R1_FC,0.624002481
Glyma.08G284300,R1_FC,-0.411420469
Glyma.08G286800,R1_FC,-1.805069377
Glyma.08G288600,R1_FC,0.301876455
Glyma.08G288700,R1_FC,0.554087319
Glyma.08G289200,R1_FC,2.293678369
Glyma.08G289900,R1_FC,0.415980197
Glyma.08G290100,R1_FC,0.903193077
Glyma.08G291000,R1_FC,-0.646863547
Glyma.08G291600,R1_FC,-0.261858715
Glyma.08G292000,R1_FC,0.854502471
Glyma.08G292300,R1_FC,1.481151693
Glyma.08G292800,R1_FC,0.412884702
Glyma.08G293300,R1_FC,-0.878730378
Glyma.08G293800,R1_FC,-2.061364302
Glyma.08G294100,R1_FC,0.608188294
Glyma.08G294800,R1_FC,0.369682993
Glyma.08G295500,R1_FC,-0.527392474
Glyma.08G296400,R1_FC,0.126734902
Glyma.08G297900,R1_FC,0.616288298
Glyma.08G298500,R1_FC,0.308568344
Glyma.08G298700,R1_FC,-2.142676407
Glyma.08G298900,R1_FC,0.847298432
Glyma.08G299000,R1_FC,0.252123185
Glyma.08G299900,R1_FC,0.253874861
Glyma.08G302500,R1_FC,-0.718587939
Glyma.08G302600,R1_FC,-1.675791234
Glyma.08G303000,R1_FC,1.161213289
Glyma.08G303200,R1_FC,-1.08315006
Glyma.08G303700,R1_FC,1.073478439
Glyma.08G303900,R1_FC,-0.779331702
Glyma.08G304000,R1_FC,-0.941472137
Glyma.08G304200,R1_FC,-1.037726399
Glyma.08G305000,R1_FC,2.3770347
Glyma.08G306200,R1_FC,-0.995319011
Glyma.08G306500,R1_FC,3.030305338
Glyma.08G306800,R1_FC,1.425363201
Glyma.08G307400,R1_FC,5.750813419
Glyma.08G307600,R1_FC,2.168405922
Glyma.08G307800,R1_FC,0.84029348
Glyma.08G311600,R1_FC,-0.524333495
Glyma.08G312400,R1_FC,0.160400667
Glyma.08G312800,R1_FC,-0.862980661
Glyma.08G313100,R1_FC,0.786141747
Glyma.08G314800,R1_FC,-0.778651369
Glyma.08G314900,R1_FC,-0.456420945
Glyma.08G316000,R1_FC,5.250375726
Glyma.08G316500,R1_FC,0.600819058
Glyma.08G320400,R1_FC,-0.884134913
Glyma.08G324300,R1_FC,2.177730654
Glyma.08G324700,R1_FC,-1.035699565
Glyma.08G325300,R1_FC,1.126784155
Glyma.08G330100,R1_FC,2.0161344
Glyma.08G330600,R1_FC,0.149858587
Glyma.08G330700,R1_FC,2.872498955
Glyma.08G332000,R1_FC,0.819079511
Glyma.08G336400,R1_FC,0.241436081
Glyma.08G337100,R1_FC,-1.17018825
Glyma.08G338100,R1_FC,5.681116251
Glyma.08G338200,R1_FC,3.047374376
Glyma.08G338800,R1_FC,4.762068703
Glyma.08G339000,R1_FC,1.98801767
Glyma.08G339500,R1_FC,2.548264095
Glyma.08G340300,R1_FC,0.877751968
Glyma.08G341100,R1_FC,-0.669267558
Glyma.08G341300,R1_FC,2.116952675
Glyma.08G342100,R1_FC,3.039970757
Glyma.08G344100,R1_FC,-0.414513734
Glyma.08G344800,R1_FC,-0.521033104
Glyma.08G345000,R1_FC,1.085520418
Glyma.08G345400,R1_FC,-0.911417548
Glyma.08G345800,R1_FC,-0.563773479
Glyma.08G347400,R1_FC,-0.490333461
Glyma.08G348101,R1_FC,-0.779772354
Glyma.08G348300,R1_FC,0.703673211
Glyma.08G349900,R1_FC,-0.441224143
Glyma.08G351932,R1_FC,0.745322737
Glyma.08G352100,R1_FC,1.632512716
Glyma.08G352200,R1_FC,2.14514685
Glyma.08G352300,R1_FC,3.830369994
Glyma.08G352500,R1_FC,2.209604389
Glyma.08G356800,R1_FC,-1.284107825
Glyma.08G357000,R1_FC,0.881190401
Glyma.08G360100,R1_FC,0.158560852
Glyma.08G360200,R1_FC,0.819177701
Glyma.08G361100,R1_FC,0.348954175
Glyma.08G361200,R1_FC,-0.735337477
Glyma.08G362100,R1_FC,0.557900551
Glyma.08G362466,R1_FC,3.079065953
Glyma.08G362532,R1_FC,2.876018363
Glyma.08G362900,R1_FC,0.565032028
Glyma.08G364700,R1_FC,5.016866129
Glyma.08G365100,R1_FC,1.482034436
Glyma.08G367400,R1_FC,0.730430207
Glyma.09G003100,R1_FC,2.442280658
Glyma.09G004300,R1_FC,-0.495658308
Glyma.09G004800,R1_FC,5.102693998
Glyma.09G005500,R1_FC,2.057096508
Glyma.09G005700,R1_FC,2.302023812
Glyma.09G008600,R1_FC,0.889293391
Glyma.09G010000,R1_FC,0.556521106
Glyma.09G011100,R1_FC,-1.149553874
Glyma.09G011200,R1_FC,0.947565932
Glyma.09G012000,R1_FC,-1.608432196
Glyma.09G013100,R1_FC,-1.776000173
Glyma.09G014700,R1_FC,0.372748564
Glyma.09G015100,R1_FC,-0.335021298
Glyma.09G016251,R1_FC,4.390602064
Glyma.09G016300,R1_FC,-1.337651708
Glyma.09G016400,R1_FC,1.718618663
Glyma.09G016700,R1_FC,-0.678559589
Glyma.09G017800,R1_FC,2.702535116
Glyma.09G018400,R1_FC,0.313246458
Glyma.09G018600,R1_FC,-1.923981413
Glyma.09G018900,R1_FC,1.044178593
Glyma.09G020800,R1_FC,0.208836999
Glyma.09G022000,R1_FC,-0.42782157
Glyma.09G022400,R1_FC,2.065087169
Glyma.09G022500,R1_FC,3.422736718
Glyma.09G024100,R1_FC,0.704438607
Glyma.09G025000,R1_FC,0.777230241
Glyma.09G026100,R1_FC,-0.226863709
Glyma.09G027000,R1_FC,1.283967367
Glyma.09G028000,R1_FC,0.66605886
Glyma.09G028800,R1_FC,-0.786319398
Glyma.09G030300,R1_FC,0.874003984
Glyma.09G031400,R1_FC,-0.382386194
Glyma.09G032100,R1_FC,1.091769623
Glyma.09G034500,R1_FC,-0.29152344
Glyma.09G036900,R1_FC,-2.082374079
Glyma.09G037600,R1_FC,-0.465430074
Glyma.09G038300,R1_FC,0.422406932
Glyma.09G040400,R1_FC,4.253726296
Glyma.09G040500,R1_FC,3.454384952
Glyma.09G040600,R1_FC,4.471863574
Glyma.09G041400,R1_FC,0.517339008
Glyma.09G041500,R1_FC,0.905713609
Glyma.09G041800,R1_FC,-1.101690937
Glyma.09G042400,R1_FC,1.998803505
Glyma.09G042500,R1_FC,0.764008464
Glyma.09G042800,R1_FC,0.727971736
Glyma.09G044200,R1_FC,-0.490444045
Glyma.09G046400,R1_FC,-1.087878972
Glyma.09G048900,R1_FC,4.562922794
Glyma.09G049200,R1_FC,6.200540373
Glyma.09G049300,R1_FC,3.488906619
Glyma.09G049500,R1_FC,0.550778
Glyma.09G049700,R1_FC,0.90578806
Glyma.09G050200,R1_FC,1.5598808
Glyma.09G051200,R1_FC,-0.606745823
Glyma.09G051900,R1_FC,3.265840208
Glyma.09G052900,R1_FC,3.211072475
Glyma.09G054200,R1_FC,0.833649949
Glyma.09G056300,R1_FC,1.70016553
Glyma.09G056600,R1_FC,-0.525942947
Glyma.09G056800,R1_FC,-0.77672733
Glyma.09G059000,R1_FC,-0.255374594
Glyma.09G059200,R1_FC,0.892529041
Glyma.09G061300,R1_FC,5.052191923
Glyma.09G061500,R1_FC,2.026406702
Glyma.09G062700,R1_FC,-0.380036345
Glyma.09G063000,R1_FC,-1.697105097
Glyma.09G063300,R1_FC,4.382514681
Glyma.09G064200,R1_FC,3.973317529
Glyma.09G065000,R1_FC,1.055429449
Glyma.09G066400,R1_FC,0.955479395
Glyma.09G066800,R1_FC,1.130835846
Glyma.09G067700,R1_FC,-0.92251248
Glyma.09G068100,R1_FC,0.712383323
Glyma.09G068800,R1_FC,0.901151995
Glyma.09G069900,R1_FC,3.478749869
Glyma.09G070300,R1_FC,-1.049708769
Glyma.09G071600,R1_FC,1.496502987
Glyma.09G072000,R1_FC,0.56488606
Glyma.09G073050,R1_FC,-2.374934205
Glyma.09G073900,R1_FC,-0.470145904
Glyma.09G075200,R1_FC,2.238469804
Glyma.09G075500,R1_FC,1.005922879
Glyma.09G079600,R1_FC,-0.928005064
Glyma.09G080000,R1_FC,1.584364318
Glyma.09G083700,R1_FC,-0.738427047
Glyma.09G087700,R1_FC,-0.751253911
Glyma.09G089000,R1_FC,-0.666998191
Glyma.09G089500,R1_FC,-0.652197718
Glyma.09G089700,R1_FC,1.662111251
Glyma.09G091100,R1_FC,-0.519361304
Glyma.09G091800,R1_FC,4.981142092
Glyma.09G092100,R1_FC,0.998697427
Glyma.09G093050,R1_FC,2.152732322
Glyma.09G094000,R1_FC,0.60420235
Glyma.09G094400,R1_FC,6.226085182
Glyma.09G094600,R1_FC,3.910218858
Glyma.09G096300,R1_FC,-2.011449562
Glyma.09G098000,R1_FC,-0.594448981
Glyma.09G098300,R1_FC,0.936341235
Glyma.09G099200,R1_FC,4.36834537
Glyma.09G102400,R1_FC,-0.79392105
Glyma.09G104000,R1_FC,0.573846865
Glyma.09G104200,R1_FC,-0.459448852
Glyma.09G109200,R1_FC,-0.411904138
Glyma.09G109700,R1_FC,-0.708918455
Glyma.09G110500,R1_FC,5.431782169
Glyma.09G114000,R1_FC,0.513972235
Glyma.09G114100,R1_FC,-0.97477678
Glyma.09G115800,R1_FC,1.615209411
Glyma.09G116300,R1_FC,2.053169829
Glyma.09G118500,R1_FC,3.338781217
Glyma.09G118800,R1_FC,3.743716433
Glyma.09G120200,R1_FC,0.483998034
Glyma.09G125800,R1_FC,-0.737729174
Glyma.09G126200,R1_FC,4.792245175
Glyma.09G128300,R1_FC,4.592094086
Glyma.09G128400,R1_FC,4.350000063
Glyma.09G130400,R1_FC,3.194556137
Glyma.09G134500,R1_FC,-0.671652895
Glyma.09G138100,R1_FC,1.725980613
Glyma.09G138400,R1_FC,-0.610848102
Glyma.09G139200,R1_FC,-0.669460676
Glyma.09G140400,R1_FC,-1.105645359
Glyma.09G140700,R1_FC,-1.610548286
Glyma.09G144200,R1_FC,0.182778455
Glyma.09G144800,R1_FC,0.506719201
Glyma.09G146500,R1_FC,-0.076397022
Glyma.09G146700,R1_FC,0.735372055
Glyma.09G146800,R1_FC,2.12425475
Glyma.09G148700,R1_FC,-0.944646933
Glyma.09G149200,R1_FC,-1.980198425
Glyma.09G149400,R1_FC,-0.547080266
Glyma.09G151400,R1_FC,2.482110702
Glyma.09G152100,R1_FC,-0.973093549
Glyma.09G153900,R1_FC,1.058347361
Glyma.09G154100,R1_FC,-0.278997121
Glyma.09G154600,R1_FC,-1.296658589
Glyma.09G154700,R1_FC,-0.510924185
Glyma.09G156800,R1_FC,-0.256512853
Glyma.09G156900,R1_FC,2.304754754
Glyma.09G157600,R1_FC,-0.875675849
Glyma.09G160100,R1_FC,2.391487479
Glyma.09G161100,R1_FC,3.917042971
Glyma.09G162400,R1_FC,1.33456883
Glyma.09G163700,R1_FC,3.68288142
Glyma.09G163900,R1_FC,2.994066168
Glyma.09G164900,R1_FC,0.345674536
Glyma.09G168900,R1_FC,-0.933528585
Glyma.09G172100,R1_FC,1.151669766
Glyma.09G172500,R1_FC,1.611144467
Glyma.09G173800,R1_FC,-0.562361773
Glyma.09G177200,R1_FC,-0.450998585
Glyma.09G177600,R1_FC,0.330774465
Glyma.09G178100,R1_FC,1.040287037
Glyma.09G180300,R1_FC,-0.650517034
Glyma.09G181960,R1_FC,0.534036474
Glyma.09G182200,R1_FC,4.12552503
Glyma.09G183100,R1_FC,0.697021138
Glyma.09G183400,R1_FC,5.441149335
Glyma.09G183800,R1_FC,0.607775209
Glyma.09G184600,R1_FC,-1.049969837
Glyma.09G185900,R1_FC,0.581678075
Glyma.09G186200,R1_FC,0.83709267
Glyma.09G186400,R1_FC,0.302478666
Glyma.09G187300,R1_FC,-3.433581547
Glyma.09G187800,R1_FC,-1.574226841
Glyma.09G188500,R1_FC,1.095244137
Glyma.09G189300,R1_FC,0.727876805
Glyma.09G190000,R1_FC,-1.412910661
Glyma.09G191300,R1_FC,0.179792918
Glyma.09G193000,R1_FC,-0.750855618
Glyma.09G194100,R1_FC,4.712626552
Glyma.09G194900,R1_FC,-0.447581986
Glyma.09G196000,R1_FC,0.467650775
Glyma.09G196400,R1_FC,2.306974861
Glyma.09G198200,R1_FC,-0.715089134
Glyma.09G198700,R1_FC,0.905090603
Glyma.09G199600,R1_FC,-0.313993519
Glyma.09G202000,R1_FC,-1.663309983
Glyma.09G202700,R1_FC,1.61417632
Glyma.09G203300,R1_FC,-0.307983541
Glyma.09G203400,R1_FC,-0.152822836
Glyma.09G204500,R1_FC,0.972668742
Glyma.09G204800,R1_FC,-0.572235776
Glyma.09G205400,R1_FC,1.616075536
Glyma.09G205500,R1_FC,-1.081188353
Glyma.09G205700,R1_FC,1.893522124
Glyma.09G206100,R1_FC,0.872913539
Glyma.09G207200,R1_FC,0.319469417
Glyma.09G207700,R1_FC,-0.77839457
Glyma.09G207900,R1_FC,-1.002311606
Glyma.09G209900,R1_FC,0.35829254
Glyma.09G210600,R1_FC,4.396636219
Glyma.09G210900,R1_FC,-1.211176509
Glyma.09G211700,R1_FC,2.666441322
Glyma.09G213100,R1_FC,1.082140282
Glyma.09G214500,R1_FC,-0.479575936
Glyma.09G215700,R1_FC,-0.293424226
Glyma.09G216000,R1_FC,0.572160086
Glyma.09G216200,R1_FC,3.239067716
Glyma.09G216400,R1_FC,2.898705202
Glyma.09G216900,R1_FC,-0.806342049
Glyma.09G217700,R1_FC,-0.967912441
Glyma.09G218300,R1_FC,1.650637442
Glyma.09G218600,R1_FC,0.932451353
Glyma.09G219100,R1_FC,-0.58052109
Glyma.09G221700,R1_FC,-2.491741324
Glyma.09G222500,R1_FC,0.586031683
Glyma.09G223600,R1_FC,-0.815582148
Glyma.09G225700,R1_FC,-0.2971561
Glyma.09G225900,R1_FC,-0.67032968
Glyma.09G226000,R1_FC,-0.796654454
Glyma.09G226900,R1_FC,0.164052545
Glyma.09G227100,R1_FC,-0.436556117
Glyma.09G227200,R1_FC,-0.697496253
Glyma.09G227600,R1_FC,0.450956668
Glyma.09G228200,R1_FC,0.832092078
Glyma.09G229200,R1_FC,0.432037078
Glyma.09G230700,R1_FC,-0.745866195
Glyma.09G232600,R1_FC,-0.542408746
Glyma.09G235200,R1_FC,-0.936599894
Glyma.09G235400,R1_FC,-0.354320233
Glyma.09G236500,R1_FC,0.6133767
Glyma.09G237200,R1_FC,3.590581047
Glyma.09G238200,R1_FC,-1.736703891
Glyma.09G238900,R1_FC,1.930001523
Glyma.09G239800,R1_FC,-1.042213478
Glyma.09G239900,R1_FC,5.660513722
Glyma.09G240100,R1_FC,3.651782093
Glyma.09G244900,R1_FC,-0.426006891
Glyma.09G245400,R1_FC,-1.191153825
Glyma.09G246100,R1_FC,-0.927531082
Glyma.09G246600,R1_FC,0.386616016
Glyma.09G246700,R1_FC,1.098388823
Glyma.09G246800,R1_FC,4.096918846
Glyma.09G247900,R1_FC,-1.150701962
Glyma.09G249200,R1_FC,-0.943467633
Glyma.09G249400,R1_FC,-0.666602819
Glyma.09G249500,R1_FC,-0.533695864
Glyma.09G250200,R1_FC,0.406464696
Glyma.09G250700,R1_FC,1.249147622
Glyma.09G250800,R1_FC,-0.456042755
Glyma.09G252800,R1_FC,-0.44353261
Glyma.09G252900,R1_FC,-0.690655893
Glyma.09G253200,R1_FC,4.347460095
Glyma.09G255500,R1_FC,-0.709614916
Glyma.09G257500,R1_FC,0.561889997
Glyma.09G258000,R1_FC,1.526827086
Glyma.09G259100,R1_FC,0.371214804
Glyma.09G260600,R1_FC,-0.522458786
Glyma.09G262400,R1_FC,-0.488705611
Glyma.09G265500,R1_FC,0.579775656
Glyma.09G266700,R1_FC,2.336972729
Glyma.09G267700,R1_FC,-0.377926101
Glyma.09G268800,R1_FC,0.82238453
Glyma.09G268900,R1_FC,1.220483837
Glyma.09G269500,R1_FC,4.890689279
Glyma.09G269600,R1_FC,3.800843957
Glyma.09G270500,R1_FC,0.238185701
Glyma.09G270900,R1_FC,3.127003549
Glyma.09G271300,R1_FC,-1.252518774
Glyma.09G272300,R1_FC,0.51499293
Glyma.09G273800,R1_FC,-0.588078044
Glyma.09G275100,R1_FC,1.105656048
Glyma.09G277100,R1_FC,-1.384512033
Glyma.09G277200,R1_FC,-0.217599503
Glyma.09G277800,R1_FC,3.480653879
Glyma.09G277900,R1_FC,3.017854528
Glyma.09G278600,R1_FC,0.709962303
Glyma.09G280200,R1_FC,2.013830929
Glyma.09G280900,R1_FC,-0.627512497
Glyma.09G281700,R1_FC,0.65282993
Glyma.09G281800,R1_FC,4.50608484
Glyma.09G281900,R1_FC,8.199276976
Glyma.09G285400,R1_FC,-0.509951554
Glyma.09G286200,R1_FC,-1.06901751
Glyma.10G000500,R1_FC,-0.738527647
Glyma.10G000900,R1_FC,-1.425437203
Glyma.10G002100,R1_FC,-0.497525648
Glyma.10G002200,R1_FC,2.310662473
Glyma.10G002300,R1_FC,0.146735648
Glyma.10G002600,R1_FC,-0.631055388
Glyma.10G005200,R1_FC,0.347430748
Glyma.10G005400,R1_FC,3.646775347
Glyma.10G005600,R1_FC,0.231591058
Glyma.10G006600,R1_FC,3.435072184
Glyma.10G006700,R1_FC,5.038698958
Glyma.10G007000,R1_FC,4.431727822
