geneId,Family,Family_Binding
Glyma.13G027300,RAV,Yes
Glyma.13G028100,RAV,Yes
Glyma.13G029200,RAV,Yes
Glyma.13G030700,RAV,No
Glyma.13G030900,RAV,No
Glyma.13G032000,RAV,No
Glyma.13G032100,RAV,No
Glyma.13G032600,RAV,No
Glyma.13G032700,RAV,No
Glyma.13G033900,RAV,Yes
Glyma.13G034600,RAV,No
Glyma.13G035700,RAV,Yes
Glyma.13G035800,RAV,No
Glyma.13G035900,RAV,Yes
Glyma.13G036100,RAV,No
Glyma.13G039900,RAV,Yes
Glyma.13G041200,RAV,No
Glyma.13G042300,RAV,No
Glyma.13G042500,RAV,No
Glyma.13G043900,RAV,No
Glyma.13G044800,RAV,Yes
Glyma.13G045100,RAV,Yes
Glyma.13G045700,RAV,No
Glyma.13G045800,RAV,Yes
Glyma.13G046200,RAV,Yes
Glyma.13G046300,RAV,No
Glyma.13G046700,RAV,Yes
Glyma.13G047300,RAV,No
Glyma.13G048100,RAV,Yes
Glyma.13G048200,RAV,No
Glyma.13G048500,RAV,No
Glyma.13G048800,RAV,No
Glyma.13G049000,RAV,Yes
Glyma.13G051000,RAV,No
Glyma.13G053900,RAV,Yes
Glyma.13G054400,RAV,Yes
Glyma.13G054800,RAV,Yes
Glyma.13G055200,RAV,Yes
Glyma.13G055400,RAV,No
Glyma.13G056100,RAV,No
Glyma.13G056200,RAV,Yes
Glyma.13G060900,RAV,Yes
Glyma.13G062200,RAV,No
Glyma.13G062700,RAV,No
Glyma.13G062900,RAV,Yes
Glyma.13G063400,RAV,No
Glyma.13G064200,RAV,No
Glyma.13G064300,RAV,No
Glyma.13G065300,RAV,No
Glyma.13G066100,RAV,No
Glyma.13G067500,RAV,No
Glyma.13G067900,RAV,No
Glyma.13G068400,RAV,No
Glyma.13G068800,RAV,No
Glyma.13G069000,RAV,Yes
Glyma.13G069100,RAV,No
Glyma.13G069200,RAV,No
Glyma.13G069800,RAV,No
Glyma.13G070100,RAV,No
Glyma.13G072700,RAV,No
Glyma.13G072800,RAV,No
Glyma.13G073900,RAV,No
Glyma.13G076800,RAV,Yes
Glyma.13G076900,RAV,Yes
Glyma.13G079300,RAV,Yes
Glyma.13G085800,RAV,No
Glyma.13G085900,RAV,No
Glyma.13G087300,RAV,Yes
Glyma.13G087400,RAV,No
Glyma.13G087500,RAV,Yes
Glyma.13G087900,RAV,No
Glyma.13G088000,RAV,No
Glyma.13G088100,RAV,No
Glyma.13G089200,RAV,Yes
Glyma.13G089600,RAV,No
Glyma.13G089700,RAV,Yes
Glyma.13G089800,RAV,No
Glyma.13G090300,RAV,No
Glyma.13G093100,RAV,No
Glyma.13G093332,RAV,No
Glyma.13G093500,RAV,Yes
Glyma.13G094200,RAV,Yes
Glyma.13G095200,RAV,No
Glyma.13G095700,RAV,No
Glyma.13G096500,RAV,No
Glyma.13G098100,RAV,Yes
Glyma.13G099800,RAV,No
Glyma.13G100100,RAV,Yes
Glyma.13G102700,RAV,Yes
Glyma.13G106900,RAV,No
Glyma.13G108100,RAV,No
Glyma.13G108500,RAV,No
Glyma.13G109800,RAV,No
Glyma.13G110700,RAV,No
Glyma.13G111600,RAV,No
Glyma.13G111900,RAV,Yes
Glyma.13G112000,RAV,No
Glyma.13G112100,RAV,Yes
Glyma.13G112700,RAV,Yes
Glyma.13G113400,RAV,Yes
Glyma.13G114800,RAV,No
Glyma.13G115000,RAV,No
Glyma.13G115300,RAV,No
Glyma.13G117500,RAV,Yes
Glyma.13G117600,RAV,Yes
Glyma.13G118300,RAV,No
Glyma.13G118900,RAV,Yes
Glyma.13G119000,RAV,No
Glyma.13G120000,RAV,No
Glyma.13G120100,RAV,No
Glyma.13G122300,RAV,Yes
Glyma.13G123000,RAV,Yes
Glyma.13G123100,RAV,No
Glyma.13G127200,RAV,Yes
Glyma.13G128100,RAV,No
Glyma.13G129000,RAV,Yes
Glyma.13G129100,RAV,No
Glyma.13G129300,RAV,No
Glyma.13G130700,RAV,No
Glyma.13G133100,RAV,No
Glyma.13G133500,RAV,No
Glyma.13G134500,RAV,No
Glyma.13G134700,RAV,No
Glyma.13G134900,RAV,No
Glyma.13G135500,RAV,No
Glyma.13G136700,RAV,No
Glyma.13G138300,RAV,No
Glyma.13G139100,RAV,Yes
Glyma.13G139400,RAV,No
Glyma.13G139500,RAV,Yes
Glyma.13G140700,RAV,No
Glyma.13G141700,RAV,No
Glyma.13G141900,RAV,No
Glyma.13G142400,RAV,No
Glyma.13G142500,RAV,No
Glyma.13G143500,RAV,No
Glyma.13G143600,RAV,No
Glyma.13G144202,RAV,Yes
Glyma.13G145000,RAV,No
Glyma.13G146200,RAV,No
Glyma.13G146600,RAV,No
Glyma.13G147800,RAV,No
Glyma.13G148600,RAV,No
Glyma.13G149100,RAV,No
Glyma.13G149700,RAV,No
Glyma.13G149800,RAV,No
Glyma.13G150000,RAV,No
Glyma.13G150300,RAV,No
Glyma.13G151300,RAV,No
Glyma.13G151800,RAV,No
Glyma.13G152542,RAV,Yes
Glyma.13G152814,RAV,No
Glyma.13G152950,RAV,No
Glyma.13G153300,RAV,Yes
Glyma.13G153400,RAV,Yes
Glyma.13G154300,RAV,No
Glyma.13G155200,RAV,Yes
Glyma.13G156500,RAV,Yes
Glyma.13G156600,RAV,No
Glyma.13G157400,RAV,Yes
Glyma.13G158200,RAV,No
Glyma.13G159000,RAV,No
Glyma.13G159400,RAV,No
Glyma.13G159600,RAV,No
Glyma.13G160400,RAV,Yes
Glyma.13G162900,RAV,Yes
Glyma.13G164000,RAV,No
Glyma.13G165300,RAV,No
Glyma.13G165400,RAV,No
Glyma.13G165700,RAV,No
Glyma.13G166300,RAV,No
Glyma.13G166400,RAV,No
Glyma.13G167800,RAV,Yes
Glyma.13G170200,RAV,Yes
Glyma.13G172000,RAV,Yes
Glyma.13G173300,RAV,No
Glyma.13G173401,RAV,No
Glyma.13G173500,RAV,No
Glyma.13G174900,RAV,No
Glyma.13G176300,RAV,No
Glyma.13G176500,RAV,No
Glyma.13G176600,RAV,No
Glyma.13G177900,RAV,No
Glyma.13G179900,RAV,No
Glyma.13G181200,RAV,No
Glyma.13G183900,RAV,Yes
Glyma.13G184500,RAV,No
Glyma.13G186200,RAV,No
Glyma.13G186600,RAV,No
Glyma.13G187000,RAV,Yes
Glyma.13G191400,RAV,No
Glyma.13G192400,RAV,No
Glyma.13G192600,RAV,No
Glyma.13G193800,RAV,No
Glyma.13G195200,RAV,No
Glyma.13G196200,RAV,No
Glyma.13G196500,RAV,No
Glyma.13G199500,RAV,Yes
Glyma.13G199800,RAV,Yes
Glyma.13G200000,RAV,No
Glyma.13G200300,RAV,No
Glyma.13G200800,RAV,Yes
Glyma.13G201200,RAV,No
Glyma.13G202200,RAV,No
Glyma.13G202300,RAV,No
Glyma.13G203000,RAV,No
Glyma.13G204800,RAV,No
Glyma.13G205300,RAV,Yes
Glyma.13G205400,RAV,No
Glyma.13G205600,RAV,Yes
Glyma.13G206600,RAV,No
Glyma.13G208000,RAV,Yes
Glyma.13G209600,RAV,Yes
Glyma.13G210000,RAV,No
Glyma.13G210700,RAV,No
Glyma.13G210800,RAV,No
Glyma.13G211800,RAV,Yes
Glyma.13G212300,RAV,Yes
Glyma.13G212600,RAV,Yes
Glyma.13G213300,RAV,Yes
Glyma.13G213500,RAV,No
Glyma.13G214400,RAV,No
Glyma.13G215100,RAV,No
Glyma.13G217400,RAV,No
Glyma.13G217900,RAV,Yes
Glyma.13G220000,RAV,Yes
Glyma.13G220100,RAV,No
Glyma.13G220900,RAV,No
Glyma.13G221400,RAV,Yes
Glyma.13G221700,RAV,No
Glyma.13G223100,RAV,No
Glyma.13G223400,RAV,Yes
Glyma.13G224500,RAV,No
Glyma.13G225700,RAV,No
Glyma.13G227000,RAV,No
Glyma.13G227900,RAV,No
Glyma.13G228000,RAV,No
Glyma.13G229300,RAV,No
Glyma.13G230400,RAV,No
Glyma.13G231700,RAV,No
Glyma.13G231900,RAV,No
Glyma.13G232500,RAV,Yes
Glyma.13G233000,RAV,No
Glyma.13G233300,RAV,Yes
Glyma.13G233500,RAV,Yes
Glyma.13G233600,RAV,No
Glyma.13G233900,RAV,Yes
Glyma.13G234500,RAV,Yes
Glyma.13G235600,RAV,No
Glyma.13G236500,RAV,No
Glyma.13G236600,RAV,No
Glyma.13G238300,RAV,No
Glyma.13G240500,RAV,No
Glyma.13G240600,RAV,Yes
Glyma.13G240800,RAV,No
Glyma.13G241900,RAV,Yes
Glyma.13G245500,RAV,No
Glyma.13G246500,RAV,No
Glyma.13G246600,RAV,No
Glyma.13G246700,RAV,No
Glyma.13G246800,RAV,No
Glyma.13G248500,RAV,No
Glyma.13G250900,RAV,Yes
Glyma.13G253300,RAV,Yes
Glyma.13G253800,RAV,No
Glyma.13G255300,RAV,No
Glyma.13G256000,RAV,No
Glyma.13G257200,RAV,No
Glyma.13G257400,RAV,Yes
Glyma.13G258300,RAV,No
Glyma.13G258500,RAV,Yes
Glyma.13G259200,RAV,Yes
Glyma.13G261700,RAV,No
Glyma.13G262400,RAV,No
Glyma.13G263800,RAV,No
Glyma.13G265300,RAV,No
Glyma.13G265400,RAV,Yes
Glyma.13G265700,RAV,No
Glyma.13G266100,RAV,Yes
Glyma.13G266600,RAV,No
Glyma.13G269100,RAV,Yes
Glyma.13G269500,RAV,No
Glyma.13G270100,RAV,No
Glyma.13G270400,RAV,Yes
Glyma.13G270600,RAV,No
Glyma.13G271200,RAV,No
Glyma.13G271400,RAV,No
Glyma.13G272000,RAV,Yes
Glyma.13G274100,RAV,No
Glyma.13G275100,RAV,No
Glyma.13G275400,RAV,No
Glyma.13G276100,RAV,No
Glyma.13G277400,RAV,No
Glyma.13G277500,RAV,No
Glyma.13G277900,RAV,Yes
Glyma.13G278400,RAV,Yes
Glyma.13G279200,RAV,No
Glyma.13G279900,RAV,No
Glyma.13G280400,RAV,No
Glyma.13G281400,RAV,Yes
Glyma.13G281700,RAV,Yes
Glyma.13G281900,RAV,No
Glyma.13G282000,RAV,No
Glyma.13G282100,RAV,No
Glyma.13G282200,RAV,Yes
Glyma.13G283400,RAV,Yes
Glyma.13G283500,RAV,Yes
Glyma.13G283600,RAV,No
Glyma.13G284900,RAV,No
Glyma.13G285300,RAV,Yes
Glyma.13G285400,RAV,Yes
Glyma.13G286300,RAV,No
Glyma.13G286400,RAV,No
Glyma.13G287200,RAV,Yes
Glyma.13G289400,RAV,No
Glyma.13G289600,RAV,No
Glyma.13G293100,RAV,Yes
Glyma.13G293200,RAV,No
Glyma.13G294100,RAV,Yes
Glyma.13G294400,RAV,No
Glyma.13G296400,RAV,Yes
Glyma.13G298900,RAV,No
Glyma.13G299200,RAV,No
Glyma.13G301400,RAV,No
Glyma.13G301700,RAV,No
Glyma.13G301900,RAV,No
Glyma.13G302100,RAV,No
Glyma.13G302500,RAV,No
Glyma.13G302700,RAV,No
Glyma.13G302800,RAV,No
Glyma.13G302900,RAV,No
Glyma.13G303800,RAV,Yes
Glyma.13G305500,RAV,Yes
Glyma.13G305800,RAV,No
Glyma.13G306300,RAV,Yes
Glyma.13G307000,RAV,No
Glyma.13G307300,RAV,No
Glyma.13G308700,RAV,Yes
Glyma.13G308800,RAV,No
Glyma.13G310100,RAV,No
Glyma.13G310300,RAV,No
Glyma.13G311000,RAV,No
Glyma.13G312500,RAV,No
Glyma.13G312700,RAV,No
Glyma.13G312800,RAV,No
Glyma.13G313500,RAV,No
Glyma.13G314100,RAV,No
Glyma.13G314400,RAV,No
Glyma.13G315800,RAV,No
Glyma.13G316000,RAV,Yes
Glyma.13G316100,RAV,No
Glyma.13G316200,RAV,No
Glyma.13G319000,RAV,No
Glyma.13G319400,RAV,No
Glyma.13G319500,RAV,Yes
Glyma.13G320800,RAV,No
Glyma.13G321300,RAV,No
Glyma.13G323400,RAV,No
Glyma.13G323600,RAV,Yes
Glyma.13G324534,RAV,No
Glyma.13G325100,RAV,Yes
Glyma.13G325600,RAV,Yes
Glyma.13G326000,RAV,No
Glyma.13G326200,RAV,No
Glyma.13G326400,RAV,No
Glyma.13G327500,RAV,No
Glyma.13G327951,RAV,No
Glyma.13G329000,RAV,No
Glyma.13G330600,RAV,No
Glyma.13G330800,RAV,Yes
Glyma.13G335300,RAV,No
Glyma.13G335500,RAV,No
Glyma.13G337900,RAV,No
Glyma.13G338400,RAV,Yes
Glyma.13G340500,RAV,No
Glyma.13G340900,RAV,Yes
Glyma.13G343000,RAV,No
Glyma.13G343500,RAV,No
Glyma.13G344200,RAV,No
Glyma.13G345700,RAV,No
Glyma.13G346300,RAV,No
Glyma.13G346600,RAV,No
Glyma.13G346700,RAV,No
Glyma.13G349100,RAV,Yes
Glyma.13G349300,RAV,No
Glyma.13G350300,RAV,No
Glyma.13G351300,RAV,No
Glyma.13G351450,RAV,No
Glyma.13G351600,RAV,No
Glyma.13G352400,RAV,Yes
Glyma.13G352800,RAV,Yes
Glyma.13G354100,RAV,No
Glyma.13G354900,RAV,Yes
Glyma.13G355800,RAV,No
Glyma.13G356000,RAV,Yes
Glyma.13G357200,RAV,No
Glyma.13G357800,RAV,No
Glyma.13G358900,RAV,No
Glyma.13G359800,RAV,Yes
Glyma.13G361500,RAV,No
Glyma.13G361900,RAV,No
Glyma.13G364801,RAV,No
Glyma.13G365700,RAV,No
Glyma.13G367700,RAV,Yes
Glyma.13G369800,RAV,No
Glyma.13G370000,RAV,No
Glyma.13G370100,RAV,No
Glyma.13G370200,RAV,No
Glyma.13G371000,RAV,No
Glyma.13G371900,RAV,No
Glyma.13G372000,RAV,No
Glyma.13G372300,RAV,No
Glyma.13G372900,RAV,Yes
Glyma.14G000800,RAV,No
Glyma.14G001300,RAV,No
Glyma.14G001900,RAV,No
Glyma.14G002800,RAV,Yes
Glyma.14G002900,RAV,Yes
Glyma.14G003400,RAV,No
Glyma.14G003800,RAV,No
Glyma.14G004000,RAV,No
Glyma.14G005300,RAV,Yes
Glyma.14G005700,RAV,No
Glyma.14G007100,RAV,No
Glyma.14G007300,RAV,No
Glyma.14G008000,RAV,Yes
Glyma.14G009300,RAV,No
Glyma.14G009700,RAV,No
Glyma.14G012700,RAV,No
Glyma.14G014200,RAV,No
Glyma.14G014300,RAV,Yes
Glyma.14G014700,RAV,No
Glyma.14G015100,RAV,No
Glyma.14G015700,RAV,Yes
Glyma.14G016300,RAV,No
Glyma.14G016400,RAV,No
Glyma.14G017000,RAV,No
Glyma.14G017400,RAV,No
Glyma.14G020000,RAV,Yes
Glyma.14G021000,RAV,No
Glyma.14G021400,RAV,Yes
Glyma.14G022100,RAV,No
Glyma.14G022500,RAV,No
Glyma.14G024900,RAV,Yes
Glyma.14G028000,RAV,No
Glyma.14G029700,RAV,No
Glyma.14G030000,RAV,No
Glyma.14G030100,RAV,Yes
Glyma.14G030700,RAV,No
Glyma.14G030800,RAV,Yes
Glyma.14G031200,RAV,No
Glyma.14G031800,RAV,No
Glyma.14G036300,RAV,No
Glyma.14G036900,RAV,Yes
Glyma.14G038200,RAV,No
Glyma.14G038300,RAV,No
Glyma.14G041500,RAV,No
Glyma.14G041700,RAV,No
Glyma.14G042000,RAV,No
Glyma.14G042100,RAV,No
Glyma.14G044400,RAV,No
Glyma.14G045100,RAV,No
Glyma.14G046600,RAV,No
Glyma.14G047000,RAV,Yes
Glyma.14G048000,RAV,Yes
Glyma.14G048200,RAV,Yes
Glyma.14G048900,RAV,No
Glyma.14G049000,RAV,Yes
Glyma.14G049500,RAV,No
Glyma.14G049600,RAV,No
Glyma.14G050900,RAV,No
Glyma.14G051500,RAV,No
Glyma.14G052067,RAV,No
Glyma.14G052100,RAV,No
Glyma.14G052200,RAV,No
Glyma.14G052600,RAV,No
Glyma.14G053700,RAV,No
Glyma.14G056300,RAV,No
Glyma.14G056500,RAV,No
Glyma.14G056800,RAV,No
Glyma.14G058200,RAV,Yes
Glyma.14G058700,RAV,No
Glyma.14G059200,RAV,No
Glyma.14G060500,RAV,Yes
Glyma.14G061100,RAV,No
Glyma.14G062600,RAV,No
Glyma.14G062700,RAV,No
Glyma.14G063700,RAV,Yes
Glyma.14G063800,RAV,Yes
Glyma.14G064200,RAV,No
Glyma.14G065600,RAV,No
Glyma.14G066400,RAV,No
Glyma.14G067000,RAV,No
Glyma.14G068700,RAV,Yes
Glyma.14G069200,RAV,No
Glyma.14G071600,RAV,Yes
Glyma.14G072400,RAV,No
Glyma.14G073100,RAV,No
Glyma.14G073200,RAV,No
Glyma.14G073300,RAV,No
Glyma.14G074100,RAV,No
Glyma.14G076000,RAV,No
Glyma.14G076200,RAV,No
Glyma.14G076500,RAV,No
Glyma.14G077000,RAV,No
Glyma.14G077500,RAV,Yes
Glyma.14G078200,RAV,No
Glyma.14G078900,RAV,Yes
Glyma.14G079400,RAV,No
Glyma.14G079600,RAV,No
Glyma.14G080200,RAV,Yes
Glyma.14G082200,RAV,No
Glyma.14G083100,RAV,No
Glyma.14G084600,RAV,No
Glyma.14G085200,RAV,No
Glyma.14G085900,RAV,Yes
Glyma.14G086200,RAV,No
Glyma.14G086800,RAV,Yes
Glyma.14G088800,RAV,No
Glyma.14G089018,RAV,No
Glyma.14G089021,RAV,Yes
Glyma.14G089024,RAV,No
Glyma.14G089054,RAV,No
Glyma.14G089060,RAV,No
Glyma.14G089063,RAV,No
Glyma.14G089072,RAV,No
Glyma.14G089075,RAV,Yes
Glyma.14G091200,RAV,No
Glyma.14G091500,RAV,No
Glyma.14G092500,RAV,No
Glyma.14G094700,RAV,No
Glyma.14G095300,RAV,Yes
Glyma.14G095400,RAV,No
Glyma.14G096100,RAV,No
Glyma.14G096600,RAV,No
Glyma.14G096700,RAV,No
Glyma.14G098600,RAV,No
Glyma.14G101100,RAV,No
Glyma.14G101500,RAV,No
Glyma.14G101800,RAV,Yes
Glyma.14G102500,RAV,Yes
Glyma.14G104500,RAV,No
Glyma.14G105200,RAV,Yes
Glyma.14G105500,RAV,No
Glyma.14G113600,RAV,No
Glyma.14G114600,RAV,No
Glyma.14G115500,RAV,No
Glyma.14G116200,RAV,Yes
Glyma.14G118100,RAV,No
Glyma.14G118500,RAV,No
Glyma.14G119100,RAV,No
Glyma.14G120300,RAV,No
Glyma.14G121200,RAV,No
Glyma.14G121400,RAV,Yes
Glyma.14G122000,RAV,No
Glyma.14G124300,RAV,Yes
Glyma.14G127800,RAV,Yes
Glyma.14G130000,RAV,No
Glyma.14G130300,RAV,No
Glyma.14G132400,RAV,No
Glyma.14G134800,RAV,No
Glyma.14G135400,RAV,No
Glyma.14G138980,RAV,No
Glyma.14G140400,RAV,No
Glyma.14G141800,RAV,No
Glyma.14G142300,RAV,No
Glyma.14G144300,RAV,No
Glyma.14G145200,RAV,No
Glyma.14G148800,RAV,No
Glyma.14G150600,RAV,No
Glyma.14G151300,RAV,Yes
Glyma.14G151400,RAV,Yes
Glyma.14G152100,RAV,Yes
Glyma.14G152700,RAV,No
Glyma.14G153000,RAV,No
Glyma.14G155500,RAV,No
Glyma.14G156400,RAV,No
Glyma.14G157300,RAV,No
Glyma.14G159100,RAV,No
Glyma.14G159600,RAV,No
Glyma.14G160600,RAV,No
Glyma.14G162000,RAV,Yes
Glyma.14G162100,RAV,No
Glyma.14G164700,RAV,No
Glyma.14G169300,RAV,No
Glyma.14G170100,RAV,Yes
Glyma.14G170900,RAV,Yes
Glyma.14G171500,RAV,No
Glyma.14G171800,RAV,Yes
Glyma.14G174200,RAV,Yes
Glyma.14G174400,RAV,No
Glyma.14G174500,RAV,No
Glyma.14G175000,RAV,No
Glyma.14G175400,RAV,Yes
Glyma.14G176400,RAV,Yes
Glyma.14G176600,RAV,No
Glyma.14G177100,RAV,No
Glyma.14G177200,RAV,Yes
Glyma.14G178700,RAV,No
Glyma.14G178900,RAV,Yes
Glyma.14G179000,RAV,No
Glyma.14G179200,RAV,No
Glyma.14G179300,RAV,No
Glyma.14G180300,RAV,No
Glyma.14G181000,RAV,Yes
Glyma.14G181400,RAV,Yes
Glyma.14G185300,RAV,No
Glyma.14G185400,RAV,No
Glyma.14G186900,RAV,No
Glyma.14G187000,RAV,No
Glyma.14G187700,RAV,Yes
Glyma.14G187900,RAV,No
Glyma.14G190100,RAV,No
Glyma.14G190300,RAV,No
Glyma.14G190700,RAV,Yes
Glyma.14G191300,RAV,Yes
Glyma.14G192900,RAV,No
Glyma.14G193700,RAV,Yes
Glyma.14G194100,RAV,No
Glyma.14G195000,RAV,Yes
Glyma.14G196700,RAV,No
Glyma.14G197600,RAV,Yes
Glyma.14G198700,RAV,Yes
Glyma.14G199200,RAV,No
Glyma.14G199700,RAV,No
Glyma.14G199800,RAV,Yes
Glyma.14G199900,RAV,No
Glyma.14G200200,RAV,No
Glyma.14G200300,RAV,No
Glyma.14G200600,RAV,Yes
Glyma.14G201100,RAV,No
Glyma.14G201600,RAV,No
Glyma.14G201900,RAV,No
Glyma.14G203100,RAV,Yes
Glyma.14G203700,RAV,Yes
Glyma.14G205200,RAV,No
Glyma.14G205600,RAV,No
Glyma.14G206200,RAV,Yes
Glyma.14G206700,RAV,No
Glyma.14G207500,RAV,Yes
Glyma.14G207700,RAV,No
Glyma.14G208000,RAV,Yes
Glyma.14G208400,RAV,Yes
Glyma.14G210700,RAV,Yes
Glyma.14G211000,RAV,No
Glyma.14G211100,RAV,No
Glyma.14G212100,RAV,No
Glyma.14G212200,RAV,No
Glyma.14G212400,RAV,Yes
Glyma.14G212700,RAV,Yes
Glyma.14G214300,RAV,No
Glyma.14G214700,RAV,No
Glyma.14G215200,RAV,Yes
Glyma.14G215400,RAV,No
Glyma.14G215800,RAV,No
Glyma.14G216800,RAV,No
Glyma.14G217200,RAV,No
Glyma.14G217700,RAV,No
Glyma.14G217900,RAV,No
Glyma.14G218200,RAV,No
Glyma.14G218800,RAV,No
Glyma.14G219000,RAV,Yes
Glyma.14G219400,RAV,No
Glyma.14G222400,RAV,Yes
Glyma.14G222500,RAV,No
Glyma.14G222700,RAV,No
Glyma.14G223200,RAV,Yes
Glyma.14G223500,RAV,No
Glyma.15G001200,RAV,No
Glyma.15G003300,RAV,Yes
Glyma.15G005000,RAV,No
Glyma.15G006300,RAV,No
Glyma.15G009900,RAV,No
Glyma.15G010800,RAV,Yes
Glyma.15G011800,RAV,Yes
Glyma.15G011900,RAV,No
Glyma.15G012000,RAV,No
Glyma.15G012300,RAV,No
Glyma.15G012500,RAV,Yes
Glyma.15G012700,RAV,No
Glyma.15G013900,RAV,No
Glyma.15G015100,RAV,No
Glyma.15G015600,RAV,No
Glyma.15G015800,RAV,No
Glyma.15G016300,RAV,Yes
Glyma.15G016800,RAV,No
Glyma.15G017000,RAV,Yes
Glyma.15G017900,RAV,No
Glyma.15G018100,RAV,No
Glyma.15G018400,RAV,Yes
Glyma.15G019100,RAV,No
Glyma.15G019500,RAV,No
Glyma.15G023400,RAV,No
Glyma.15G024500,RAV,No
Glyma.15G024600,RAV,No
Glyma.15G024800,RAV,No
Glyma.15G025600,RAV,Yes
Glyma.15G026000,RAV,No
Glyma.15G026900,RAV,No
Glyma.15G028400,RAV,No
Glyma.15G028900,RAV,Yes
Glyma.15G033000,RAV,No
Glyma.15G033800,RAV,Yes
Glyma.15G034600,RAV,No
Glyma.15G034900,RAV,No
Glyma.15G036900,RAV,No
Glyma.15G037100,RAV,No
Glyma.15G037400,RAV,No
Glyma.15G038200,RAV,No
Glyma.15G038500,RAV,Yes
Glyma.15G040900,RAV,No
Glyma.15G041100,RAV,No
Glyma.15G043600,RAV,No
Glyma.15G045600,RAV,No
Glyma.15G046400,RAV,No
Glyma.15G047000,RAV,No
Glyma.15G047700,RAV,No
Glyma.15G048200,RAV,Yes
Glyma.15G049533,RAV,Yes
Glyma.15G049600,RAV,Yes
Glyma.15G051600,RAV,No
Glyma.15G052200,RAV,No
Glyma.15G052400,RAV,Yes
Glyma.15G052600,RAV,No
Glyma.15G052700,RAV,No
Glyma.15G053700,RAV,Yes
Glyma.15G054500,RAV,No
Glyma.15G054600,RAV,No
Glyma.15G055700,RAV,No
Glyma.15G056500,RAV,Yes
Glyma.15G056800,RAV,No
Glyma.15G057600,RAV,Yes
Glyma.15G057700,RAV,No
Glyma.15G058000,RAV,No
Glyma.15G058900,RAV,No
Glyma.15G059800,RAV,No
Glyma.15G061100,RAV,Yes
Glyma.15G061500,RAV,No
Glyma.15G062400,RAV,No
Glyma.15G062500,RAV,No
Glyma.15G063000,RAV,Yes
Glyma.15G063300,RAV,No
Glyma.15G064700,RAV,No
Glyma.15G065100,RAV,Yes
Glyma.15G065200,RAV,Yes
Glyma.15G067200,RAV,Yes
Glyma.15G068300,RAV,No
Glyma.15G069100,RAV,No
Glyma.15G070200,RAV,No
Glyma.15G071200,RAV,No
Glyma.15G072200,RAV,No
Glyma.15G072600,RAV,No
Glyma.15G073000,RAV,No
Glyma.15G073100,RAV,No
Glyma.15G074600,RAV,No
Glyma.15G075200,RAV,No
Glyma.15G077000,RAV,No
Glyma.15G077100,RAV,No
Glyma.15G078600,RAV,Yes
Glyma.15G079100,RAV,Yes
Glyma.15G079500,RAV,No
Glyma.15G080000,RAV,No
Glyma.15G080200,RAV,No
Glyma.15G081300,RAV,No
Glyma.15G082000,RAV,Yes
Glyma.15G082800,RAV,No
Glyma.15G084200,RAV,Yes
Glyma.15G085500,RAV,Yes
Glyma.15G086400,RAV,Yes
Glyma.15G088100,RAV,No
Glyma.15G088900,RAV,No
Glyma.15G089100,RAV,No
Glyma.15G089700,RAV,Yes
Glyma.15G091000,RAV,No
Glyma.15G091600,RAV,No
Glyma.15G092700,RAV,Yes
Glyma.15G093900,RAV,No
Glyma.15G095000,RAV,No
Glyma.15G099500,RAV,Yes
Glyma.15G102000,RAV,Yes
Glyma.15G103333,RAV,Yes
Glyma.15G104100,RAV,No
Glyma.15G104700,RAV,Yes
Glyma.15G105100,RAV,Yes
Glyma.15G105300,RAV,No
Glyma.15G105900,RAV,Yes
Glyma.15G106000,RAV,No
Glyma.15G106200,RAV,No
Glyma.15G107100,RAV,No
Glyma.15G107200,RAV,No
Glyma.15G107300,RAV,No
Glyma.15G107700,RAV,No
Glyma.15G107900,RAV,No
Glyma.15G108400,RAV,Yes
Glyma.15G109500,RAV,No
Glyma.15G110200,RAV,No
Glyma.15G110300,RAV,Yes
Glyma.15G111500,RAV,Yes
Glyma.15G111600,RAV,Yes
Glyma.15G113800,RAV,No
Glyma.15G115000,RAV,Yes
Glyma.15G115200,RAV,No
Glyma.15G115500,RAV,No
Glyma.15G115600,RAV,No
Glyma.15G116700,RAV,No
Glyma.15G118600,RAV,Yes
Glyma.15G118700,RAV,No
Glyma.15G118800,RAV,No
Glyma.15G119900,RAV,No
Glyma.15G120300,RAV,No
Glyma.15G121000,RAV,No
Glyma.15G121700,RAV,Yes
Glyma.15G122100,RAV,No
Glyma.15G122200,RAV,No
Glyma.15G123400,RAV,No
Glyma.15G123700,RAV,No
Glyma.15G124900,RAV,No
Glyma.15G128700,RAV,No
Glyma.15G128800,RAV,No
Glyma.15G129100,RAV,Yes
Glyma.15G129200,RAV,No
Glyma.15G130300,RAV,Yes
Glyma.15G131300,RAV,Yes
Glyma.15G131400,RAV,No
Glyma.15G132200,RAV,Yes
Glyma.15G132800,RAV,No
Glyma.15G133600,RAV,No
Glyma.15G133900,RAV,No
Glyma.15G134300,RAV,No
Glyma.15G134900,RAV,Yes
Glyma.15G135200,RAV,No
Glyma.15G136000,RAV,Yes
Glyma.15G136200,RAV,No
Glyma.15G139200,RAV,No
Glyma.15G140200,RAV,No
Glyma.15G142400,RAV,No
Glyma.15G143900,RAV,No
Glyma.15G145600,RAV,No
Glyma.15G145700,RAV,No
Glyma.15G145900,RAV,No
Glyma.15G146400,RAV,No
Glyma.15G146600,RAV,Yes
