geneId,Family,Family_Binding
Glyma.18G038500,bHLH,No
Glyma.18G038700,bHLH,No
Glyma.18G039800,bHLH,Yes
Glyma.18G040400,bHLH,Yes
Glyma.18G040500,bHLH,No
Glyma.18G040800,bHLH,No
Glyma.18G040900,bHLH,No
Glyma.18G041100,bHLH,No
Glyma.18G041600,bHLH,No
Glyma.18G043500,bHLH,No
Glyma.18G044900,bHLH,No
Glyma.18G045100,bHLH,No
Glyma.18G045900,bHLH,No
Glyma.18G047800,bHLH,No
Glyma.18G047900,bHLH,No
Glyma.18G048200,bHLH,No
Glyma.18G048500,bHLH,No
Glyma.18G049000,bHLH,No
Glyma.18G050400,bHLH,Yes
Glyma.18G050600,bHLH,No
Glyma.18G050700,bHLH,No
Glyma.18G050800,bHLH,No
Glyma.18G054100,bHLH,No
Glyma.18G056600,bHLH,No
Glyma.18G057900,bHLH,No
Glyma.18G059200,bHLH,Yes
Glyma.18G061100,bHLH,Yes
Glyma.18G061900,bHLH,No
Glyma.18G062100,bHLH,No
Glyma.18G064100,bHLH,No
Glyma.18G064900,bHLH,No
Glyma.18G065700,bHLH,No
Glyma.18G065900,bHLH,No
Glyma.18G066000,bHLH,No
Glyma.18G067600,bHLH,No
Glyma.18G067700,bHLH,No
Glyma.18G071500,bHLH,No
Glyma.18G071900,bHLH,No
Glyma.18G072300,bHLH,No
Glyma.18G072700,bHLH,No
Glyma.18G073400,bHLH,No
Glyma.18G076500,bHLH,No
Glyma.18G076600,bHLH,No
Glyma.18G078100,bHLH,No
Glyma.18G078800,bHLH,No
Glyma.18G080000,bHLH,No
Glyma.18G080400,bHLH,No
Glyma.18G080900,bHLH,No
Glyma.18G081100,bHLH,No
Glyma.18G090700,bHLH,No
Glyma.18G091900,bHLH,No
Glyma.18G092200,bHLH,No
Glyma.18G094400,bHLH,No
Glyma.18G094500,bHLH,No
Glyma.18G096500,bHLH,No
Glyma.18G096700,bHLH,Yes
Glyma.18G101400,bHLH,No
Glyma.18G102100,bHLH,Yes
Glyma.18G102400,bHLH,Yes
Glyma.18G102700,bHLH,Yes
Glyma.18G106800,bHLH,No
Glyma.18G107200,bHLH,No
Glyma.18G109600,bHLH,Yes
Glyma.18G110200,bHLH,No
Glyma.18G110700,bHLH,Yes
Glyma.18G111200,bHLH,No
Glyma.18G113100,bHLH,No
Glyma.18G113400,bHLH,No
Glyma.18G114900,bHLH,No
Glyma.18G115500,bHLH,No
Glyma.18G115700,bHLH,No
Glyma.18G116400,bHLH,No
Glyma.18G116500,bHLH,No
Glyma.18G116700,bHLH,No
Glyma.18G116800,bHLH,No
Glyma.18G116900,bHLH,No
Glyma.18G122000,bHLH,Yes
Glyma.18G123500,bHLH,No
Glyma.18G125600,bHLH,No
Glyma.18G126500,bHLH,No
Glyma.18G127900,bHLH,No
Glyma.18G130500,bHLH,Yes
Glyma.18G131200,bHLH,Yes
Glyma.18G132000,bHLH,No
Glyma.18G134200,bHLH,No
Glyma.18G134500,bHLH,No
Glyma.18G136200,bHLH,No
Glyma.18G138300,bHLH,No
Glyma.18G138400,bHLH,No
Glyma.18G141500,bHLH,No
Glyma.18G141900,bHLH,No
Glyma.18G142700,bHLH,No
Glyma.18G143300,bHLH,Yes
Glyma.18G144100,bHLH,No
Glyma.18G146900,bHLH,No
Glyma.18G147100,bHLH,No
Glyma.18G148500,bHLH,Yes
Glyma.18G148700,bHLH,No
Glyma.18G150000,bHLH,No
Glyma.18G151900,bHLH,No
Glyma.18G152600,bHLH,No
Glyma.18G153500,bHLH,No
Glyma.18G153800,bHLH,No
Glyma.18G154700,bHLH,No
Glyma.18G155200,bHLH,No
Glyma.18G156500,bHLH,Yes
Glyma.18G158400,bHLH,No
Glyma.18G158700,bHLH,No
Glyma.18G158800,bHLH,No
Glyma.18G159500,bHLH,Yes
Glyma.18G159700,bHLH,No
Glyma.18G169800,bHLH,No
Glyma.18G170700,bHLH,No
Glyma.18G171900,bHLH,No
Glyma.18G172100,bHLH,No
Glyma.18G172600,bHLH,No
Glyma.18G175300,bHLH,Yes
Glyma.18G175800,bHLH,No
Glyma.18G177000,bHLH,Yes
Glyma.18G179600,bHLH,No
Glyma.18G182000,bHLH,Yes
Glyma.18G183451,bHLH,Yes
Glyma.18G187600,bHLH,No
Glyma.18G187800,bHLH,Yes
Glyma.18G189700,bHLH,No
Glyma.18G190200,bHLH,No
Glyma.18G190300,bHLH,No
Glyma.18G191600,bHLH,Yes
Glyma.18G192800,bHLH,No
Glyma.18G193400,bHLH,No
Glyma.18G193600,bHLH,No
Glyma.18G195900,bHLH,No
Glyma.18G197600,bHLH,No
Glyma.18G199700,bHLH,Yes
Glyma.18G202500,bHLH,No
Glyma.18G204200,bHLH,Yes
Glyma.18G205500,bHLH,Yes
Glyma.18G205600,bHLH,No
Glyma.18G206000,bHLH,Yes
Glyma.18G207200,bHLH,No
Glyma.18G207400,bHLH,No
Glyma.18G208202,bHLH,No
Glyma.18G208800,bHLH,Yes
Glyma.18G210100,bHLH,No
Glyma.18G211000,bHLH,No
Glyma.18G211100,bHLH,No
Glyma.18G211800,bHLH,No
Glyma.18G212500,bHLH,Yes
Glyma.18G212700,bHLH,No
Glyma.18G213200,bHLH,Yes
Glyma.18G214000,bHLH,Yes
Glyma.18G217000,bHLH,No
Glyma.18G217100,bHLH,No
Glyma.18G218000,bHLH,No
Glyma.18G219900,bHLH,No
Glyma.18G220500,bHLH,No
Glyma.18G220600,bHLH,No
Glyma.18G222200,bHLH,Yes
Glyma.18G223900,bHLH,Yes
Glyma.18G225300,bHLH,Yes
Glyma.18G225500,bHLH,No
Glyma.18G225700,bHLH,No
Glyma.18G227000,bHLH,No
Glyma.18G228100,bHLH,No
Glyma.18G228600,bHLH,No
Glyma.18G229700,bHLH,Yes
Glyma.18G230100,bHLH,No
Glyma.18G230500,bHLH,Yes
Glyma.18G232000,bHLH,No
Glyma.18G234300,bHLH,No
Glyma.18G234600,bHLH,No
Glyma.18G236000,bHLH,No
Glyma.18G236300,bHLH,No
Glyma.18G236700,bHLH,Yes
Glyma.18G236800,bHLH,No
Glyma.18G237400,bHLH,No
Glyma.18G238700,bHLH,Yes
Glyma.18G238800,bHLH,No
Glyma.18G239000,bHLH,Yes
Glyma.18G239900,bHLH,No
Glyma.18G241700,bHLH,No
Glyma.18G241800,bHLH,No
Glyma.18G242300,bHLH,No
Glyma.18G243000,bHLH,No
Glyma.18G243200,bHLH,No
Glyma.18G244100,bHLH,No
Glyma.18G244900,bHLH,Yes
Glyma.18G245400,bHLH,Yes
Glyma.18G246400,bHLH,No
Glyma.18G247500,bHLH,No
Glyma.18G248900,bHLH,No
Glyma.18G249100,bHLH,No
Glyma.18G250100,bHLH,No
Glyma.18G250700,bHLH,No
Glyma.18G253900,bHLH,No
Glyma.18G254100,bHLH,No
Glyma.18G254200,bHLH,No
Glyma.18G255200,bHLH,No
Glyma.18G255300,bHLH,No
Glyma.18G255700,bHLH,No
Glyma.18G256400,bHLH,No
Glyma.18G256600,bHLH,No
Glyma.18G256900,bHLH,No
Glyma.18G257900,bHLH,No
Glyma.18G258500,bHLH,No
Glyma.18G258600,bHLH,No
Glyma.18G259300,bHLH,No
Glyma.18G259400,bHLH,No
Glyma.18G260200,bHLH,No
Glyma.18G260400,bHLH,No
Glyma.18G260700,bHLH,No
Glyma.18G263900,bHLH,No
Glyma.18G265100,bHLH,No
Glyma.18G265800,bHLH,No
Glyma.18G265900,bHLH,No
Glyma.18G267100,bHLH,No
Glyma.18G267900,bHLH,No
Glyma.18G268100,bHLH,Yes
Glyma.18G268200,bHLH,Yes
Glyma.18G268300,bHLH,No
Glyma.18G269200,bHLH,No
Glyma.18G270300,bHLH,No
Glyma.18G271300,bHLH,No
Glyma.18G271400,bHLH,No
Glyma.18G271700,bHLH,Yes
Glyma.18G271900,bHLH,No
Glyma.18G272000,bHLH,No
Glyma.18G273200,bHLH,No
Glyma.18G275600,bHLH,Yes
Glyma.18G276800,bHLH,No
Glyma.18G277300,bHLH,No
Glyma.18G281400,bHLH,No
Glyma.18G281700,bHLH,No
Glyma.18G282100,bHLH,No
Glyma.18G282200,bHLH,No
Glyma.18G282800,bHLH,No
Glyma.18G283100,bHLH,Yes
Glyma.18G283500,bHLH,No
Glyma.18G284000,bHLH,No
Glyma.18G285500,bHLH,No
Glyma.18G285800,bHLH,No
Glyma.18G286451,bHLH,No
Glyma.18G286500,bHLH,No
Glyma.18G286900,bHLH,No
Glyma.18G287100,bHLH,No
Glyma.18G287200,bHLH,No
Glyma.18G287400,bHLH,No
Glyma.18G287800,bHLH,No
Glyma.18G288400,bHLH,No
Glyma.18G289100,bHLH,No
Glyma.18G290300,bHLH,No
Glyma.18G292600,bHLH,No
Glyma.18G293600,bHLH,No
Glyma.18G294300,bHLH,No
Glyma.18G294400,bHLH,No
Glyma.18G294800,bHLH,No
Glyma.18G296300,bHLH,No
Glyma.18G297100,bHLH,No
Glyma.18G298200,bHLH,Yes
Glyma.18G298500,bHLH,No
Glyma.18G299100,bHLH,No
Glyma.18G299700,bHLH,No
Glyma.18G300500,bHLH,No
Glyma.18G301600,bHLH,No
Glyma.18G301900,bHLH,No
Glyma.19G000400,bHLH,No
Glyma.19G000900,bHLH,Yes
Glyma.19G001600,bHLH,No
Glyma.19G002400,bHLH,No
Glyma.19G003000,bHLH,No
Glyma.19G003700,bHLH,Yes
Glyma.19G003800,bHLH,No
Glyma.19G005000,bHLH,No
Glyma.19G005900,bHLH,No
Glyma.19G006100,bHLH,No
Glyma.19G006400,bHLH,No
Glyma.19G007700,bHLH,Yes
Glyma.19G007800,bHLH,No
Glyma.19G008600,bHLH,No
Glyma.19G009000,bHLH,No
Glyma.19G009400,bHLH,No
Glyma.19G009700,bHLH,No
Glyma.19G010100,bHLH,No
Glyma.19G011300,bHLH,No
Glyma.19G011400,bHLH,No
Glyma.19G011700,bHLH,No
Glyma.19G013200,bHLH,No
Glyma.19G013800,bHLH,Yes
Glyma.19G015500,bHLH,No
Glyma.19G016100,bHLH,No
Glyma.19G017200,bHLH,No
Glyma.19G018600,bHLH,No
Glyma.19G020500,bHLH,No
Glyma.19G021400,bHLH,No
Glyma.19G022500,bHLH,No
Glyma.19G022800,bHLH,No
Glyma.19G023000,bHLH,No
Glyma.19G023200,bHLH,No
Glyma.19G025200,bHLH,No
Glyma.19G025900,bHLH,No
Glyma.19G026600,bHLH,No
Glyma.19G027100,bHLH,No
Glyma.19G027400,bHLH,Yes
Glyma.19G028000,bHLH,Yes
Glyma.19G028100,bHLH,No
Glyma.19G028400,bHLH,Yes
Glyma.19G030500,bHLH,Yes
Glyma.19G032000,bHLH,No
Glyma.19G032600,bHLH,Yes
Glyma.19G032900,bHLH,No
Glyma.19G033900,bHLH,No
Glyma.19G035800,bHLH,Yes
Glyma.19G036100,bHLH,No
Glyma.19G037700,bHLH,No
Glyma.19G038400,bHLH,No
Glyma.19G039100,bHLH,Yes
Glyma.19G041200,bHLH,No
Glyma.19G041300,bHLH,No
Glyma.19G041800,bHLH,No
Glyma.19G045600,bHLH,No
Glyma.19G045800,bHLH,No
Glyma.19G046800,bHLH,No
Glyma.19G049200,bHLH,No
Glyma.19G049800,bHLH,No
Glyma.19G050000,bHLH,No
Glyma.19G051000,bHLH,No
Glyma.19G051100,bHLH,No
Glyma.19G053300,bHLH,No
Glyma.19G054700,bHLH,No
Glyma.19G055900,bHLH,Yes
Glyma.19G057200,bHLH,No
Glyma.19G057500,bHLH,No
Glyma.19G060200,bHLH,No
Glyma.19G064800,bHLH,No
Glyma.19G065000,bHLH,No
Glyma.19G067700,bHLH,No
Glyma.19G069400,bHLH,No
Glyma.19G071300,bHLH,No
Glyma.19G072800,bHLH,No
Glyma.19G076300,bHLH,Yes
Glyma.19G077800,bHLH,No
Glyma.19G079000,bHLH,No
Glyma.19G081200,bHLH,No
Glyma.19G081500,bHLH,Yes
Glyma.19G082300,bHLH,No
Glyma.19G087600,bHLH,No
Glyma.19G088000,bHLH,No
Glyma.19G089200,bHLH,Yes
Glyma.19G090000,bHLH,No
Glyma.19G093100,bHLH,No
Glyma.19G094100,bHLH,No
Glyma.19G096200,bHLH,No
Glyma.19G097300,bHLH,No
Glyma.19G098500,bHLH,No
Glyma.19G099400,bHLH,No
Glyma.19G102700,bHLH,Yes
Glyma.19G104201,bHLH,No
Glyma.19G105100,bHLH,No
Glyma.19G106800,bHLH,Yes
Glyma.19G107300,bHLH,No
Glyma.19G108300,bHLH,No
Glyma.19G108400,bHLH,No
Glyma.19G109000,bHLH,Yes
Glyma.19G110300,bHLH,No
Glyma.19G111300,bHLH,No
Glyma.19G113400,bHLH,Yes
Glyma.19G113600,bHLH,No
Glyma.19G114500,bHLH,No
Glyma.19G114700,bHLH,Yes
Glyma.19G115000,bHLH,No
Glyma.19G115300,bHLH,Yes
Glyma.19G115600,bHLH,Yes
Glyma.19G118000,bHLH,No
Glyma.19G118800,bHLH,No
Glyma.19G121200,bHLH,No
Glyma.19G121600,bHLH,Yes
Glyma.19G123800,bHLH,No
Glyma.19G124600,bHLH,No
Glyma.19G127400,bHLH,Yes
Glyma.19G127700,bHLH,Yes
Glyma.19G127800,bHLH,No
Glyma.19G128100,bHLH,No
Glyma.19G128800,bHLH,No
Glyma.19G130200,bHLH,No
Glyma.19G130800,bHLH,No
Glyma.19G131800,bHLH,No
Glyma.19G132800,bHLH,No
Glyma.19G133702,bHLH,No
Glyma.19G136300,bHLH,No
Glyma.19G137800,bHLH,No
Glyma.19G139300,bHLH,Yes
Glyma.19G139800,bHLH,No
Glyma.19G141700,bHLH,Yes
Glyma.19G144400,bHLH,No
Glyma.19G144700,bHLH,No
Glyma.19G145200,bHLH,Yes
Glyma.19G145400,bHLH,No
Glyma.19G146000,bHLH,No
Glyma.19G147900,bHLH,No
Glyma.19G150900,bHLH,Yes
Glyma.19G151100,bHLH,No
Glyma.19G151200,bHLH,No
Glyma.19G151300,bHLH,No
Glyma.19G153200,bHLH,No
Glyma.19G153700,bHLH,No
Glyma.19G154100,bHLH,No
Glyma.19G154700,bHLH,Yes
Glyma.19G154900,bHLH,Yes
Glyma.19G156700,bHLH,No
Glyma.19G159900,bHLH,No
Glyma.19G160100,bHLH,No
Glyma.19G161100,bHLH,No
Glyma.19G161400,bHLH,Yes
Glyma.19G161600,bHLH,No
Glyma.19G162100,bHLH,No
Glyma.19G164300,bHLH,No
Glyma.19G164600,bHLH,No
Glyma.19G165300,bHLH,No
Glyma.19G165400,bHLH,No
Glyma.19G166400,bHLH,No
Glyma.19G166800,bHLH,No
Glyma.19G167400,bHLH,No
Glyma.19G168300,bHLH,No
Glyma.19G169400,bHLH,No
Glyma.19G170100,bHLH,No
Glyma.19G173200,bHLH,No
Glyma.19G173600,bHLH,No
Glyma.19G174000,bHLH,No
Glyma.19G174200,bHLH,No
Glyma.19G175200,bHLH,No
Glyma.19G175400,bHLH,No
Glyma.19G175800,bHLH,No
Glyma.19G177200,bHLH,No
Glyma.19G177500,bHLH,No
Glyma.19G177600,bHLH,No
Glyma.19G177700,bHLH,No
Glyma.19G178100,bHLH,No
Glyma.19G178200,bHLH,No
Glyma.19G180800,bHLH,No
Glyma.19G181300,bHLH,Yes
Glyma.19G182300,bHLH,No
Glyma.19G183400,bHLH,Yes
Glyma.19G186300,bHLH,No
Glyma.19G186600,bHLH,No
Glyma.19G187100,bHLH,No
Glyma.19G187400,bHLH,No
Glyma.19G187600,bHLH,No
Glyma.19G188100,bHLH,No
Glyma.19G190000,bHLH,Yes
Glyma.19G190200,bHLH,No
Glyma.19G192000,bHLH,Yes
Glyma.19G192800,bHLH,No
Glyma.19G193100,bHLH,Yes
Glyma.19G193300,bHLH,No
Glyma.19G193500,bHLH,No
Glyma.19G194000,bHLH,No
Glyma.19G194900,bHLH,No
Glyma.19G194992,bHLH,No
Glyma.19G196551,bHLH,No
Glyma.19G196600,bHLH,No
Glyma.19G196700,bHLH,No
Glyma.19G196900,bHLH,No
Glyma.19G197100,bHLH,Yes
Glyma.19G197800,bHLH,No
Glyma.19G198600,bHLH,Yes
Glyma.19G198900,bHLH,Yes
Glyma.19G199400,bHLH,Yes
Glyma.19G201000,bHLH,No
Glyma.19G203000,bHLH,No
Glyma.19G203900,bHLH,No
Glyma.19G204600,bHLH,No
Glyma.19G207900,bHLH,No
Glyma.19G209600,bHLH,No
Glyma.19G210402,bHLH,No
Glyma.19G211000,bHLH,No
Glyma.19G212300,bHLH,No
Glyma.19G212500,bHLH,No
Glyma.19G212800,bHLH,No
Glyma.19G213100,bHLH,Yes
Glyma.19G213300,bHLH,No
Glyma.19G215500,bHLH,No
Glyma.19G216300,bHLH,Yes
Glyma.19G217800,bHLH,No
Glyma.19G219600,bHLH,No
Glyma.19G220000,bHLH,Yes
Glyma.19G220300,bHLH,Yes
Glyma.19G220900,bHLH,No
Glyma.19G221400,bHLH,No
Glyma.19G221800,bHLH,No
Glyma.19G222300,bHLH,No
Glyma.19G222500,bHLH,No
Glyma.19G224500,bHLH,No
Glyma.19G224802,bHLH,No
Glyma.19G226700,bHLH,No
Glyma.19G226800,bHLH,No
Glyma.19G227700,bHLH,No
Glyma.19G228300,bHLH,No
Glyma.19G228700,bHLH,No
Glyma.19G229100,bHLH,No
Glyma.19G230500,bHLH,No
Glyma.19G231300,bHLH,No
Glyma.19G231800,bHLH,No
Glyma.19G232000,bHLH,No
Glyma.19G232300,bHLH,Yes
Glyma.19G232400,bHLH,No
Glyma.19G232500,bHLH,No
Glyma.19G233300,bHLH,No
Glyma.19G233900,bHLH,No
Glyma.19G234600,bHLH,Yes
Glyma.19G234800,bHLH,No
Glyma.19G235200,bHLH,Yes
Glyma.19G236800,bHLH,No
Glyma.19G237700,bHLH,No
Glyma.19G239000,bHLH,No
Glyma.19G241200,bHLH,No
Glyma.19G242300,bHLH,No
Glyma.19G244100,bHLH,Yes
Glyma.19G244700,bHLH,No
Glyma.19G245400,bHLH,No
Glyma.19G247200,bHLH,No
Glyma.19G249900,bHLH,No
Glyma.19G250400,bHLH,No
Glyma.19G251000,bHLH,No
Glyma.19G252500,bHLH,No
Glyma.19G254700,bHLH,No
Glyma.19G254800,bHLH,No
Glyma.19G255300,bHLH,No
Glyma.19G255500,bHLH,No
Glyma.19G257600,bHLH,No
Glyma.19G257800,bHLH,No
Glyma.19G257900,bHLH,No
Glyma.19G258000,bHLH,No
Glyma.19G259000,bHLH,No
Glyma.19G260400,bHLH,No
Glyma.19G260600,bHLH,No
Glyma.19G263100,bHLH,No
Glyma.19G263300,bHLH,No
Glyma.20G003500,bHLH,No
Glyma.20G004900,bHLH,Yes
Glyma.20G005200,bHLH,Yes
Glyma.20G005800,bHLH,No
Glyma.20G007900,bHLH,No
Glyma.20G008600,bHLH,No
Glyma.20G012600,bHLH,No
Glyma.20G012900,bHLH,No
Glyma.20G013400,bHLH,No
Glyma.20G013600,bHLH,No
Glyma.20G015900,bHLH,No
Glyma.20G017900,bHLH,Yes
Glyma.20G018300,bHLH,No
Glyma.20G020200,bHLH,Yes
Glyma.20G022200,bHLH,No
Glyma.20G025700,bHLH,Yes
Glyma.20G025800,bHLH,No
Glyma.20G027200,bHLH,No
Glyma.20G030600,bHLH,No
Glyma.20G030700,bHLH,No
Glyma.20G032400,bHLH,No
Glyma.20G032500,bHLH,No
Glyma.20G032800,bHLH,No
Glyma.20G036400,bHLH,No
Glyma.20G037100,bHLH,No
Glyma.20G040600,bHLH,No
Glyma.20G041000,bHLH,No
Glyma.20G042900,bHLH,No
Glyma.20G044800,bHLH,No
Glyma.20G045500,bHLH,Yes
Glyma.20G046800,bHLH,No
Glyma.20G048800,bHLH,No
Glyma.20G048900,bHLH,No
Glyma.20G050500,bHLH,No
Glyma.20G051700,bHLH,No
Glyma.20G051900,bHLH,No
Glyma.20G052900,bHLH,No
Glyma.20G054500,bHLH,No
Glyma.20G055800,bHLH,No
Glyma.20G057500,bHLH,No
Glyma.20G058000,bHLH,Yes
Glyma.20G058100,bHLH,Yes
Glyma.20G058500,bHLH,No
Glyma.20G060300,bHLH,Yes
Glyma.20G061100,bHLH,No
Glyma.20G062000,bHLH,No
Glyma.20G062400,bHLH,No
Glyma.20G062700,bHLH,No
Glyma.20G063100,bHLH,No
Glyma.20G064500,bHLH,No
Glyma.20G066100,bHLH,Yes
Glyma.20G067300,bHLH,Yes
Glyma.20G067400,bHLH,No
Glyma.20G068000,bHLH,No
Glyma.20G068300,bHLH,Yes
Glyma.20G070100,bHLH,No
Glyma.20G075951,bHLH,No
Glyma.20G076300,bHLH,No
Glyma.20G076600,bHLH,No
Glyma.20G077300,bHLH,Yes
Glyma.20G079300,bHLH,No
Glyma.20G079400,bHLH,No
Glyma.20G080400,bHLH,No
Glyma.20G082450,bHLH,No
Glyma.20G085500,bHLH,No
Glyma.20G085900,bHLH,No
Glyma.20G087000,bHLH,No
Glyma.20G090400,bHLH,No
Glyma.20G091100,bHLH,No
Glyma.20G091200,bHLH,No
Glyma.20G091300,bHLH,No
Glyma.20G092200,bHLH,No
Glyma.20G097700,bHLH,No
Glyma.20G098500,bHLH,No
Glyma.20G099100,bHLH,No
Glyma.20G101100,bHLH,No
Glyma.20G101700,bHLH,No
Glyma.20G103100,bHLH,No
Glyma.20G104000,bHLH,No
Glyma.20G105500,bHLH,No
Glyma.20G105900,bHLH,No
Glyma.20G107600,bHLH,No
Glyma.20G107800,bHLH,No
Glyma.20G108600,bHLH,No
Glyma.20G110000,bHLH,No
Glyma.20G110400,bHLH,No
Glyma.20G110800,bHLH,No
Glyma.20G111600,bHLH,No
Glyma.20G112900,bHLH,No
Glyma.20G114200,bHLH,No
Glyma.20G115300,bHLH,Yes
Glyma.20G116400,bHLH,No
Glyma.20G118100,bHLH,No
Glyma.20G119300,bHLH,Yes
Glyma.20G120200,bHLH,No
Glyma.20G120300,bHLH,No
Glyma.20G121100,bHLH,No
Glyma.20G121300,bHLH,Yes
Glyma.20G122500,bHLH,No
Glyma.20G124000,bHLH,No
Glyma.20G124200,bHLH,No
Glyma.20G126800,bHLH,No
Glyma.20G129200,bHLH,No
Glyma.20G129600,bHLH,No
Glyma.20G129900,bHLH,No
Glyma.20G130000,bHLH,No
Glyma.20G131700,bHLH,No
Glyma.20G132400,bHLH,No
Glyma.20G133200,bHLH,No
Glyma.20G134000,bHLH,No
Glyma.20G135200,bHLH,No
Glyma.20G137700,bHLH,No
Glyma.20G137802,bHLH,No
Glyma.20G137900,bHLH,Yes
Glyma.20G138100,bHLH,No
Glyma.20G139300,bHLH,No
Glyma.20G139400,bHLH,No
Glyma.20G139500,bHLH,No
Glyma.20G139600,bHLH,No
Glyma.20G139700,bHLH,Yes
Glyma.20G139900,bHLH,No
Glyma.20G140000,bHLH,No
Glyma.20G140100,bHLH,No
Glyma.20G140500,bHLH,No
Glyma.20G142000,bHLH,No
Glyma.20G144700,bHLH,Yes
Glyma.20G145200,bHLH,No
Glyma.20G145300,bHLH,No
Glyma.20G149100,bHLH,No
Glyma.20G149500,bHLH,Yes
Glyma.20G150100,bHLH,No
Glyma.20G150200,bHLH,No
Glyma.20G150600,bHLH,No
Glyma.20G151800,bHLH,No
Glyma.20G153400,bHLH,Yes
Glyma.20G154900,bHLH,No
Glyma.20G157300,bHLH,No
Glyma.20G158300,bHLH,No
Glyma.20G161200,bHLH,No
Glyma.20G162800,bHLH,No
Glyma.20G163400,bHLH,No
Glyma.20G163900,bHLH,No
Glyma.20G164600,bHLH,No
Glyma.20G164900,bHLH,No
Glyma.20G165000,bHLH,No
Glyma.20G165400,bHLH,No
Glyma.20G166800,bHLH,No
Glyma.20G167500,bHLH,No
Glyma.20G169000,bHLH,No
Glyma.20G169200,bHLH,No
Glyma.20G170000,bHLH,No
Glyma.20G170500,bHLH,No
Glyma.20G171800,bHLH,No
Glyma.20G171900,bHLH,No
Glyma.20G173100,bHLH,Yes
Glyma.20G175300,bHLH,No
Glyma.20G176500,bHLH,No
Glyma.20G177000,bHLH,Yes
Glyma.20G177200,bHLH,No
Glyma.20G178300,bHLH,No
Glyma.20G179100,bHLH,No
Glyma.20G179400,bHLH,No
Glyma.20G179600,bHLH,No
Glyma.20G179700,bHLH,No
Glyma.20G180551,bHLH,No
Glyma.20G181500,bHLH,No
Glyma.20G183866,bHLH,No
Glyma.20G184900,bHLH,No
Glyma.20G185300,bHLH,Yes
Glyma.20G185900,bHLH,No
Glyma.20G186100,bHLH,No
Glyma.20G186200,bHLH,No
Glyma.20G186800,bHLH,No
Glyma.20G187200,bHLH,No
Glyma.20G188000,bHLH,No
Glyma.20G188800,bHLH,Yes
Glyma.20G189600,bHLH,Yes
Glyma.20G189900,bHLH,No
Glyma.20G190300,bHLH,Yes
Glyma.20G193400,bHLH,Yes
Glyma.20G193700,bHLH,Yes
Glyma.20G193900,bHLH,No
Glyma.20G195800,bHLH,No
Glyma.20G195900,bHLH,No
Glyma.20G196900,bHLH,No
Glyma.20G197100,bHLH,No
Glyma.20G199600,bHLH,No
Glyma.20G199900,bHLH,No
Glyma.20G200700,bHLH,No
Glyma.20G200800,bHLH,No
Glyma.20G202100,bHLH,No
Glyma.20G202200,bHLH,No
Glyma.20G202800,bHLH,No
Glyma.20G202900,bHLH,No
Glyma.20G203100,bHLH,No
Glyma.20G203700,bHLH,No
Glyma.20G204000,bHLH,No
Glyma.20G204400,bHLH,No
Glyma.20G205250,bHLH,No
Glyma.20G205400,bHLH,No
Glyma.20G205600,bHLH,No
Glyma.20G205700,bHLH,No
Glyma.20G205800,bHLH,No
Glyma.20G208500,bHLH,No
Glyma.20G209700,bHLH,No
Glyma.20G210100,bHLH,Yes
Glyma.20G210300,bHLH,No
Glyma.20G210700,bHLH,No
Glyma.20G211400,bHLH,Yes
Glyma.20G211700,bHLH,No
Glyma.20G212200,bHLH,No
Glyma.20G212400,bHLH,No
Glyma.20G212600,bHLH,Yes
Glyma.20G212900,bHLH,No
Glyma.20G213200,bHLH,No
Glyma.20G213700,bHLH,No
Glyma.20G214100,bHLH,Yes
Glyma.20G214700,bHLH,No
Glyma.20G217100,bHLH,No
Glyma.20G218200,bHLH,Yes
Glyma.20G218400,bHLH,Yes
Glyma.20G220100,bHLH,Yes
Glyma.20G220200,bHLH,No
Glyma.20G222900,bHLH,No
Glyma.20G224200,bHLH,No
Glyma.20G226300,bHLH,Yes
Glyma.20G227300,bHLH,No
Glyma.20G228000,bHLH,Yes
Glyma.20G228900,bHLH,No
Glyma.20G229700,bHLH,No
Glyma.20G230000,bHLH,No
Glyma.20G230400,bHLH,Yes
Glyma.20G230800,bHLH,No
Glyma.20G231200,bHLH,No
Glyma.20G231600,bHLH,No
Glyma.20G232900,bHLH,No
Glyma.20G233900,bHLH,Yes
Glyma.20G236200,bHLH,No
Glyma.20G237500,bHLH,No
Glyma.20G238100,bHLH,No
Glyma.20G238800,bHLH,No
Glyma.20G240300,bHLH,No
Glyma.20G240600,bHLH,No
Glyma.20G241200,bHLH,No
Glyma.20G241500,bHLH,No
Glyma.20G241600,bHLH,No
Glyma.20G243000,bHLH,No
Glyma.20G243400,bHLH,Yes
Glyma.20G243500,bHLH,No
Glyma.20G244100,bHLH,No
Glyma.20G244500,bHLH,No
Glyma.20G245100,bHLH,No
Glyma.20G245300,bHLH,No
Glyma.20G246800,bHLH,No
Glyma.20G248100,bHLH,Yes
Glyma.20G249800,bHLH,No
Glyma.20G250000,bHLH,No
Glyma.20G250200,bHLH,No
Glyma.U003033,bHLH,No
Glyma.U018351,bHLH,No
Glyma.U031105,bHLH,No
Glyma.U031115,bHLH,No
Glyma.U031117,bHLH,No
Glyma.U031118,bHLH,No
Glyma.U031126,bHLH,No
Glyma.U031322,bHLH,No
Glyma.U031413,bHLH,No
Glyma.U031505,bHLH,No
Glyma.U031515,bHLH,No
