geneId,Sample,Binding
Glyma.07G055300,WRKY_M1,no
Glyma.07G055800,WRKY_M1,no
Glyma.07G055900,WRKY_M1,no
Glyma.07G057400,WRKY_M1,no
Glyma.07G057600,WRKY_M1,no
Glyma.07G057700,WRKY_M1,no
Glyma.07G059600,WRKY_M1,no
Glyma.07G059800,WRKY_M1,no
Glyma.07G062100,WRKY_M1,no
Glyma.07G065800,WRKY_M1,no
Glyma.07G066800,WRKY_M1,no
Glyma.07G067400,WRKY_M1,no
Glyma.07G067900,WRKY_M1,no
Glyma.07G068700,WRKY_M1,no
Glyma.07G069600,WRKY_M1,no
Glyma.07G069900,WRKY_M1,no
Glyma.07G071000,WRKY_M1,no
Glyma.07G073500,WRKY_M1,no
Glyma.07G073900,WRKY_M1,no
Glyma.07G074100,WRKY_M1,no
Glyma.07G076000,WRKY_M1,no
Glyma.07G076200,WRKY_M1,no
Glyma.07G076600,WRKY_M1,no
Glyma.07G077600,WRKY_M1,no
Glyma.07G079600,WRKY_M1,no
Glyma.07G080700,WRKY_M1,no
Glyma.07G082600,WRKY_M1,no
Glyma.07G083000,WRKY_M1,no
Glyma.07G083700,WRKY_M1,no
Glyma.07G083900,WRKY_M1,no
Glyma.07G084000,WRKY_M1,no
Glyma.07G084100,WRKY_M1,no
Glyma.07G085300,WRKY_M1,no
Glyma.07G086400,WRKY_M1,no
Glyma.07G087200,WRKY_M1,no
Glyma.07G088200,WRKY_M1,no
Glyma.07G088600,WRKY_M1,no
Glyma.07G089000,WRKY_M1,no
Glyma.07G089200,WRKY_M1,no
Glyma.07G089500,WRKY_M1,no
Glyma.07G090000,WRKY_M1,yes
Glyma.07G090800,WRKY_M1,no
Glyma.07G091600,WRKY_M1,no
Glyma.07G091800,WRKY_M1,no
Glyma.07G092400,WRKY_M1,no
Glyma.07G093000,WRKY_M1,no
Glyma.07G093400,WRKY_M1,no
Glyma.07G094200,WRKY_M1,no
Glyma.07G095000,WRKY_M1,no
Glyma.07G095900,WRKY_M1,no
Glyma.07G096300,WRKY_M1,no
Glyma.07G097200,WRKY_M1,no
Glyma.07G097700,WRKY_M1,no
Glyma.07G098900,WRKY_M1,no
Glyma.07G098951,WRKY_M1,no
Glyma.07G099000,WRKY_M1,no
Glyma.07G099300,WRKY_M1,no
Glyma.07G099500,WRKY_M1,no
Glyma.07G100500,WRKY_M1,no
Glyma.07G101800,WRKY_M1,no
Glyma.07G102700,WRKY_M1,no
Glyma.07G105700,WRKY_M1,no
Glyma.07G106000,WRKY_M1,no
Glyma.07G108000,WRKY_M1,no
Glyma.07G109200,WRKY_M1,no
Glyma.07G110200,WRKY_M1,no
Glyma.07G110300,WRKY_M1,no
Glyma.07G110600,WRKY_M1,no
Glyma.07G112000,WRKY_M1,no
Glyma.07G115900,WRKY_M1,no
Glyma.07G116000,WRKY_M1,no
Glyma.07G119700,WRKY_M1,no
Glyma.07G119800,WRKY_M1,no
Glyma.07G120900,WRKY_M1,no
Glyma.07G124500,WRKY_M1,no
Glyma.07G126000,WRKY_M1,no
Glyma.07G127100,WRKY_M1,no
Glyma.07G128300,WRKY_M1,no
Glyma.07G129000,WRKY_M1,no
Glyma.07G130300,WRKY_M1,no
Glyma.07G133500,WRKY_M1,no
Glyma.07G133800,WRKY_M1,no
Glyma.07G135300,WRKY_M1,no
Glyma.07G136500,WRKY_M1,no
Glyma.07G136650,WRKY_M1,no
Glyma.07G136800,WRKY_M1,no
Glyma.07G137300,WRKY_M1,no
Glyma.07G138000,WRKY_M1,no
Glyma.07G139200,WRKY_M1,no
Glyma.07G139700,WRKY_M1,no
Glyma.07G139800,WRKY_M1,no
Glyma.07G139900,WRKY_M1,no
Glyma.07G140000,WRKY_M1,no
Glyma.07G140100,WRKY_M1,no
Glyma.07G140400,WRKY_M1,no
Glyma.07G140700,WRKY_M1,no
Glyma.07G141300,WRKY_M1,no
Glyma.07G142600,WRKY_M1,no
Glyma.07G143200,WRKY_M1,no
Glyma.07G145700,WRKY_M1,no
Glyma.07G146800,WRKY_M1,no
Glyma.07G149151,WRKY_M1,no
Glyma.07G150800,WRKY_M1,no
Glyma.07G151900,WRKY_M1,no
Glyma.07G152700,WRKY_M1,no
Glyma.07G153100,WRKY_M1,no
Glyma.07G153500,WRKY_M1,no
Glyma.07G153800,WRKY_M1,no
Glyma.07G155500,WRKY_M1,no
Glyma.07G156000,WRKY_M1,no
Glyma.07G157100,WRKY_M1,no
Glyma.07G163200,WRKY_M1,no
Glyma.07G163600,WRKY_M1,no
Glyma.07G165700,WRKY_M1,no
Glyma.07G166800,WRKY_M1,no
Glyma.07G167000,WRKY_M1,no
Glyma.07G168900,WRKY_M1,yes
Glyma.07G171600,WRKY_M1,no
Glyma.07G173000,WRKY_M1,no
Glyma.07G173700,WRKY_M1,no
Glyma.07G174000,WRKY_M1,no
Glyma.07G174100,WRKY_M1,no
Glyma.07G174800,WRKY_M1,no
Glyma.07G177600,WRKY_M1,no
Glyma.07G178100,WRKY_M1,no
Glyma.07G179900,WRKY_M1,no
Glyma.07G180900,WRKY_M1,no
Glyma.07G181500,WRKY_M1,no
Glyma.07G182200,WRKY_M1,no
Glyma.07G183200,WRKY_M1,no
Glyma.07G183600,WRKY_M1,no
Glyma.07G184300,WRKY_M1,no
Glyma.07G184700,WRKY_M1,no
Glyma.07G185400,WRKY_M1,no
Glyma.07G185500,WRKY_M1,no
Glyma.07G185800,WRKY_M1,no
Glyma.07G187500,WRKY_M1,no
Glyma.07G188800,WRKY_M1,no
Glyma.07G189200,WRKY_M1,no
Glyma.07G189500,WRKY_M1,no
Glyma.07G189700,WRKY_M1,no
Glyma.07G189900,WRKY_M1,no
Glyma.07G190100,WRKY_M1,no
Glyma.07G192500,WRKY_M1,no
Glyma.07G193300,WRKY_M1,no
Glyma.07G195300,WRKY_M1,no
Glyma.07G196000,WRKY_M1,no
Glyma.07G198200,WRKY_M1,no
Glyma.07G200200,WRKY_M1,no
Glyma.07G200300,WRKY_M1,no
Glyma.07G200500,WRKY_M1,no
Glyma.07G201000,WRKY_M1,no
Glyma.07G201100,WRKY_M1,no
Glyma.07G201300,WRKY_M1,no
Glyma.07G201600,WRKY_M1,no
Glyma.07G202300,WRKY_M1,no
Glyma.07G204000,WRKY_M1,no
Glyma.07G205200,WRKY_M1,no
Glyma.07G205800,WRKY_M1,no
Glyma.07G206100,WRKY_M1,no
Glyma.07G206400,WRKY_M1,no
Glyma.07G208000,WRKY_M1,no
Glyma.07G208300,WRKY_M1,no
Glyma.07G209100,WRKY_M1,no
Glyma.07G209200,WRKY_M1,no
Glyma.07G211300,WRKY_M1,no
Glyma.07G211900,WRKY_M1,no
Glyma.07G212300,WRKY_M1,no
Glyma.07G212800,WRKY_M1,no
Glyma.07G215000,WRKY_M1,no
Glyma.07G215500,WRKY_M1,no
Glyma.07G216400,WRKY_M1,no
Glyma.07G220300,WRKY_M1,no
Glyma.07G221900,WRKY_M1,no
Glyma.07G223000,WRKY_M1,no
Glyma.07G226567,WRKY_M1,no
Glyma.07G226633,WRKY_M1,no
Glyma.07G227700,WRKY_M1,no
Glyma.07G228200,WRKY_M1,no
Glyma.07G229100,WRKY_M1,no
Glyma.07G231800,WRKY_M1,no
Glyma.07G233500,WRKY_M1,no
Glyma.07G233600,WRKY_M1,no
Glyma.07G233900,WRKY_M1,no
Glyma.07G234300,WRKY_M1,no
Glyma.07G234800,WRKY_M1,no
Glyma.07G235500,WRKY_M1,no
Glyma.07G237500,WRKY_M1,no
Glyma.07G238300,WRKY_M1,no
Glyma.07G239700,WRKY_M1,no
Glyma.07G242000,WRKY_M1,no
Glyma.07G242100,WRKY_M1,no
Glyma.07G242400,WRKY_M1,no
Glyma.07G243400,WRKY_M1,no
Glyma.07G243500,WRKY_M1,no
Glyma.07G243600,WRKY_M1,no
Glyma.07G243651,WRKY_M1,no
Glyma.07G243900,WRKY_M1,no
Glyma.07G245000,WRKY_M1,no
Glyma.07G247200,WRKY_M1,no
Glyma.07G248000,WRKY_M1,no
Glyma.07G248600,WRKY_M1,no
Glyma.07G251300,WRKY_M1,no
Glyma.07G252000,WRKY_M1,no
Glyma.07G252900,WRKY_M1,no
Glyma.07G253100,WRKY_M1,no
Glyma.07G253700,WRKY_M1,no
Glyma.07G254700,WRKY_M1,no
Glyma.07G255700,WRKY_M1,no
Glyma.07G256100,WRKY_M1,no
Glyma.07G256200,WRKY_M1,no
Glyma.07G256300,WRKY_M1,no
Glyma.07G257500,WRKY_M1,no
Glyma.07G257900,WRKY_M1,no
Glyma.07G258200,WRKY_M1,no
Glyma.07G259300,WRKY_M1,no
Glyma.07G260300,WRKY_M1,no
Glyma.07G261500,WRKY_M1,no
Glyma.07G261800,WRKY_M1,no
Glyma.07G261900,WRKY_M1,no
Glyma.07G262100,WRKY_M1,no
Glyma.07G262500,WRKY_M1,no
Glyma.07G262700,WRKY_M1,yes
Glyma.07G263400,WRKY_M1,no
Glyma.07G264200,WRKY_M1,no
Glyma.07G266300,WRKY_M1,no
Glyma.07G267700,WRKY_M1,no
Glyma.07G268900,WRKY_M1,no
Glyma.07G269200,WRKY_M1,no
Glyma.07G269600,WRKY_M1,no
Glyma.07G269700,WRKY_M1,no
Glyma.07G269900,WRKY_M1,no
Glyma.07G270900,WRKY_M1,no
Glyma.07G272200,WRKY_M1,no
Glyma.07G272600,WRKY_M1,no
Glyma.07G273000,WRKY_M1,no
Glyma.07G273600,WRKY_M1,no
Glyma.07G273700,WRKY_M1,no
Glyma.08G000800,WRKY_M1,no
Glyma.08G001600,WRKY_M1,no
Glyma.08G002000,WRKY_M1,no
Glyma.08G002100,WRKY_M1,no
Glyma.08G002500,WRKY_M1,no
Glyma.08G002600,WRKY_M1,no
Glyma.08G003200,WRKY_M1,no
Glyma.08G003500,WRKY_M1,no
Glyma.08G004100,WRKY_M1,no
Glyma.08G004200,WRKY_M1,no
Glyma.08G004300,WRKY_M1,no
Glyma.08G004400,WRKY_M1,no
Glyma.08G004800,WRKY_M1,no
Glyma.08G005600,WRKY_M1,no
Glyma.08G007200,WRKY_M1,no
Glyma.08G009800,WRKY_M1,no
Glyma.08G010000,WRKY_M1,no
Glyma.08G010400,WRKY_M1,no
Glyma.08G011100,WRKY_M1,no
Glyma.08G013800,WRKY_M1,no
Glyma.08G014900,WRKY_M1,no
Glyma.08G015100,WRKY_M1,no
Glyma.08G015300,WRKY_M1,no
Glyma.08G015700,WRKY_M1,no
Glyma.08G016100,WRKY_M1,no
Glyma.08G018000,WRKY_M1,no
Glyma.08G018100,WRKY_M1,no
Glyma.08G018300,WRKY_M1,no
Glyma.08G020800,WRKY_M1,no
Glyma.08G021900,WRKY_M1,no
Glyma.08G022000,WRKY_M1,no
Glyma.08G024100,WRKY_M1,no
Glyma.08G025400,WRKY_M1,no
Glyma.08G025700,WRKY_M1,no
Glyma.08G026500,WRKY_M1,no
Glyma.08G026800,WRKY_M1,no
Glyma.08G027700,WRKY_M1,no
Glyma.08G028300,WRKY_M1,no
Glyma.08G033100,WRKY_M1,no
Glyma.08G034500,WRKY_M1,no
Glyma.08G034700,WRKY_M1,no
Glyma.08G035300,WRKY_M1,no
Glyma.08G036400,WRKY_M1,no
Glyma.08G037400,WRKY_M1,no
Glyma.08G040800,WRKY_M1,no
Glyma.08G041100,WRKY_M1,no
Glyma.08G041800,WRKY_M1,no
Glyma.08G042100,WRKY_M1,no
Glyma.08G043000,WRKY_M1,no
Glyma.08G043300,WRKY_M1,no
Glyma.08G043800,WRKY_M1,no
Glyma.08G044100,WRKY_M1,no
Glyma.08G044300,WRKY_M1,no
Glyma.08G044400,WRKY_M1,no
Glyma.08G045300,WRKY_M1,no
Glyma.08G046400,WRKY_M1,no
Glyma.08G047100,WRKY_M1,no
Glyma.08G048100,WRKY_M1,no
Glyma.08G050400,WRKY_M1,no
Glyma.08G051600,WRKY_M1,no
Glyma.08G052700,WRKY_M1,no
Glyma.08G052800,WRKY_M1,no
Glyma.08G053500,WRKY_M1,no
Glyma.08G054400,WRKY_M1,no
Glyma.08G054700,WRKY_M1,no
Glyma.08G055000,WRKY_M1,no
Glyma.08G055200,WRKY_M1,no
Glyma.08G055900,WRKY_M1,no
Glyma.08G056200,WRKY_M1,no
Glyma.08G056800,WRKY_M1,no
Glyma.08G057000,WRKY_M1,no
Glyma.08G058400,WRKY_M1,no
Glyma.08G059300,WRKY_M1,no
Glyma.08G059900,WRKY_M1,no
Glyma.08G061800,WRKY_M1,no
Glyma.08G063800,WRKY_M1,no
Glyma.08G064700,WRKY_M1,no
Glyma.08G066700,WRKY_M1,no
Glyma.08G067000,WRKY_M1,no
Glyma.08G067600,WRKY_M1,no
Glyma.08G067700,WRKY_M1,no
Glyma.08G067741,WRKY_M1,no
Glyma.08G069800,WRKY_M1,no
Glyma.08G070100,WRKY_M1,no
Glyma.08G071300,WRKY_M1,no
Glyma.08G071900,WRKY_M1,no
Glyma.08G072200,WRKY_M1,no
Glyma.08G072300,WRKY_M1,no
Glyma.08G072400,WRKY_M1,no
Glyma.08G073600,WRKY_M1,no
Glyma.08G073700,WRKY_M1,no
Glyma.08G074000,WRKY_M1,no
Glyma.08G074200,WRKY_M1,no
Glyma.08G078000,WRKY_M1,no
Glyma.08G078900,WRKY_M1,no
Glyma.08G080600,WRKY_M1,no
Glyma.08G080900,WRKY_M1,no
Glyma.08G081700,WRKY_M1,no
Glyma.08G082200,WRKY_M1,no
Glyma.08G082400,WRKY_M1,no
Glyma.08G082900,WRKY_M1,no
Glyma.08G083300,WRKY_M1,no
Glyma.08G083800,WRKY_M1,no
Glyma.08G084300,WRKY_M1,no
Glyma.08G084600,WRKY_M1,no
Glyma.08G084800,WRKY_M1,no
Glyma.08G085000,WRKY_M1,no
Glyma.08G085500,WRKY_M1,no
Glyma.08G086000,WRKY_M1,no
Glyma.08G086600,WRKY_M1,no
Glyma.08G087900,WRKY_M1,no
Glyma.08G088300,WRKY_M1,no
Glyma.08G089600,WRKY_M1,no
Glyma.08G089800,WRKY_M1,no
Glyma.08G090400,WRKY_M1,no
Glyma.08G090800,WRKY_M1,no
Glyma.08G091400,WRKY_M1,no
Glyma.08G091500,WRKY_M1,no
Glyma.08G091900,WRKY_M1,no
Glyma.08G092800,WRKY_M1,no
Glyma.08G094100,WRKY_M1,no
Glyma.08G094200,WRKY_M1,no
Glyma.08G094400,WRKY_M1,no
Glyma.08G095200,WRKY_M1,no
Glyma.08G096300,WRKY_M1,no
Glyma.08G099200,WRKY_M1,no
Glyma.08G099900,WRKY_M1,no
Glyma.08G101500,WRKY_M1,no
Glyma.08G101800,WRKY_M1,no
Glyma.08G104200,WRKY_M1,no
Glyma.08G105000,WRKY_M1,no
Glyma.08G105200,WRKY_M1,no
Glyma.08G106000,WRKY_M1,no
Glyma.08G106900,WRKY_M1,no
Glyma.08G107500,WRKY_M1,no
Glyma.08G109000,WRKY_M1,no
Glyma.08G109200,WRKY_M1,no
Glyma.08G109400,WRKY_M1,no
Glyma.08G109500,WRKY_M1,no
Glyma.08G109900,WRKY_M1,no
Glyma.08G110420,WRKY_M1,no
Glyma.08G110500,WRKY_M1,no
Glyma.08G112300,WRKY_M1,no
Glyma.08G113200,WRKY_M1,no
Glyma.08G113400,WRKY_M1,no
Glyma.08G113600,WRKY_M1,no
Glyma.08G114100,WRKY_M1,no
Glyma.08G114700,WRKY_M1,no
Glyma.08G115300,WRKY_M1,no
Glyma.08G118400,WRKY_M1,no
Glyma.08G118600,WRKY_M1,no
Glyma.08G118700,WRKY_M1,no
Glyma.08G118900,WRKY_M1,no
Glyma.08G119200,WRKY_M1,no
Glyma.08G119700,WRKY_M1,no
Glyma.08G119900,WRKY_M1,no
Glyma.08G124100,WRKY_M1,no
Glyma.08G124300,WRKY_M1,no
Glyma.08G124600,WRKY_M1,no
Glyma.08G124800,WRKY_M1,no
Glyma.08G124900,WRKY_M1,no
Glyma.08G125400,WRKY_M1,no
Glyma.08G126100,WRKY_M1,no
Glyma.08G126600,WRKY_M1,no
Glyma.08G126800,WRKY_M1,no
Glyma.08G130800,WRKY_M1,no
Glyma.08G131400,WRKY_M1,no
Glyma.08G132300,WRKY_M1,no
Glyma.08G132800,WRKY_M1,no
Glyma.08G133100,WRKY_M1,no
Glyma.08G133200,WRKY_M1,no
Glyma.08G133600,WRKY_M1,no
Glyma.08G133900,WRKY_M1,no
Glyma.08G135000,WRKY_M1,no
Glyma.08G135100,WRKY_M1,no
Glyma.08G135200,WRKY_M1,no
Glyma.08G136200,WRKY_M1,no
Glyma.08G137500,WRKY_M1,no
Glyma.08G138100,WRKY_M1,no
Glyma.08G138200,WRKY_M1,no
Glyma.08G138901,WRKY_M1,no
Glyma.08G139100,WRKY_M1,no
Glyma.08G139300,WRKY_M1,no
Glyma.08G139800,WRKY_M1,no
Glyma.08G139900,WRKY_M1,no
Glyma.08G140600,WRKY_M1,no
Glyma.08G141100,WRKY_M1,no
Glyma.08G142400,WRKY_M1,no
Glyma.08G143000,WRKY_M1,no
Glyma.08G146500,WRKY_M1,no
Glyma.08G147600,WRKY_M1,yes
Glyma.08G147700,WRKY_M1,no
Glyma.08G149800,WRKY_M1,no
Glyma.08G150800,WRKY_M1,no
Glyma.08G152400,WRKY_M1,no
Glyma.08G152500,WRKY_M1,no
Glyma.08G153600,WRKY_M1,no
Glyma.08G155500,WRKY_M1,no
Glyma.08G157600,WRKY_M1,no
Glyma.08G157700,WRKY_M1,no
Glyma.08G162100,WRKY_M1,no
Glyma.08G164100,WRKY_M1,no
Glyma.08G165500,WRKY_M1,no
Glyma.08G165900,WRKY_M1,no
Glyma.08G166100,WRKY_M1,no
Glyma.08G166500,WRKY_M1,no
Glyma.08G168700,WRKY_M1,no
Glyma.08G169451,WRKY_M1,no
Glyma.08G170400,WRKY_M1,no
Glyma.08G170700,WRKY_M1,no
Glyma.08G170800,WRKY_M1,no
Glyma.08G171300,WRKY_M1,no
Glyma.08G171400,WRKY_M1,no
Glyma.08G173300,WRKY_M1,no
Glyma.08G173700,WRKY_M1,no
Glyma.08G173800,WRKY_M1,no
Glyma.08G173900,WRKY_M1,no
Glyma.08G174200,WRKY_M1,no
Glyma.08G174800,WRKY_M1,no
Glyma.08G174900,WRKY_M1,no
Glyma.08G175200,WRKY_M1,no
Glyma.08G175800,WRKY_M1,no
Glyma.08G175900,WRKY_M1,no
Glyma.08G177200,WRKY_M1,no
Glyma.08G177300,WRKY_M1,no
Glyma.08G177400,WRKY_M1,no
Glyma.08G178100,WRKY_M1,no
Glyma.08G178800,WRKY_M1,no
Glyma.08G179100,WRKY_M1,no
Glyma.08G179700,WRKY_M1,no
Glyma.08G180000,WRKY_M1,no
Glyma.08G180400,WRKY_M1,no
Glyma.08G180800,WRKY_M1,no
Glyma.08G181100,WRKY_M1,no
Glyma.08G181200,WRKY_M1,no
Glyma.08G182900,WRKY_M1,no
Glyma.08G184300,WRKY_M1,no
Glyma.08G185000,WRKY_M1,no
Glyma.08G186500,WRKY_M1,no
Glyma.08G187400,WRKY_M1,no
Glyma.08G191300,WRKY_M1,no
Glyma.08G194200,WRKY_M1,no
Glyma.08G195300,WRKY_M1,no
Glyma.08G198900,WRKY_M1,no
Glyma.08G199100,WRKY_M1,no
Glyma.08G199700,WRKY_M1,no
Glyma.08G200200,WRKY_M1,no
Glyma.08G201200,WRKY_M1,no
Glyma.08G201300,WRKY_M1,no
Glyma.08G201400,WRKY_M1,no
Glyma.08G202100,WRKY_M1,no
Glyma.08G203000,WRKY_M1,no
Glyma.08G204500,WRKY_M1,no
Glyma.08G204600,WRKY_M1,no
Glyma.08G204800,WRKY_M1,no
Glyma.08G205700,WRKY_M1,no
Glyma.08G208700,WRKY_M1,no
Glyma.08G209100,WRKY_M1,no
Glyma.08G210000,WRKY_M1,no
Glyma.08G211000,WRKY_M1,no
Glyma.08G212600,WRKY_M1,no
Glyma.08G213000,WRKY_M1,no
Glyma.08G213300,WRKY_M1,no
Glyma.08G213900,WRKY_M1,no
Glyma.08G214000,WRKY_M1,no
Glyma.08G214300,WRKY_M1,no
Glyma.08G214800,WRKY_M1,no
Glyma.08G216300,WRKY_M1,no
Glyma.08G217400,WRKY_M1,no
Glyma.08G217700,WRKY_M1,no
Glyma.08G218200,WRKY_M1,no
Glyma.08G218600,WRKY_M1,no
Glyma.08G219100,WRKY_M1,no
Glyma.08G219200,WRKY_M1,no
Glyma.08G220200,WRKY_M1,no
Glyma.08G220300,WRKY_M1,no
Glyma.08G220900,WRKY_M1,no
Glyma.08G221900,WRKY_M1,no
Glyma.08G222700,WRKY_M1,no
Glyma.08G222800,WRKY_M1,no
Glyma.08G223100,WRKY_M1,no
Glyma.08G223300,WRKY_M1,no
Glyma.08G226600,WRKY_M1,no
Glyma.08G227200,WRKY_M1,no
Glyma.08G227600,WRKY_M1,no
Glyma.08G228800,WRKY_M1,no
Glyma.08G229400,WRKY_M1,no
Glyma.08G232400,WRKY_M1,no
Glyma.08G232600,WRKY_M1,no
Glyma.08G234200,WRKY_M1,no
Glyma.08G235000,WRKY_M1,no
Glyma.08G235400,WRKY_M1,no
Glyma.08G235600,WRKY_M1,no
Glyma.08G235800,WRKY_M1,no
Glyma.08G235900,WRKY_M1,no
Glyma.08G236000,WRKY_M1,no
Glyma.08G237400,WRKY_M1,no
Glyma.08G238400,WRKY_M1,no
Glyma.08G238600,WRKY_M1,no
Glyma.08G239000,WRKY_M1,no
Glyma.08G240100,WRKY_M1,no
Glyma.08G240500,WRKY_M1,no
Glyma.08G241600,WRKY_M1,no
Glyma.08G242100,WRKY_M1,no
Glyma.08G242700,WRKY_M1,no
Glyma.08G242800,WRKY_M1,no
Glyma.08G243100,WRKY_M1,no
Glyma.08G244700,WRKY_M1,no
Glyma.08G244800,WRKY_M1,no
Glyma.08G246300,WRKY_M1,no
Glyma.08G246700,WRKY_M1,no
Glyma.08G247700,WRKY_M1,no
Glyma.08G249500,WRKY_M1,no
Glyma.08G249900,WRKY_M1,no
Glyma.08G250300,WRKY_M1,no
Glyma.08G251200,WRKY_M1,no
Glyma.08G252000,WRKY_M1,no
Glyma.08G253000,WRKY_M1,no
Glyma.08G253800,WRKY_M1,no
Glyma.08G254500,WRKY_M1,no
Glyma.08G254600,WRKY_M1,no
Glyma.08G255000,WRKY_M1,no
Glyma.08G255800,WRKY_M1,no
Glyma.08G257300,WRKY_M1,no
Glyma.08G258700,WRKY_M1,no
Glyma.08G259300,WRKY_M1,no
Glyma.08G259500,WRKY_M1,no
Glyma.08G260400,WRKY_M1,no
Glyma.08G264800,WRKY_M1,no
Glyma.08G264900,WRKY_M1,no
Glyma.08G267700,WRKY_M1,no
Glyma.08G270600,WRKY_M1,no
Glyma.08G272000,WRKY_M1,no
Glyma.08G272600,WRKY_M1,no
Glyma.08G273500,WRKY_M1,no
Glyma.08G274400,WRKY_M1,no
Glyma.08G277000,WRKY_M1,no
Glyma.08G277100,WRKY_M1,no
Glyma.08G279700,WRKY_M1,no
Glyma.08G281600,WRKY_M1,no
Glyma.08G282100,WRKY_M1,no
Glyma.08G282900,WRKY_M1,no
Glyma.08G284100,WRKY_M1,no
Glyma.08G284300,WRKY_M1,no
Glyma.08G286800,WRKY_M1,no
Glyma.08G288600,WRKY_M1,no
Glyma.08G288700,WRKY_M1,no
Glyma.08G289200,WRKY_M1,no
Glyma.08G289900,WRKY_M1,no
Glyma.08G290100,WRKY_M1,no
Glyma.08G291000,WRKY_M1,no
Glyma.08G291600,WRKY_M1,no
Glyma.08G292000,WRKY_M1,no
Glyma.08G292300,WRKY_M1,no
Glyma.08G292800,WRKY_M1,no
Glyma.08G293300,WRKY_M1,no
Glyma.08G293800,WRKY_M1,no
Glyma.08G294100,WRKY_M1,no
Glyma.08G294800,WRKY_M1,no
Glyma.08G295500,WRKY_M1,no
Glyma.08G296400,WRKY_M1,no
Glyma.08G297900,WRKY_M1,no
Glyma.08G298500,WRKY_M1,no
Glyma.08G298700,WRKY_M1,no
Glyma.08G298900,WRKY_M1,no
Glyma.08G299000,WRKY_M1,no
Glyma.08G299900,WRKY_M1,no
Glyma.08G302500,WRKY_M1,no
Glyma.08G302600,WRKY_M1,no
Glyma.08G303000,WRKY_M1,no
Glyma.08G303200,WRKY_M1,no
Glyma.08G303700,WRKY_M1,no
Glyma.08G303900,WRKY_M1,no
Glyma.08G304000,WRKY_M1,no
Glyma.08G304200,WRKY_M1,no
Glyma.08G305000,WRKY_M1,no
Glyma.08G306200,WRKY_M1,no
Glyma.08G306500,WRKY_M1,no
Glyma.08G306800,WRKY_M1,no
Glyma.08G307400,WRKY_M1,no
Glyma.08G307600,WRKY_M1,no
Glyma.08G307800,WRKY_M1,no
Glyma.08G311600,WRKY_M1,no
Glyma.08G312400,WRKY_M1,no
Glyma.08G312800,WRKY_M1,no
Glyma.08G313100,WRKY_M1,no
Glyma.08G314800,WRKY_M1,no
Glyma.08G314900,WRKY_M1,no
Glyma.08G316000,WRKY_M1,no
Glyma.08G316500,WRKY_M1,no
Glyma.08G320400,WRKY_M1,no
Glyma.08G324300,WRKY_M1,no
Glyma.08G324700,WRKY_M1,no
Glyma.08G325300,WRKY_M1,no
Glyma.08G330100,WRKY_M1,no
Glyma.08G330600,WRKY_M1,no
Glyma.08G330700,WRKY_M1,no
Glyma.08G332000,WRKY_M1,no
Glyma.08G336400,WRKY_M1,no
Glyma.08G337100,WRKY_M1,no
Glyma.08G338100,WRKY_M1,no
Glyma.08G338200,WRKY_M1,no
Glyma.08G338800,WRKY_M1,no
Glyma.08G339000,WRKY_M1,no
Glyma.08G339500,WRKY_M1,no
Glyma.08G340300,WRKY_M1,no
Glyma.08G341100,WRKY_M1,no
Glyma.08G341300,WRKY_M1,no
Glyma.08G342100,WRKY_M1,no
Glyma.08G344100,WRKY_M1,no
Glyma.08G344800,WRKY_M1,no
Glyma.08G345000,WRKY_M1,no
Glyma.08G345400,WRKY_M1,no
Glyma.08G345800,WRKY_M1,no
Glyma.08G347400,WRKY_M1,no
Glyma.08G348101,WRKY_M1,no
Glyma.08G348300,WRKY_M1,yes
Glyma.08G349900,WRKY_M1,no
Glyma.08G351932,WRKY_M1,no
Glyma.08G352100,WRKY_M1,no
Glyma.08G352200,WRKY_M1,no
Glyma.08G352300,WRKY_M1,yes
Glyma.08G352500,WRKY_M1,no
Glyma.08G356800,WRKY_M1,no
Glyma.08G357000,WRKY_M1,no
Glyma.08G360100,WRKY_M1,no
Glyma.08G360200,WRKY_M1,no
Glyma.08G361100,WRKY_M1,no
Glyma.08G361200,WRKY_M1,no
Glyma.08G362100,WRKY_M1,no
Glyma.08G362466,WRKY_M1,yes
Glyma.08G362532,WRKY_M1,no
Glyma.08G362900,WRKY_M1,no
Glyma.08G364700,WRKY_M1,no
Glyma.08G365100,WRKY_M1,no
Glyma.08G367400,WRKY_M1,no
Glyma.09G003100,WRKY_M1,no
Glyma.09G004300,WRKY_M1,no
Glyma.09G004800,WRKY_M1,no
Glyma.09G005500,WRKY_M1,no
Glyma.09G005700,WRKY_M1,no
Glyma.09G008600,WRKY_M1,no
Glyma.09G010000,WRKY_M1,no
Glyma.09G011100,WRKY_M1,no
Glyma.09G011200,WRKY_M1,no
Glyma.09G012000,WRKY_M1,no
Glyma.09G013100,WRKY_M1,no
Glyma.09G014700,WRKY_M1,no
Glyma.09G015100,WRKY_M1,no
Glyma.09G016251,WRKY_M1,no
Glyma.09G016300,WRKY_M1,no
Glyma.09G016400,WRKY_M1,yes
Glyma.09G016700,WRKY_M1,no
Glyma.09G017800,WRKY_M1,no
Glyma.09G018400,WRKY_M1,no
Glyma.09G018600,WRKY_M1,no
Glyma.09G018900,WRKY_M1,no
Glyma.09G020800,WRKY_M1,no
Glyma.09G022000,WRKY_M1,no
Glyma.09G022400,WRKY_M1,no
Glyma.09G022500,WRKY_M1,no
