geneId,Sample,Binding
Glyma.10G058800,RAV,no
Glyma.10G059500,RAV,no
Glyma.10G059900,RAV,no
Glyma.10G062600,RAV,no
Glyma.10G062750,RAV,no
Glyma.10G062900,RAV,no
Glyma.10G063000,RAV,no
Glyma.10G063200,RAV,no
Glyma.10G063800,RAV,no
Glyma.10G064200,RAV,no
Glyma.10G065000,RAV,yes
Glyma.10G066400,RAV,no
Glyma.10G066700,RAV,no
Glyma.10G067500,RAV,no
Glyma.10G067900,RAV,no
Glyma.10G068900,RAV,no
Glyma.10G069500,RAV,no
Glyma.10G069600,RAV,no
Glyma.10G071500,RAV,no
Glyma.10G072000,RAV,no
Glyma.10G073600,RAV,no
Glyma.10G073700,RAV,no
Glyma.10G075000,RAV,no
Glyma.10G076700,RAV,no
Glyma.10G078566,RAV,no
Glyma.10G078851,RAV,no
Glyma.10G079700,RAV,no
Glyma.10G079900,RAV,no
Glyma.10G081900,RAV,no
Glyma.10G082500,RAV,no
Glyma.10G083700,RAV,no
Glyma.10G086600,RAV,no
Glyma.10G087100,RAV,no
Glyma.10G089300,RAV,no
Glyma.10G089500,RAV,yes
Glyma.10G089700,RAV,no
Glyma.10G090500,RAV,no
Glyma.10G091800,RAV,no
Glyma.10G093900,RAV,yes
Glyma.10G094000,RAV,yes
Glyma.10G094900,RAV,no
Glyma.10G095200,RAV,no
Glyma.10G099400,RAV,yes
Glyma.10G099700,RAV,no
Glyma.10G101600,RAV,no
Glyma.10G104900,RAV,no
Glyma.10G106100,RAV,no
Glyma.10G106600,RAV,no
Glyma.10G107100,RAV,no
Glyma.10G107900,RAV,no
Glyma.10G111700,RAV,no
Glyma.10G111800,RAV,no
Glyma.10G120200,RAV,no
Glyma.10G120400,RAV,no
Glyma.10G122200,RAV,no
Glyma.10G124800,RAV,yes
Glyma.10G125000,RAV,no
Glyma.10G128400,RAV,yes
Glyma.10G128800,RAV,no
Glyma.10G129500,RAV,no
Glyma.10G129800,RAV,yes
Glyma.10G132300,RAV,no
Glyma.10G136300,RAV,yes
Glyma.10G138100,RAV,no
Glyma.10G138500,RAV,no
Glyma.10G139200,RAV,no
Glyma.10G139600,RAV,no
Glyma.10G141000,RAV,no
Glyma.10G141500,RAV,yes
Glyma.10G143200,RAV,no
Glyma.10G143900,RAV,no
Glyma.10G144300,RAV,no
Glyma.10G145100,RAV,no
Glyma.10G146200,RAV,no
Glyma.10G147000,RAV,no
Glyma.10G147200,RAV,no
Glyma.10G147300,RAV,no
Glyma.10G148100,RAV,no
Glyma.10G149600,RAV,no
Glyma.10G150400,RAV,no
Glyma.10G151000,RAV,no
Glyma.10G151300,RAV,no
Glyma.10G152200,RAV,no
Glyma.10G155400,RAV,no
Glyma.10G156100,RAV,no
Glyma.10G156500,RAV,no
Glyma.10G156600,RAV,no
Glyma.10G157000,RAV,no
Glyma.10G157100,RAV,no
Glyma.10G157200,RAV,no
Glyma.10G157500,RAV,no
Glyma.10G157800,RAV,no
Glyma.10G157900,RAV,no
Glyma.10G159100,RAV,no
Glyma.10G159800,RAV,no
Glyma.10G161500,RAV,no
Glyma.10G161700,RAV,no
Glyma.10G163400,RAV,yes
Glyma.10G165800,RAV,no
Glyma.10G166600,RAV,no
Glyma.10G168600,RAV,no
Glyma.10G171700,RAV,no
Glyma.10G172100,RAV,no
Glyma.10G172300,RAV,no
Glyma.10G172400,RAV,no
Glyma.10G172500,RAV,no
Glyma.10G174000,RAV,no
Glyma.10G174200,RAV,no
Glyma.10G176500,RAV,no
Glyma.10G177200,RAV,no
Glyma.10G177600,RAV,no
Glyma.10G178000,RAV,yes
Glyma.10G178400,RAV,no
Glyma.10G179100,RAV,no
Glyma.10G180100,RAV,no
Glyma.10G180500,RAV,no
Glyma.10G180800,RAV,no
Glyma.10G181000,RAV,no
Glyma.10G182300,RAV,no
Glyma.10G182900,RAV,no
Glyma.10G183200,RAV,no
Glyma.10G183800,RAV,no
Glyma.10G183900,RAV,no
Glyma.10G184600,RAV,no
Glyma.10G184700,RAV,no
Glyma.10G185000,RAV,no
Glyma.10G185600,RAV,no
Glyma.10G185700,RAV,no
Glyma.10G186800,RAV,no
Glyma.10G188100,RAV,no
Glyma.10G188500,RAV,no
Glyma.10G190100,RAV,yes
Glyma.10G191200,RAV,no
Glyma.10G192200,RAV,no
Glyma.10G192900,RAV,no
Glyma.10G193200,RAV,no
Glyma.10G193500,RAV,no
Glyma.10G194000,RAV,no
Glyma.10G194200,RAV,no
Glyma.10G194500,RAV,no
Glyma.10G194900,RAV,no
Glyma.10G196200,RAV,no
Glyma.10G197800,RAV,no
Glyma.10G199500,RAV,yes
Glyma.10G200100,RAV,no
Glyma.10G200300,RAV,no
Glyma.10G200700,RAV,no
Glyma.10G200800,RAV,no
Glyma.10G201000,RAV,no
Glyma.10G201600,RAV,no
Glyma.10G202000,RAV,yes
Glyma.10G203200,RAV,no
Glyma.10G203500,RAV,no
Glyma.10G204400,RAV,no
Glyma.10G205400,RAV,no
Glyma.10G205500,RAV,no
Glyma.10G205800,RAV,no
Glyma.10G206600,RAV,no
Glyma.10G207000,RAV,no
Glyma.10G207300,RAV,no
Glyma.10G209500,RAV,no
Glyma.10G209800,RAV,yes
Glyma.10G210051,RAV,yes
Glyma.10G210300,RAV,no
Glyma.10G211000,RAV,no
Glyma.10G211100,RAV,no
Glyma.10G211200,RAV,no
Glyma.10G211400,RAV,no
Glyma.10G212700,RAV,no
Glyma.10G212900,RAV,no
Glyma.10G213600,RAV,no
Glyma.10G214500,RAV,no
Glyma.10G214900,RAV,no
Glyma.10G216400,RAV,no
Glyma.10G217000,RAV,no
Glyma.10G217300,RAV,no
Glyma.10G218400,RAV,no
Glyma.10G219600,RAV,yes
Glyma.10G220100,RAV,no
Glyma.10G221000,RAV,no
Glyma.10G221100,RAV,yes
Glyma.10G221600,RAV,no
Glyma.10G221700,RAV,no
Glyma.10G222100,RAV,no
Glyma.10G222400,RAV,no
Glyma.10G223200,RAV,no
Glyma.10G223700,RAV,no
Glyma.10G223800,RAV,no
Glyma.10G224100,RAV,yes
Glyma.10G224900,RAV,yes
Glyma.10G226200,RAV,no
Glyma.10G227400,RAV,no
Glyma.10G227700,RAV,no
Glyma.10G229400,RAV,no
Glyma.10G229500,RAV,no
Glyma.10G229700,RAV,no
Glyma.10G230000,RAV,no
Glyma.10G230600,RAV,no
Glyma.10G232200,RAV,no
Glyma.10G233300,RAV,no
Glyma.10G234200,RAV,no
Glyma.10G234400,RAV,no
Glyma.10G235000,RAV,no
Glyma.10G235300,RAV,no
Glyma.10G235700,RAV,no
Glyma.10G236000,RAV,no
Glyma.10G236200,RAV,no
Glyma.10G236300,RAV,no
Glyma.10G237000,RAV,no
Glyma.10G238300,RAV,no
Glyma.10G241100,RAV,no
Glyma.10G242000,RAV,no
Glyma.10G242300,RAV,no
Glyma.10G243800,RAV,no
Glyma.10G245300,RAV,no
Glyma.10G245500,RAV,no
Glyma.10G245700,RAV,no
Glyma.10G249000,RAV,no
Glyma.10G250200,RAV,no
Glyma.10G250300,RAV,no
Glyma.10G251400,RAV,no
Glyma.10G251500,RAV,no
Glyma.10G252900,RAV,no
Glyma.10G253000,RAV,no
Glyma.10G253100,RAV,no
Glyma.10G253900,RAV,no
Glyma.10G255800,RAV,no
Glyma.10G256000,RAV,no
Glyma.10G257200,RAV,no
Glyma.10G258800,RAV,no
Glyma.10G259300,RAV,no
Glyma.10G259400,RAV,no
Glyma.10G260600,RAV,no
Glyma.10G261200,RAV,no
Glyma.10G261300,RAV,no
Glyma.10G261400,RAV,no
Glyma.10G261600,RAV,no
Glyma.10G262850,RAV,no
Glyma.10G263000,RAV,no
Glyma.10G263200,RAV,no
Glyma.10G263300,RAV,no
Glyma.10G263400,RAV,no
Glyma.10G267200,RAV,yes
Glyma.10G267700,RAV,no
Glyma.10G268500,RAV,no
Glyma.10G269200,RAV,no
Glyma.10G269700,RAV,no
Glyma.10G270000,RAV,no
Glyma.10G270200,RAV,no
Glyma.10G270600,RAV,no
Glyma.10G271200,RAV,no
Glyma.10G271701,RAV,no
Glyma.10G272000,RAV,no
Glyma.10G272800,RAV,no
Glyma.10G273300,RAV,no
Glyma.10G274600,RAV,no
Glyma.10G276200,RAV,no
Glyma.10G276600,RAV,no
Glyma.10G276700,RAV,no
Glyma.10G277800,RAV,no
Glyma.10G278900,RAV,no
Glyma.10G281400,RAV,no
Glyma.10G281600,RAV,no
Glyma.10G282200,RAV,no
Glyma.10G282900,RAV,no
Glyma.10G283100,RAV,no
Glyma.10G284100,RAV,no
Glyma.10G289700,RAV,no
Glyma.10G289800,RAV,no
Glyma.10G290200,RAV,no
Glyma.10G290500,RAV,no
Glyma.10G290900,RAV,no
Glyma.10G291400,RAV,no
Glyma.10G292200,RAV,no
Glyma.10G292400,RAV,no
Glyma.10G293900,RAV,yes
Glyma.10G295200,RAV,no
Glyma.10G295300,RAV,no
Glyma.10G296900,RAV,no
Glyma.11G000200,RAV,no
Glyma.11G000500,RAV,no
Glyma.11G000800,RAV,no
Glyma.11G001000,RAV,yes
Glyma.11G001200,RAV,no
Glyma.11G004700,RAV,no
Glyma.11G006300,RAV,no
Glyma.11G006600,RAV,yes
Glyma.11G008900,RAV,no
Glyma.11G010500,RAV,no
Glyma.11G011500,RAV,no
Glyma.11G012000,RAV,no
Glyma.11G012700,RAV,no
Glyma.11G014100,RAV,no
Glyma.11G014300,RAV,no
Glyma.11G015433,RAV,no
Glyma.11G015800,RAV,no
Glyma.11G015900,RAV,no
Glyma.11G016400,RAV,no
Glyma.11G019900,RAV,no
Glyma.11G020001,RAV,no
Glyma.11G020700,RAV,no
Glyma.11G021000,RAV,no
Glyma.11G021400,RAV,no
Glyma.11G022300,RAV,no
Glyma.11G023200,RAV,no
Glyma.11G025600,RAV,no
Glyma.11G025700,RAV,no
Glyma.11G027700,RAV,no
Glyma.11G028200,RAV,no
Glyma.11G028400,RAV,no
Glyma.11G028500,RAV,no
Glyma.11G029500,RAV,no
Glyma.11G029800,RAV,no
Glyma.11G030200,RAV,no
Glyma.11G030400,RAV,no
Glyma.11G030900,RAV,no
Glyma.11G034100,RAV,no
Glyma.11G035900,RAV,no
Glyma.11G036400,RAV,no
Glyma.11G036500,RAV,no
Glyma.11G037100,RAV,no
Glyma.11G037500,RAV,no
Glyma.11G037700,RAV,no
Glyma.11G038700,RAV,no
Glyma.11G038800,RAV,no
Glyma.11G040700,RAV,no
Glyma.11G042200,RAV,no
Glyma.11G043100,RAV,no
Glyma.11G043300,RAV,no
Glyma.11G044200,RAV,no
Glyma.11G044800,RAV,no
Glyma.11G046400,RAV,no
Glyma.11G047300,RAV,no
Glyma.11G047900,RAV,no
Glyma.11G048300,RAV,no
Glyma.11G048600,RAV,no
Glyma.11G050000,RAV,no
Glyma.11G050900,RAV,no
Glyma.11G051400,RAV,no
Glyma.11G051700,RAV,no
Glyma.11G051800,RAV,no
Glyma.11G053100,RAV,yes
Glyma.11G053900,RAV,no
Glyma.11G055200,RAV,no
Glyma.11G056200,RAV,no
Glyma.11G058100,RAV,no
Glyma.11G060500,RAV,no
Glyma.11G061300,RAV,no
Glyma.11G062500,RAV,no
Glyma.11G062600,RAV,no
Glyma.11G062700,RAV,no
Glyma.11G064600,RAV,no
Glyma.11G066800,RAV,no
Glyma.11G067100,RAV,no
Glyma.11G069000,RAV,no
Glyma.11G070200,RAV,no
Glyma.11G070500,RAV,no
Glyma.11G070600,RAV,no
Glyma.11G070800,RAV,no
Glyma.11G071300,RAV,yes
Glyma.11G072000,RAV,no
Glyma.11G073900,RAV,no
Glyma.11G074400,RAV,no
Glyma.11G075100,RAV,no
Glyma.11G076000,RAV,no
Glyma.11G076800,RAV,no
Glyma.11G077300,RAV,no
Glyma.11G077600,RAV,no
Glyma.11G077800,RAV,no
Glyma.11G078000,RAV,no
Glyma.11G078300,RAV,no
Glyma.11G079400,RAV,no
Glyma.11G079500,RAV,no
Glyma.11G080600,RAV,no
Glyma.11G080700,RAV,no
Glyma.11G081000,RAV,no
Glyma.11G082700,RAV,no
Glyma.11G084000,RAV,no
Glyma.11G084100,RAV,no
Glyma.11G085400,RAV,no
Glyma.11G087100,RAV,no
Glyma.11G087600,RAV,no
Glyma.11G088200,RAV,no
Glyma.11G088600,RAV,no
Glyma.11G088900,RAV,no
Glyma.11G089100,RAV,no
Glyma.11G089300,RAV,no
Glyma.11G090800,RAV,no
Glyma.11G092900,RAV,yes
Glyma.11G093600,RAV,no
Glyma.11G095100,RAV,no
Glyma.11G096000,RAV,yes
Glyma.11G096700,RAV,no
Glyma.11G097100,RAV,no
Glyma.11G097500,RAV,no
Glyma.11G099300,RAV,no
Glyma.11G100800,RAV,no
Glyma.11G101200,RAV,no
Glyma.11G101500,RAV,no
Glyma.11G104100,RAV,no
Glyma.11G105700,RAV,no
Glyma.11G107300,RAV,no
Glyma.11G109400,RAV,no
Glyma.11G110000,RAV,no
Glyma.11G110800,RAV,no
Glyma.11G111100,RAV,no
Glyma.11G111400,RAV,no
Glyma.11G112100,RAV,yes
Glyma.11G112800,RAV,no
Glyma.11G113700,RAV,no
Glyma.11G114300,RAV,no
Glyma.11G114800,RAV,no
Glyma.11G115200,RAV,yes
Glyma.11G117600,RAV,no
Glyma.11G119500,RAV,no
Glyma.11G120200,RAV,no
Glyma.11G120400,RAV,no
Glyma.11G120900,RAV,yes
Glyma.11G121100,RAV,no
Glyma.11G121800,RAV,no
Glyma.11G121900,RAV,no
Glyma.11G122700,RAV,no
Glyma.11G124500,RAV,no
Glyma.11G124700,RAV,no
Glyma.11G124800,RAV,no
Glyma.11G124900,RAV,no
Glyma.11G125100,RAV,no
Glyma.11G125567,RAV,no
Glyma.11G127100,RAV,no
Glyma.11G129100,RAV,no
Glyma.11G129300,RAV,no
Glyma.11G129500,RAV,no
Glyma.11G129600,RAV,no
Glyma.11G129700,RAV,no
Glyma.11G129800,RAV,no
Glyma.11G129900,RAV,no
Glyma.11G130700,RAV,yes
Glyma.11G131800,RAV,no
Glyma.11G132802,RAV,no
Glyma.11G133600,RAV,no
Glyma.11G134000,RAV,no
Glyma.11G134900,RAV,yes
Glyma.11G135900,RAV,no
Glyma.11G136700,RAV,no
Glyma.11G138700,RAV,no
Glyma.11G139100,RAV,no
Glyma.11G139400,RAV,no
Glyma.11G139500,RAV,no
Glyma.11G139600,RAV,no
Glyma.11G139800,RAV,no
Glyma.11G140500,RAV,no
Glyma.11G141300,RAV,no
Glyma.11G142600,RAV,no
Glyma.11G142700,RAV,no
Glyma.11G143500,RAV,yes
Glyma.11G146272,RAV,no
Glyma.11G146300,RAV,no
Glyma.11G146500,RAV,no
Glyma.11G147108,RAV,no
Glyma.11G149825,RAV,no
Glyma.11G150452,RAV,no
Glyma.11G151300,RAV,no
Glyma.11G151915,RAV,no
Glyma.11G152000,RAV,yes
Glyma.11G152124,RAV,no
Glyma.11G152200,RAV,no
Glyma.11G152400,RAV,no
Glyma.11G152500,RAV,no
Glyma.11G153000,RAV,no
Glyma.11G156700,RAV,no
Glyma.11G156931,RAV,no
Glyma.11G157700,RAV,no
Glyma.11G159021,RAV,no
Glyma.11G159230,RAV,no
Glyma.11G160900,RAV,yes
Glyma.11G161000,RAV,yes
Glyma.11G161947,RAV,no
Glyma.11G162100,RAV,no
Glyma.11G163300,RAV,no
Glyma.11G164000,RAV,no
Glyma.11G164037,RAV,no
Glyma.11G164700,RAV,no
Glyma.11G166128,RAV,no
Glyma.11G169264,RAV,no
Glyma.11G171400,RAV,no
Glyma.11G174900,RAV,no
Glyma.11G175800,RAV,no
Glyma.11G176000,RAV,no
Glyma.11G178300,RAV,no
Glyma.11G179300,RAV,no
Glyma.11G179400,RAV,no
Glyma.11G179600,RAV,no
Glyma.11G180100,RAV,no
Glyma.11G180500,RAV,no
Glyma.11G181100,RAV,no
Glyma.11G182100,RAV,no
Glyma.11G182600,RAV,no
Glyma.11G183300,RAV,no
Glyma.11G185700,RAV,no
Glyma.11G189500,RAV,no
Glyma.11G191200,RAV,no
Glyma.11G191900,RAV,yes
Glyma.11G192300,RAV,no
Glyma.11G192700,RAV,no
Glyma.11G194100,RAV,no
Glyma.11G194600,RAV,no
Glyma.11G196300,RAV,no
Glyma.11G198300,RAV,no
Glyma.11G198500,RAV,no
Glyma.11G200400,RAV,yes
Glyma.11G201200,RAV,no
Glyma.11G201700,RAV,no
Glyma.11G203000,RAV,no
Glyma.11G204700,RAV,no
Glyma.11G207500,RAV,no
Glyma.11G209681,RAV,no
Glyma.11G212900,RAV,no
Glyma.11G213000,RAV,no
Glyma.11G214500,RAV,no
Glyma.11G215200,RAV,no
Glyma.11G216400,RAV,no
Glyma.11G216500,RAV,no
Glyma.11G216900,RAV,no
Glyma.11G217200,RAV,no
Glyma.11G217400,RAV,no
Glyma.11G218600,RAV,no
Glyma.11G218900,RAV,no
Glyma.11G219400,RAV,no
Glyma.11G221000,RAV,no
Glyma.11G221200,RAV,no
Glyma.11G221600,RAV,yes
Glyma.11G222300,RAV,no
Glyma.11G222600,RAV,no
Glyma.11G223200,RAV,no
Glyma.11G223700,RAV,yes
Glyma.11G225600,RAV,no
Glyma.11G225700,RAV,no
Glyma.11G226400,RAV,no
Glyma.11G226900,RAV,no
Glyma.11G228100,RAV,yes
Glyma.11G228600,RAV,no
Glyma.11G228800,RAV,no
Glyma.11G229100,RAV,no
Glyma.11G230300,RAV,no
Glyma.11G230600,RAV,no
Glyma.11G230700,RAV,no
Glyma.11G231400,RAV,no
Glyma.11G231600,RAV,no
Glyma.11G232000,RAV,no
Glyma.11G232200,RAV,no
Glyma.11G233100,RAV,no
Glyma.11G233300,RAV,no
Glyma.11G235600,RAV,no
Glyma.11G235800,RAV,no
Glyma.11G236600,RAV,no
Glyma.11G237200,RAV,no
Glyma.11G238300,RAV,no
Glyma.11G238400,RAV,no
Glyma.11G238800,RAV,no
Glyma.11G239200,RAV,no
Glyma.11G241702,RAV,no
Glyma.11G242100,RAV,no
Glyma.11G243100,RAV,no
Glyma.11G243200,RAV,no
Glyma.11G243900,RAV,no
Glyma.11G244000,RAV,no
Glyma.11G244500,RAV,yes
Glyma.11G244600,RAV,yes
Glyma.11G244900,RAV,no
Glyma.11G245400,RAV,no
Glyma.11G245600,RAV,yes
Glyma.11G246700,RAV,no
Glyma.11G246900,RAV,no
Glyma.11G247500,RAV,no
Glyma.11G247600,RAV,no
Glyma.11G249600,RAV,no
Glyma.11G250500,RAV,no
Glyma.11G252100,RAV,no
Glyma.11G252200,RAV,no
Glyma.11G252700,RAV,no
Glyma.11G254100,RAV,no
Glyma.12G002300,RAV,no
Glyma.12G002500,RAV,no
Glyma.12G005200,RAV,no
Glyma.12G005800,RAV,no
Glyma.12G007000,RAV,no
Glyma.12G007100,RAV,no
Glyma.12G007200,RAV,no
Glyma.12G007300,RAV,no
Glyma.12G007400,RAV,no
Glyma.12G007500,RAV,no
Glyma.12G008700,RAV,no
Glyma.12G009600,RAV,no
Glyma.12G009700,RAV,no
Glyma.12G010100,RAV,no
Glyma.12G011600,RAV,no
Glyma.12G011700,RAV,no
Glyma.12G011800,RAV,no
Glyma.12G012800,RAV,no
Glyma.12G013100,RAV,no
Glyma.12G013200,RAV,no
Glyma.12G015300,RAV,no
Glyma.12G015700,RAV,no
Glyma.12G016300,RAV,no
Glyma.12G016500,RAV,no
Glyma.12G016900,RAV,no
Glyma.12G017700,RAV,no
Glyma.12G018100,RAV,no
Glyma.12G019000,RAV,no
Glyma.12G019200,RAV,yes
Glyma.12G019800,RAV,no
Glyma.12G019900,RAV,no
Glyma.12G020100,RAV,no
Glyma.12G020600,RAV,no
Glyma.12G020900,RAV,no
Glyma.12G021500,RAV,no
Glyma.12G022100,RAV,yes
Glyma.12G024000,RAV,no
Glyma.12G025400,RAV,no
Glyma.12G026900,RAV,no
Glyma.12G028100,RAV,no
Glyma.12G030600,RAV,no
Glyma.12G031000,RAV,no
Glyma.12G031200,RAV,no
Glyma.12G031300,RAV,no
Glyma.12G031800,RAV,no
Glyma.12G032200,RAV,yes
Glyma.12G032500,RAV,no
Glyma.12G032700,RAV,no
Glyma.12G032800,RAV,no
Glyma.12G032900,RAV,no
Glyma.12G033700,RAV,no
Glyma.12G036000,RAV,no
Glyma.12G036900,RAV,no
Glyma.12G037400,RAV,no
Glyma.12G037700,RAV,no
Glyma.12G038900,RAV,no
Glyma.12G040000,RAV,no
Glyma.12G040400,RAV,no
Glyma.12G040800,RAV,no
Glyma.12G041300,RAV,yes
Glyma.12G042500,RAV,no
Glyma.12G042800,RAV,no
Glyma.12G043400,RAV,yes
Glyma.12G043700,RAV,no
Glyma.12G043900,RAV,no
Glyma.12G045300,RAV,no
Glyma.12G045400,RAV,no
Glyma.12G045700,RAV,no
Glyma.12G046000,RAV,yes
Glyma.12G046200,RAV,no
Glyma.12G046800,RAV,no
Glyma.12G047500,RAV,no
Glyma.12G048900,RAV,no
Glyma.12G049300,RAV,no
Glyma.12G049500,RAV,no
Glyma.12G049700,RAV,no
Glyma.12G052500,RAV,no
Glyma.12G053700,RAV,no
Glyma.12G054000,RAV,no
Glyma.12G054100,RAV,no
Glyma.12G054200,RAV,no
Glyma.12G055300,RAV,no
Glyma.12G055400,RAV,no
Glyma.12G055900,RAV,no
Glyma.12G056700,RAV,no
Glyma.12G057201,RAV,no
Glyma.12G057800,RAV,no
Glyma.12G059300,RAV,no
Glyma.12G061900,RAV,no
Glyma.12G062000,RAV,no
Glyma.12G062100,RAV,no
Glyma.12G063000,RAV,no
Glyma.12G063200,RAV,no
Glyma.12G063700,RAV,no
Glyma.12G064000,RAV,no
Glyma.12G065900,RAV,no
Glyma.12G068100,RAV,no
Glyma.12G070100,RAV,no
Glyma.12G071000,RAV,no
Glyma.12G071300,RAV,yes
Glyma.12G072100,RAV,no
Glyma.12G072200,RAV,no
Glyma.12G073000,RAV,no
Glyma.12G073100,RAV,no
Glyma.12G074300,RAV,no
Glyma.12G075300,RAV,no
Glyma.12G077333,RAV,no
Glyma.12G079800,RAV,no
Glyma.12G081100,RAV,no
Glyma.12G081300,RAV,no
Glyma.12G082100,RAV,no
Glyma.12G084500,RAV,no
Glyma.12G084900,RAV,no
Glyma.12G085500,RAV,no
Glyma.12G085900,RAV,no
Glyma.12G086100,RAV,no
Glyma.12G087100,RAV,no
Glyma.12G087200,RAV,no
Glyma.12G088400,RAV,no
Glyma.12G089900,RAV,no
Glyma.12G091100,RAV,no
Glyma.12G091300,RAV,no
Glyma.12G093100,RAV,no
Glyma.12G094000,RAV,no
Glyma.12G094100,RAV,no
Glyma.12G095100,RAV,no
Glyma.12G095500,RAV,yes
Glyma.12G096300,RAV,no
Glyma.12G097100,RAV,no
Glyma.12G097700,RAV,no
Glyma.12G098600,RAV,yes
Glyma.12G099700,RAV,yes
Glyma.12G101200,RAV,no
Glyma.12G103600,RAV,no
Glyma.12G103800,RAV,no
Glyma.12G105900,RAV,no
Glyma.12G108100,RAV,no
Glyma.12G110100,RAV,no
Glyma.12G114100,RAV,no
Glyma.12G116100,RAV,yes
Glyma.12G116800,RAV,no
Glyma.12G117500,RAV,no
Glyma.12G117900,RAV,no
Glyma.12G120500,RAV,no
Glyma.12G120800,RAV,no
Glyma.12G122400,RAV,yes
Glyma.12G129400,RAV,no
Glyma.12G129500,RAV,no
Glyma.12G130200,RAV,no
Glyma.12G131200,RAV,no
Glyma.12G133700,RAV,no
Glyma.12G135500,RAV,no
Glyma.12G135700,RAV,no
Glyma.12G137700,RAV,no
Glyma.12G141900,RAV,no
Glyma.12G142900,RAV,no
Glyma.12G143200,RAV,no
Glyma.12G143900,RAV,no
Glyma.12G144400,RAV,no
Glyma.12G145400,RAV,no
Glyma.12G147700,RAV,no
Glyma.12G151500,RAV,no
Glyma.12G154300,RAV,no
Glyma.12G155900,RAV,no
Glyma.12G156532,RAV,no
Glyma.12G158460,RAV,no
Glyma.12G161400,RAV,no
Glyma.12G163008,RAV,no
Glyma.12G167800,RAV,no
Glyma.12G169200,RAV,no
Glyma.12G169400,RAV,no
Glyma.12G169500,RAV,no
Glyma.12G169600,RAV,no
Glyma.12G170400,RAV,no
Glyma.12G170900,RAV,no
Glyma.12G172500,RAV,no
Glyma.12G172600,RAV,no
Glyma.12G172800,RAV,no
Glyma.12G173200,RAV,no
Glyma.12G173500,RAV,no
Glyma.12G175800,RAV,no
Glyma.12G179300,RAV,no
Glyma.12G179600,RAV,no
Glyma.12G179800,RAV,no
Glyma.12G180000,RAV,no
Glyma.12G180400,RAV,no
Glyma.12G181500,RAV,no
Glyma.12G181600,RAV,no
Glyma.12G181800,RAV,no
Glyma.12G182100,RAV,no
Glyma.12G183100,RAV,no
Glyma.12G183200,RAV,no
Glyma.12G184300,RAV,no
Glyma.12G185400,RAV,no
Glyma.12G186400,RAV,no
Glyma.12G186800,RAV,no
Glyma.12G187000,RAV,no
Glyma.12G187400,RAV,no
Glyma.12G188900,RAV,no
Glyma.12G189000,RAV,no
Glyma.12G189600,RAV,no
Glyma.12G190700,RAV,no
Glyma.12G191400,RAV,no
Glyma.12G191500,RAV,no
Glyma.12G193800,RAV,no
Glyma.12G194000,RAV,no
Glyma.12G194300,RAV,no
Glyma.12G196200,RAV,no
Glyma.12G197400,RAV,no
Glyma.12G197500,RAV,no
Glyma.12G198800,RAV,yes
Glyma.12G199400,RAV,no
Glyma.12G200200,RAV,no
Glyma.12G200400,RAV,no
Glyma.12G200500,RAV,no
Glyma.12G200600,RAV,no
Glyma.12G200800,RAV,no
Glyma.12G201000,RAV,no
Glyma.12G202500,RAV,no
Glyma.12G203600,RAV,no
Glyma.12G204100,RAV,no
Glyma.12G205000,RAV,no
Glyma.12G206700,RAV,no
Glyma.12G206800,RAV,no
Glyma.12G207400,RAV,no
Glyma.12G208400,RAV,yes
Glyma.12G209300,RAV,no
Glyma.12G209600,RAV,no
Glyma.12G209800,RAV,no
Glyma.12G210000,RAV,no
Glyma.12G210600,RAV,no
Glyma.12G212100,RAV,no
Glyma.12G212300,RAV,no
Glyma.12G212500,RAV,no
Glyma.12G214100,RAV,no
Glyma.12G215100,RAV,no
Glyma.12G215200,RAV,no
Glyma.12G215300,RAV,no
Glyma.12G216100,RAV,no
Glyma.12G217500,RAV,no
Glyma.12G218200,RAV,no
Glyma.12G218300,RAV,no
Glyma.12G219300,RAV,no
Glyma.12G219400,RAV,yes
Glyma.12G221900,RAV,no
Glyma.12G222000,RAV,no
Glyma.12G222200,RAV,no
Glyma.12G222400,RAV,no
Glyma.12G223200,RAV,no
Glyma.12G224000,RAV,no
Glyma.12G224600,RAV,yes
Glyma.12G225700,RAV,no
Glyma.12G225800,RAV,no
Glyma.12G226100,RAV,no
Glyma.12G226600,RAV,no
Glyma.12G227400,RAV,no
Glyma.12G227700,RAV,no
Glyma.12G227800,RAV,no
Glyma.12G229000,RAV,no
Glyma.12G229200,RAV,no
Glyma.12G233500,RAV,no
Glyma.12G234500,RAV,no
Glyma.12G234600,RAV,no
Glyma.12G235100,RAV,no
Glyma.12G235500,RAV,no
Glyma.12G236500,RAV,no
Glyma.12G238200,RAV,no
Glyma.12G239400,RAV,no
Glyma.12G240600,RAV,no
Glyma.12G240900,RAV,no
Glyma.13G001500,RAV,no
Glyma.13G003200,RAV,yes
Glyma.13G005100,RAV,no
Glyma.13G005500,RAV,no
Glyma.13G007200,RAV,no
Glyma.13G009100,RAV,no
Glyma.13G026901,RAV,no
Glyma.13G027300,RAV,no
Glyma.13G028100,RAV,no
Glyma.13G029200,RAV,no
Glyma.13G030700,RAV,yes
Glyma.13G030900,RAV,no
Glyma.13G032000,RAV,no
Glyma.13G032100,RAV,no
Glyma.13G032600,RAV,no
Glyma.13G032700,RAV,no
Glyma.13G033900,RAV,no
Glyma.13G034600,RAV,no
Glyma.13G035700,RAV,no
