geneId,FC,FC_Type,cluster
Glyma.06G310800,0.73008894,R1_FC,cluster9
Glyma.06G311100,0.873962295,R1_FC,cluster9
Glyma.06G312300,0.577201406,R1_FC,cluster9
Glyma.06G313700,-0.620066097,R1_FC,cluster3
Glyma.06G315100,6.838138683,R1_FC,cluster2
Glyma.06G317100,3.403818649,R1_FC,cluster7
Glyma.06G317200,1.453643022,R1_FC,cluster4
Glyma.06G317500,0.861688784,R1_FC,cluster9
Glyma.06G317700,0.933702029,R1_FC,cluster9
Glyma.06G317800,1.998770583,R1_FC,cluster4
Glyma.06G318400,1.738479246,R1_FC,cluster4
Glyma.06G319460,0.945729256,R1_FC,cluster9
Glyma.06G319520,2.551341017,R1_FC,cluster4
Glyma.06G319640,2.767027883,R1_FC,cluster4
Glyma.06G319700,2.47114268,R1_FC,cluster4
Glyma.06G320100,0.454409848,R1_FC,cluster9
Glyma.06G321900,-0.723929079,R1_FC,cluster3
Glyma.06G324500,0.162090528,R1_FC,cluster9
Glyma.07G000300,0.31792877,R1_FC,cluster9
Glyma.07G006200,1.865564054,R1_FC,cluster7
Glyma.07G007500,1.396044756,R1_FC,cluster4
Glyma.07G011000,-0.438372952,R1_FC,cluster3
Glyma.07G013200,-0.271831447,R1_FC,cluster3
Glyma.07G013700,2.114298413,R1_FC,cluster7
Glyma.07G013800,-1.163439887,R1_FC,cluster3
Glyma.07G014400,0.205952547,R1_FC,cluster9
Glyma.07G014600,-1.649267872,R1_FC,cluster3
Glyma.07G015800,1.992581726,R1_FC,cluster4
Glyma.07G016800,-0.450791749,R1_FC,cluster6
Glyma.07G018000,-0.674678096,R1_FC,cluster3
Glyma.07G018600,-1.002143833,R1_FC,cluster3
Glyma.07G018700,0.381566893,R1_FC,cluster9
Glyma.07G019100,1.014124588,R1_FC,cluster9
Glyma.07G019400,-0.536730022,R1_FC,cluster3
Glyma.07G019700,-0.80806559,R1_FC,cluster3
Glyma.07G020200,0.231605686,R1_FC,cluster9
Glyma.07G021600,0.592924596,R1_FC,cluster9
Glyma.07G022000,-0.653660696,R1_FC,cluster3
Glyma.07G023000,-1.775316752,R1_FC,cluster6
Glyma.07G023300,3.18632532,R1_FC,cluster4
Glyma.07G023500,1.235880001,R1_FC,cluster9
Glyma.07G023600,1.852485566,R1_FC,cluster4
Glyma.07G025600,-0.355092573,R1_FC,cluster3
Glyma.07G027900,-0.75972956,R1_FC,cluster3
Glyma.07G028600,0.540750134,R1_FC,cluster9
Glyma.07G028800,-0.549482675,R1_FC,cluster3
Glyma.07G028900,-1.683952865,R1_FC,cluster6
Glyma.07G031000,0.605945058,R1_FC,cluster9
Glyma.07G032500,1.217478492,R1_FC,cluster9
Glyma.07G032800,0.323578185,R1_FC,cluster9
Glyma.07G033100,0.478436786,R1_FC,cluster9
Glyma.07G034400,-0.893028611,R1_FC,cluster3
Glyma.07G035000,0.534845367,R1_FC,cluster9
Glyma.07G035200,0.667402375,R1_FC,cluster9
Glyma.07G035600,0.905750527,R1_FC,cluster9
Glyma.07G036200,-0.677284507,R1_FC,cluster3
Glyma.07G037000,0.840262081,R1_FC,cluster9
Glyma.07G039300,-0.691152171,R1_FC,cluster3
Glyma.07G039700,4.000305388,R1_FC,cluster8
Glyma.07G039800,-0.556454226,R1_FC,cluster3
Glyma.07G040900,-0.44210703,R1_FC,cluster3
Glyma.07G041400,0.853524478,R1_FC,cluster9
Glyma.07G042000,0.512437712,R1_FC,cluster9
Glyma.07G043700,0.612716946,R1_FC,cluster9
Glyma.07G044100,3.632897518,R1_FC,cluster8
Glyma.07G044200,1.596609467,R1_FC,cluster4
Glyma.07G045600,0.621601103,R1_FC,cluster9
Glyma.07G045900,0.733516108,R1_FC,cluster9
Glyma.07G047100,-0.383279801,R1_FC,cluster3
Glyma.07G047500,0.427693497,R1_FC,cluster9
Glyma.07G047600,-0.686969729,R1_FC,cluster3
Glyma.07G048300,0.705072048,R1_FC,cluster9
Glyma.07G048702,1.351468961,R1_FC,cluster9
Glyma.07G048800,5.299634475,R1_FC,cluster2
Glyma.07G048900,4.076739377,R1_FC,cluster8
Glyma.07G049400,-0.444577442,R1_FC,cluster3
Glyma.07G049600,-0.364875662,R1_FC,cluster3
Glyma.07G049900,-1.319505909,R1_FC,cluster6
Glyma.07G051200,4.599498924,R1_FC,cluster2
Glyma.07G051700,-0.549445391,R1_FC,cluster3
Glyma.07G052400,1.03724546,R1_FC,cluster4
Glyma.07G052500,-1.129134952,R1_FC,cluster3
Glyma.07G052700,1.691087566,R1_FC,cluster5
Glyma.07G052800,-0.788914726,R1_FC,cluster3
Glyma.07G052900,0.82550014,R1_FC,cluster9
Glyma.07G053300,1.026285161,R1_FC,cluster9
Glyma.07G054000,1.825077651,R1_FC,cluster4
Glyma.07G054800,-0.772126589,R1_FC,cluster6
Glyma.07G055300,1.57342669,R1_FC,cluster4
Glyma.07G055800,-0.658111514,R1_FC,cluster3
Glyma.07G055900,0.505785597,R1_FC,cluster9
Glyma.07G057400,2.274900053,R1_FC,cluster4
Glyma.07G057600,-0.491497576,R1_FC,cluster3
Glyma.07G057700,0.594592147,R1_FC,cluster9
Glyma.07G059600,-2.059505311,R1_FC,cluster6
Glyma.07G059800,-0.700355925,R1_FC,cluster3
Glyma.07G062100,-0.252305788,R1_FC,cluster3
Glyma.07G065800,0.625757489,R1_FC,cluster9
Glyma.07G066800,0.551012907,R1_FC,cluster9
Glyma.07G067400,0.232501708,R1_FC,cluster9
Glyma.07G067900,1.67511504,R1_FC,cluster4
Glyma.07G068700,0.545020061,R1_FC,cluster9
Glyma.07G069600,-1.054698217,R1_FC,cluster3
Glyma.07G069900,-0.592934489,R1_FC,cluster3
Glyma.07G071000,-0.89907773,R1_FC,cluster3
Glyma.07G073500,0.323341356,R1_FC,cluster9
Glyma.07G073900,1.570622274,R1_FC,cluster4
Glyma.07G074100,3.441063731,R1_FC,cluster7
Glyma.07G076000,-0.665616187,R1_FC,cluster3
Glyma.07G076200,1.871029157,R1_FC,cluster7
Glyma.07G076600,1.163538116,R1_FC,cluster5
Glyma.07G077600,1.173580912,R1_FC,cluster9
Glyma.07G079600,3.808191736,R1_FC,cluster4
Glyma.07G080700,1.00643245,R1_FC,cluster9
Glyma.07G082600,-0.757200767,R1_FC,cluster3
Glyma.07G083000,2.0868064,R1_FC,cluster4
Glyma.07G083700,2.533184729,R1_FC,cluster8
Glyma.07G083900,2.279363786,R1_FC,cluster4
Glyma.07G084000,0.294389467,R1_FC,cluster9
Glyma.07G084100,-0.504988795,R1_FC,cluster3
Glyma.07G085300,0.740288004,R1_FC,cluster7
Glyma.07G086400,-0.665326939,R1_FC,cluster3
Glyma.07G087200,1.893755367,R1_FC,cluster7
Glyma.07G088200,2.228066732,R1_FC,cluster7
Glyma.07G088600,-0.983711416,R1_FC,cluster3
Glyma.07G089000,0.412525737,R1_FC,cluster9
Glyma.07G089200,-0.702546948,R1_FC,cluster3
Glyma.07G089500,-1.216077665,R1_FC,cluster6
Glyma.07G090000,0.920410482,R1_FC,cluster9
Glyma.07G090800,-0.275065825,R1_FC,cluster3
Glyma.07G091600,1.188214507,R1_FC,cluster9
Glyma.07G091800,0.525039793,R1_FC,cluster9
Glyma.07G092400,0.599544338,R1_FC,cluster9
Glyma.07G093000,-0.015518655,R1_FC,cluster9
Glyma.07G093400,-0.897869798,R1_FC,cluster3
Glyma.07G094200,0.943694146,R1_FC,cluster7
Glyma.07G095000,1.368113276,R1_FC,cluster7
Glyma.07G095900,1.127005634,R1_FC,cluster9
Glyma.07G096300,1.115192094,R1_FC,cluster9
Glyma.07G097200,-1.88443268,R1_FC,cluster3
Glyma.07G097700,-0.501961772,R1_FC,cluster3
Glyma.07G098900,2.028102954,R1_FC,cluster1
Glyma.07G098951,1.364575033,R1_FC,cluster4
Glyma.07G099000,2.597668762,R1_FC,cluster1
Glyma.07G099300,-0.981723758,R1_FC,cluster6
Glyma.07G099500,0.828655269,R1_FC,cluster9
Glyma.07G100500,1.835556748,R1_FC,cluster4
Glyma.07G101800,1.792687377,R1_FC,cluster4
Glyma.07G102700,-0.691463373,R1_FC,cluster3
Glyma.07G105700,0.965689782,R1_FC,cluster9
Glyma.07G106000,3.73965072,R1_FC,cluster8
Glyma.07G108000,-1.187237119,R1_FC,cluster6
Glyma.07G109200,2.038579876,R1_FC,cluster4
Glyma.07G110200,0.34576404,R1_FC,cluster9
Glyma.07G110300,2.674920325,R1_FC,cluster1
Glyma.07G110600,0.548879089,R1_FC,cluster9
Glyma.07G112000,-0.96921826,R1_FC,cluster3
Glyma.07G115900,0.281810912,R1_FC,cluster9
Glyma.07G116000,-0.185017005,R1_FC,cluster3
Glyma.07G119700,1.173038664,R1_FC,cluster7
Glyma.07G119800,0.948595519,R1_FC,cluster9
Glyma.07G120900,2.360841814,R1_FC,cluster4
Glyma.07G124500,1.561149639,R1_FC,cluster4
Glyma.07G126000,-0.660000781,R1_FC,cluster3
Glyma.07G127100,1.170284066,R1_FC,cluster9
Glyma.07G128300,0.513577676,R1_FC,cluster9
Glyma.07G129000,1.328447343,R1_FC,cluster9
Glyma.07G130300,-0.276669197,R1_FC,cluster3
Glyma.07G133500,-0.703992231,R1_FC,cluster3
Glyma.07G133800,2.004783082,R1_FC,cluster4
Glyma.07G135300,-0.844392471,R1_FC,cluster3
Glyma.07G136500,-0.351329552,R1_FC,cluster3
Glyma.07G136650,2.844968649,R1_FC,cluster9
Glyma.07G136800,3.253080282,R1_FC,cluster7
Glyma.07G137300,-0.273193041,R1_FC,cluster3
Glyma.07G138000,-0.71155233,R1_FC,cluster3
Glyma.07G139200,0.976336186,R1_FC,cluster9
Glyma.07G139700,5.453660166,R1_FC,cluster2
Glyma.07G139800,3.991304533,R1_FC,cluster8
Glyma.07G139900,5.510427961,R1_FC,cluster4
Glyma.07G140000,5.025297762,R1_FC,cluster2
Glyma.07G140100,0.869750123,R1_FC,cluster4
Glyma.07G140400,1.9686057,R1_FC,cluster4
Glyma.07G140700,3.489070206,R1_FC,cluster1
Glyma.07G141300,1.884906727,R1_FC,cluster4
Glyma.07G142600,5.524051452,R1_FC,cluster2
Glyma.07G143200,0.870199749,R1_FC,cluster9
Glyma.07G145700,2.949335984,R1_FC,cluster7
Glyma.07G146800,-0.729676244,R1_FC,cluster3
Glyma.07G149151,0.591559519,R1_FC,cluster9
Glyma.07G150800,-0.15304138,R1_FC,cluster3
Glyma.07G151900,5.138776408,R1_FC,cluster2
Glyma.07G152700,0.377632844,R1_FC,cluster9
Glyma.07G153100,1.520709528,R1_FC,cluster4
Glyma.07G153500,2.5344951,R1_FC,cluster8
Glyma.07G153800,2.549351484,R1_FC,cluster4
Glyma.07G155500,1.854279451,R1_FC,cluster4
Glyma.07G156000,-0.728496989,R1_FC,cluster3
Glyma.07G157100,-1.956667904,R1_FC,cluster6
Glyma.07G163200,1.743079691,R1_FC,cluster4
Glyma.07G163600,-1.531351584,R1_FC,cluster3
Glyma.07G165700,1.303814877,R1_FC,cluster9
Glyma.07G166800,-1.446215515,R1_FC,cluster3
Glyma.07G167000,-1.286554033,R1_FC,cluster6
Glyma.07G168900,1.404695211,R1_FC,cluster4
Glyma.07G171600,1.288212285,R1_FC,cluster9
Glyma.07G173000,2.088066677,R1_FC,cluster4
Glyma.07G173700,-0.431119644,R1_FC,cluster3
Glyma.07G174000,-0.681709718,R1_FC,cluster3
Glyma.07G174100,0.404519637,R1_FC,cluster9
Glyma.07G174800,0.602543851,R1_FC,cluster9
Glyma.07G177600,2.500889835,R1_FC,cluster4
Glyma.07G178100,1.974180387,R1_FC,cluster7
Glyma.07G179900,4.448665811,R1_FC,cluster4
Glyma.07G180900,-0.586255066,R1_FC,cluster3
Glyma.07G181500,-0.394740482,R1_FC,cluster3
Glyma.07G182200,-0.371301784,R1_FC,cluster3
Glyma.07G183200,-1.564462133,R1_FC,cluster3
Glyma.07G183600,0.143418779,R1_FC,cluster9
Glyma.07G184300,0.616014883,R1_FC,cluster9
Glyma.07G184700,1.265613765,R1_FC,cluster4
Glyma.07G185400,-1.256433513,R1_FC,cluster3
Glyma.07G185500,1.432904366,R1_FC,cluster4
Glyma.07G185800,0.573072733,R1_FC,cluster9
Glyma.07G187500,0.513939008,R1_FC,cluster9
Glyma.07G188800,5.94635733,R1_FC,cluster2
Glyma.07G189200,0.267032381,R1_FC,cluster9
Glyma.07G189500,1.490212887,R1_FC,cluster4
Glyma.07G189700,-0.531592633,R1_FC,cluster3
Glyma.07G189900,0.310845745,R1_FC,cluster9
Glyma.07G190100,1.052589879,R1_FC,cluster9
Glyma.07G192500,0.557457538,R1_FC,cluster9
Glyma.07G193300,-2.397434076,R1_FC,cluster6
Glyma.07G195300,2.824646883,R1_FC,cluster7
Glyma.07G196000,-0.179988494,R1_FC,cluster3
Glyma.07G198200,0.425450975,R1_FC,cluster9
Glyma.07G200200,-0.590702314,R1_FC,cluster6
Glyma.07G200300,-1.176663051,R1_FC,cluster6
Glyma.07G200500,-3.620096179,R1_FC,cluster6
Glyma.07G201000,-0.81906805,R1_FC,cluster3
Glyma.07G201100,-0.485506409,R1_FC,cluster3
Glyma.07G201300,-0.433340953,R1_FC,cluster3
Glyma.07G201600,-0.473605292,R1_FC,cluster3
Glyma.07G202300,2.56785723,R1_FC,cluster4
Glyma.07G204000,0.714410125,R1_FC,cluster9
Glyma.07G205200,1.177469573,R1_FC,cluster4
Glyma.07G205800,0.784815088,R1_FC,cluster7
Glyma.07G206100,-0.220934846,R1_FC,cluster3
Glyma.07G206400,-0.595655764,R1_FC,cluster3
Glyma.07G208000,1.261123337,R1_FC,cluster4
Glyma.07G208300,0.660024527,R1_FC,cluster9
Glyma.07G209100,-0.838486441,R1_FC,cluster6
Glyma.07G209200,-0.493538584,R1_FC,cluster3
Glyma.07G211300,-0.70542563,R1_FC,cluster3
Glyma.07G211900,0.404743241,R1_FC,cluster9
Glyma.07G212300,-0.288790524,R1_FC,cluster3
Glyma.07G212800,2.398342121,R1_FC,cluster4
Glyma.07G215000,-0.473791436,R1_FC,cluster3
Glyma.07G215500,3.291718123,R1_FC,cluster8
Glyma.07G216400,2.391134372,R1_FC,cluster7
Glyma.07G220300,-1.644428437,R1_FC,cluster6
Glyma.07G221900,-1.140702831,R1_FC,cluster3
Glyma.07G223000,-0.517701292,R1_FC,cluster3
Glyma.07G226567,-0.820296842,R1_FC,cluster3
Glyma.07G226633,-0.829733389,R1_FC,cluster3
Glyma.07G227700,-0.951457768,R1_FC,cluster3
Glyma.07G228200,-0.480354099,R1_FC,cluster3
Glyma.07G229100,3.096100569,R1_FC,cluster7
Glyma.07G231800,0.461607714,R1_FC,cluster9
Glyma.07G233500,0.671702943,R1_FC,cluster9
Glyma.07G233600,1.246914856,R1_FC,cluster7
Glyma.07G233900,0.926566146,R1_FC,cluster9
Glyma.07G234300,0.451740321,R1_FC,cluster9
Glyma.07G234800,2.066765288,R1_FC,cluster4
Glyma.07G235500,1.237094779,R1_FC,cluster4
Glyma.07G237500,-1.405578561,R1_FC,cluster3
Glyma.07G238300,-0.292962679,R1_FC,cluster3
Glyma.07G239700,-0.92900331,R1_FC,cluster3
Glyma.07G242000,0.568910829,R1_FC,cluster9
Glyma.07G242100,0.723127323,R1_FC,cluster9
Glyma.07G242400,-3.595470438,R1_FC,cluster6
Glyma.07G243400,0.662701657,R1_FC,cluster9
Glyma.07G243500,4.67870226,R1_FC,cluster8
Glyma.07G243600,4.87797744,R1_FC,cluster8
Glyma.07G243651,4.171058127,R1_FC,cluster8
Glyma.07G243900,3.580779375,R1_FC,cluster8
Glyma.07G245000,0.653509329,R1_FC,cluster9
Glyma.07G247200,0.846826923,R1_FC,cluster9
Glyma.07G248000,1.102457571,R1_FC,cluster9
Glyma.07G248600,3.65025084,R1_FC,cluster7
Glyma.07G251300,1.156727412,R1_FC,cluster4
Glyma.07G252000,-0.481222951,R1_FC,cluster3
Glyma.07G252900,-0.704328586,R1_FC,cluster3
Glyma.07G253100,-0.787904754,R1_FC,cluster3
Glyma.07G253700,-1.598629813,R1_FC,cluster3
Glyma.07G254700,1.717316499,R1_FC,cluster5
Glyma.07G255700,2.657769857,R1_FC,cluster4
Glyma.07G256100,0.832987586,R1_FC,cluster9
Glyma.07G256200,0.634753957,R1_FC,cluster9
Glyma.07G256300,3.114603563,R1_FC,cluster7
Glyma.07G257500,-0.651041571,R1_FC,cluster3
Glyma.07G257900,-0.191328973,R1_FC,cluster3
Glyma.07G258200,2.893449252,R1_FC,cluster8
Glyma.07G259300,0.218179261,R1_FC,cluster9
Glyma.07G260300,-0.262168499,R1_FC,cluster3
Glyma.07G261500,1.338904852,R1_FC,cluster4
Glyma.07G261800,-0.248566831,R1_FC,cluster3
Glyma.07G261900,0.566053945,R1_FC,cluster9
Glyma.07G262100,-0.717004768,R1_FC,cluster3
Glyma.07G262500,-1.103652449,R1_FC,cluster6
Glyma.07G262700,3.146078605,R1_FC,cluster8
Glyma.07G263400,-0.191727248,R1_FC,cluster3
Glyma.07G264200,1.213393382,R1_FC,cluster9
Glyma.07G266300,1.213667943,R1_FC,cluster9
Glyma.07G267700,-0.644024763,R1_FC,cluster3
Glyma.07G268900,0.489023346,R1_FC,cluster9
Glyma.07G269200,0.609126423,R1_FC,cluster9
Glyma.07G269600,0.214322968,R1_FC,cluster9
Glyma.07G269700,0.180962264,R1_FC,cluster3
Glyma.07G269900,-0.484003257,R1_FC,cluster3
Glyma.07G270900,-0.497518825,R1_FC,cluster6
Glyma.07G272200,0.360069809,R1_FC,cluster9
Glyma.07G272600,2.459088065,R1_FC,cluster4
Glyma.07G273000,-1.24042468,R1_FC,cluster3
Glyma.07G273600,-0.769356456,R1_FC,cluster3
Glyma.07G273700,-0.642570151,R1_FC,cluster3
Glyma.08G000800,-0.446962302,R1_FC,cluster3
Glyma.08G001600,1.573369194,R1_FC,cluster7
Glyma.08G002000,1.291763905,R1_FC,cluster4
Glyma.08G002100,0.297886563,R1_FC,cluster9
Glyma.08G002500,-1.07939751,R1_FC,cluster3
Glyma.08G002600,1.561347919,R1_FC,cluster9
Glyma.08G003200,0.762569242,R1_FC,cluster9
Glyma.08G003500,-1.946221358,R1_FC,cluster6
Glyma.08G004100,1.083543374,R1_FC,cluster9
Glyma.08G004200,-0.75541092,R1_FC,cluster3
Glyma.08G004300,2.205925062,R1_FC,cluster1
Glyma.08G004400,1.247986603,R1_FC,cluster4
Glyma.08G004800,0.49334828,R1_FC,cluster9
Glyma.08G005600,0.135299944,R1_FC,cluster9
Glyma.08G007200,-0.893264961,R1_FC,cluster3
Glyma.08G009800,1.164907508,R1_FC,cluster9
Glyma.08G010000,-0.814866084,R1_FC,cluster3
Glyma.08G010400,4.48975128,R1_FC,cluster2
Glyma.08G011100,-0.589562153,R1_FC,cluster3
Glyma.08G013800,-0.305506072,R1_FC,cluster3
Glyma.08G014900,0.965551749,R1_FC,cluster9
Glyma.08G015100,-0.50528051,R1_FC,cluster3
Glyma.08G015300,-1.284388633,R1_FC,cluster3
Glyma.08G015700,1.480919137,R1_FC,cluster4
Glyma.08G016100,1.417324257,R1_FC,cluster4
Glyma.08G018000,1.988648092,R1_FC,cluster4
Glyma.08G018100,0.469456369,R1_FC,cluster9
Glyma.08G018300,2.276005969,R1_FC,cluster4
Glyma.08G020800,-0.808459191,R1_FC,cluster3
Glyma.08G021900,3.580176164,R1_FC,cluster7
Glyma.08G022000,-1.089173351,R1_FC,cluster3
Glyma.08G024100,-1.141326401,R1_FC,cluster3
Glyma.08G025400,-1.399438028,R1_FC,cluster3
Glyma.08G025700,0.24039035,R1_FC,cluster9
Glyma.08G026500,0.182704572,R1_FC,cluster9
Glyma.08G026800,-1.390359107,R1_FC,cluster6
Glyma.08G027700,0.355323833,R1_FC,cluster9
Glyma.08G028300,-0.898969633,R1_FC,cluster3
Glyma.08G033100,-1.174387751,R1_FC,cluster6
Glyma.08G034500,2.976174526,R1_FC,cluster1
Glyma.08G034700,0.531942971,R1_FC,cluster9
Glyma.08G035300,0.471147519,R1_FC,cluster9
Glyma.08G036400,-0.504285773,R1_FC,cluster3
Glyma.08G037400,1.393009979,R1_FC,cluster9
Glyma.08G040800,-1.509380001,R1_FC,cluster3
Glyma.08G041100,-0.169572108,R1_FC,cluster3
Glyma.08G041800,-0.482119077,R1_FC,cluster3
Glyma.08G042100,4.303506814,R1_FC,cluster2
Glyma.08G043000,0.567640701,R1_FC,cluster9
Glyma.08G043300,-0.44365713,R1_FC,cluster3
Glyma.08G043800,-0.405072772,R1_FC,cluster3
Glyma.08G044100,-0.382300557,R1_FC,cluster3
Glyma.08G044300,1.930308121,R1_FC,cluster7
Glyma.08G044400,1.946534555,R1_FC,cluster4
Glyma.08G045300,4.016123086,R1_FC,cluster4
Glyma.08G046400,-0.619038485,R1_FC,cluster3
Glyma.08G047100,-0.777481024,R1_FC,cluster3
Glyma.08G048100,0.553328097,R1_FC,cluster9
Glyma.08G050400,4.888100823,R1_FC,cluster4
Glyma.08G051600,0.448477326,R1_FC,cluster9
Glyma.08G052700,1.553702585,R1_FC,cluster4
Glyma.08G052800,-0.959212231,R1_FC,cluster3
Glyma.08G053500,0.991722549,R1_FC,cluster9
Glyma.08G054400,1.333893911,R1_FC,cluster4
Glyma.08G054700,-0.674233737,R1_FC,cluster3
Glyma.08G055000,0.612591077,R1_FC,cluster9
Glyma.08G055200,-0.463732186,R1_FC,cluster6
Glyma.08G055900,1.186504428,R1_FC,cluster9
Glyma.08G056200,0.702527789,R1_FC,cluster9
Glyma.08G056800,-0.99384362,R1_FC,cluster3
Glyma.08G057000,-0.754639712,R1_FC,cluster3
Glyma.08G058400,1.159267872,R1_FC,cluster4
Glyma.08G059300,0.63381217,R1_FC,cluster9
Glyma.08G059900,3.267613012,R1_FC,cluster8
Glyma.08G061800,-0.238273783,R1_FC,cluster3
Glyma.08G063800,-1.208520223,R1_FC,cluster3
Glyma.08G064700,1.948594469,R1_FC,cluster4
Glyma.08G066700,0.597813244,R1_FC,cluster9
Glyma.08G067000,0.189430537,R1_FC,cluster9
Glyma.08G067600,0.944630292,R1_FC,cluster9
Glyma.08G067700,-0.890844534,R1_FC,cluster3
Glyma.08G067741,-0.735965384,R1_FC,cluster3
Glyma.08G069800,-0.701569195,R1_FC,cluster3
Glyma.08G070100,2.208927964,R1_FC,cluster4
Glyma.08G071300,2.339254529,R1_FC,cluster4
Glyma.08G071900,1.020164092,R1_FC,cluster9
Glyma.08G072200,1.631354948,R1_FC,cluster4
Glyma.08G072300,-1.236651881,R1_FC,cluster3
Glyma.08G072400,0.187771178,R1_FC,cluster9
Glyma.08G073600,0.339839499,R1_FC,cluster9
Glyma.08G073700,-0.229526133,R1_FC,cluster3
Glyma.08G074000,-0.527968989,R1_FC,cluster3
Glyma.08G074200,3.22873504,R1_FC,cluster7
Glyma.08G078000,0.849090693,R1_FC,cluster9
Glyma.08G078900,6.387452028,R1_FC,cluster2
Glyma.08G080600,-1.320243398,R1_FC,cluster6
Glyma.08G080900,0.663391361,R1_FC,cluster9
Glyma.08G081700,-0.534417699,R1_FC,cluster3
Glyma.08G082200,-1.442142539,R1_FC,cluster3
Glyma.08G082400,2.162840874,R1_FC,cluster4
Glyma.08G082900,-0.504609626,R1_FC,cluster3
Glyma.08G083300,1.833337556,R1_FC,cluster4
Glyma.08G083800,3.188785107,R1_FC,cluster8
Glyma.08G084300,-0.209334094,R1_FC,cluster3
Glyma.08G084600,-0.831526319,R1_FC,cluster3
Glyma.08G084800,-0.463259499,R1_FC,cluster3
Glyma.08G085000,-1.014618894,R1_FC,cluster3
Glyma.08G085500,-0.509026194,R1_FC,cluster3
Glyma.08G086000,-0.298023771,R1_FC,cluster3
Glyma.08G086600,-1.242049541,R1_FC,cluster3
Glyma.08G087900,2.747303144,R1_FC,cluster1
Glyma.08G088300,-1.077535114,R1_FC,cluster3
Glyma.08G089600,0.466167427,R1_FC,cluster9
Glyma.08G089800,-0.550077207,R1_FC,cluster6
Glyma.08G090400,1.300097112,R1_FC,cluster4
Glyma.08G090800,-0.2539716,R1_FC,cluster3
Glyma.08G091400,5.122221545,R1_FC,cluster2
Glyma.08G091500,5.940598044,R1_FC,cluster2
Glyma.08G091900,1.092698465,R1_FC,cluster4
Glyma.08G092800,3.989888138,R1_FC,cluster7
Glyma.08G094100,0.525421932,R1_FC,cluster9
Glyma.08G094200,-0.680388355,R1_FC,cluster3
Glyma.08G094400,2.696655344,R1_FC,cluster7
Glyma.08G095200,0.4179086,R1_FC,cluster9
Glyma.08G096300,-0.45829929,R1_FC,cluster3
Glyma.08G099200,0.31089243,R1_FC,cluster9
Glyma.08G099900,0.600559064,R1_FC,cluster9
Glyma.08G101500,1.532610903,R1_FC,cluster9
Glyma.08G101800,-0.089097086,R1_FC,cluster3
Glyma.08G104200,-0.932887677,R1_FC,cluster3
Glyma.08G105000,0.380129363,R1_FC,cluster9
Glyma.08G105200,-0.71131792,R1_FC,cluster3
Glyma.08G106000,1.114871837,R1_FC,cluster9
Glyma.08G106900,1.973058276,R1_FC,cluster4
Glyma.08G107500,2.038786726,R1_FC,cluster4
Glyma.08G109000,1.271676103,R1_FC,cluster9
Glyma.08G109200,0.209020182,R1_FC,cluster5
Glyma.08G109400,2.468407309,R1_FC,cluster8
Glyma.08G109500,3.623522026,R1_FC,cluster1
Glyma.08G109900,-0.501921544,R1_FC,cluster6
Glyma.08G110420,4.163068428,R1_FC,cluster8
Glyma.08G110500,3.1631101,R1_FC,cluster1
Glyma.08G112300,-0.695143259,R1_FC,cluster3
Glyma.08G113200,-0.37418179,R1_FC,cluster3
Glyma.08G113400,-1.140448333,R1_FC,cluster3
Glyma.08G113600,1.074834918,R1_FC,cluster4
Glyma.08G114100,4.667363398,R1_FC,cluster4
Glyma.08G114700,2.345869656,R1_FC,cluster1
Glyma.08G115300,1.008161261,R1_FC,cluster9
Glyma.08G118400,-0.660464758,R1_FC,cluster3
Glyma.08G118600,1.100924402,R1_FC,cluster9
Glyma.08G118700,3.268526347,R1_FC,cluster7
Glyma.08G118900,5.048950515,R1_FC,cluster2
Glyma.08G119200,3.76930695,R1_FC,cluster8
Glyma.08G119700,0.834463346,R1_FC,cluster9
Glyma.08G119900,1.024944444,R1_FC,cluster9
Glyma.08G124100,-0.851700649,R1_FC,cluster3
Glyma.08G124300,0.145090315,R1_FC,cluster9
Glyma.08G124600,0.201426065,R1_FC,cluster9
Glyma.08G124800,-0.609929933,R1_FC,cluster3
Glyma.08G124900,-0.973639306,R1_FC,cluster3
Glyma.08G125400,-0.296988385,R1_FC,cluster3
Glyma.08G126100,-0.54401036,R1_FC,cluster3
Glyma.08G126600,0.589945714,R1_FC,cluster9
Glyma.08G126800,-0.798959335,R1_FC,cluster3
Glyma.08G130800,2.032279812,R1_FC,cluster7
Glyma.08G131400,-0.952289763,R1_FC,cluster3
Glyma.08G132300,-0.355481373,R1_FC,cluster3
Glyma.08G132800,0.651562305,R1_FC,cluster9
Glyma.08G133100,3.660194716,R1_FC,cluster5
Glyma.08G133200,0.186053387,R1_FC,cluster9
Glyma.08G133600,-0.913196434,R1_FC,cluster3
Glyma.08G133900,0.360127667,R1_FC,cluster9
Glyma.08G135000,-0.506407406,R1_FC,cluster3
Glyma.08G135100,0.507940326,R1_FC,cluster9
Glyma.08G135200,1.275754757,R1_FC,cluster4
Glyma.08G136200,-0.346418908,R1_FC,cluster3
Glyma.08G137500,-0.520984153,R1_FC,cluster3
Glyma.08G138100,-1.353726495,R1_FC,cluster6
Glyma.08G138200,-1.833476885,R1_FC,cluster6
Glyma.08G138901,2.486070029,R1_FC,cluster5
Glyma.08G139100,-1.099739624,R1_FC,cluster3
Glyma.08G139300,-0.30110092,R1_FC,cluster3
Glyma.08G139800,0.821855929,R1_FC,cluster9
