geneId,Family,cluster
Glyma.18G286500,NA,cluster3
Glyma.18G289100,NA,cluster3
Glyma.18G292600,NA,cluster3
Glyma.18G296300,NA,cluster3
Glyma.18G298500,NA,cluster3
Glyma.18G299700,NA,cluster3
Glyma.19G000400,NA,cluster3
Glyma.19G000900,NA,cluster3
Glyma.19G003800,NA,cluster3
Glyma.19G006100,NA,cluster3
Glyma.19G006400,NA,cluster3
Glyma.19G007800,NA,cluster3
Glyma.19G009400,NA,cluster3
Glyma.19G009700,NA,cluster3
Glyma.19G010100,HD-ZIP,cluster3
Glyma.19G011300,NA,cluster3
Glyma.19G013800,NA,cluster3
Glyma.19G015500,NA,cluster3
Glyma.19G021400,bHLH,cluster3
Glyma.19G023200,Dof,cluster3
Glyma.19G025900,NA,cluster3
Glyma.19G026600,NA,cluster3
Glyma.19G028000,NA,cluster3
Glyma.19G028400,NA,cluster3
Glyma.19G032000,NA,cluster3
Glyma.19G032900,NA,cluster3
Glyma.19G036100,NA,cluster3
Glyma.19G037700,NA,cluster3
Glyma.19G039100,NA,cluster3
Glyma.19G041200,NA,cluster3
Glyma.19G041300,NA,cluster3
Glyma.19G041800,NA,cluster3
Glyma.19G045600,NA,cluster3
Glyma.19G045800,NA,cluster3
Glyma.19G053300,NA,cluster3
Glyma.19G055900,NA,cluster3
Glyma.19G057200,NA,cluster3
Glyma.19G067700,NA,cluster3
Glyma.19G071300,NA,cluster3
Glyma.19G072800,NA,cluster3
Glyma.19G076300,NA,cluster3
Glyma.19G077800,NA,cluster3
Glyma.19G079000,NA,cluster3
Glyma.19G089200,NA,cluster3
Glyma.19G090000,NA,cluster3
Glyma.19G093100,NA,cluster3
Glyma.19G096200,NA,cluster3
Glyma.19G106800,NA,cluster3
Glyma.19G108300,NA,cluster3
Glyma.19G109000,NA,cluster3
Glyma.19G110300,NA,cluster3
Glyma.19G111300,NA,cluster3
Glyma.19G113400,NA,cluster3
Glyma.19G113600,NA,cluster3
Glyma.19G114500,NA,cluster3
Glyma.19G114700,NA,cluster3
Glyma.19G123800,NA,cluster3
Glyma.19G124600,NA,cluster3
Glyma.19G127400,NA,cluster3
Glyma.19G127700,NA,cluster3
Glyma.19G130800,NA,cluster3
Glyma.19G131800,NA,cluster3
Glyma.19G133702,NA,cluster3
Glyma.19G136300,NA,cluster3
Glyma.19G139300,NA,cluster3
Glyma.19G145400,NA,cluster3
Glyma.19G146000,SBP,cluster3
Glyma.19G147900,NA,cluster3
Glyma.19G153700,NA,cluster3
Glyma.19G154100,NA,cluster3
Glyma.19G154700,NA,cluster3
Glyma.19G156700,NA,cluster3
Glyma.19G161100,NA,cluster3
Glyma.19G161400,NA,cluster3
Glyma.19G161600,NA,cluster3
Glyma.19G165300,NA,cluster3
Glyma.19G165400,NA,cluster3
Glyma.19G168300,NA,cluster3
Glyma.19G173600,NA,cluster3
Glyma.19G175800,NA,cluster3
Glyma.19G177700,NA,cluster3
Glyma.19G178200,AP2,cluster3
Glyma.19G181300,NA,cluster3
Glyma.19G186300,NA,cluster3
Glyma.19G190200,NA,cluster3
Glyma.19G192800,NA,cluster3
Glyma.19G193500,NA,cluster3
Glyma.19G194992,NA,cluster3
Glyma.19G196551,NA,cluster3
Glyma.19G196700,NA,cluster3
Glyma.19G203000,NA,cluster3
Glyma.19G204600,NA,cluster3
Glyma.19G207900,NA,cluster3
Glyma.19G209600,NA,cluster3
Glyma.19G210402,NA,cluster3
Glyma.19G211000,NA,cluster3
Glyma.19G215500,NA,cluster3
Glyma.19G216300,NA,cluster3
Glyma.19G220300,NA,cluster3
Glyma.19G222300,NA,cluster3
Glyma.19G224500,NA,cluster3
Glyma.19G224802,NA,cluster3
Glyma.19G226700,NA,cluster3
Glyma.19G229100,NA,cluster3
Glyma.19G231300,NA,cluster3
Glyma.19G232000,NA,cluster3
Glyma.19G232400,NA,cluster3
Glyma.19G233300,NA,cluster3
Glyma.19G234600,NA,cluster3
Glyma.19G237700,NA,cluster3
Glyma.19G241200,NA,cluster3
Glyma.19G244100,NA,cluster3
Glyma.19G244700,NA,cluster3
Glyma.19G251000,NA,cluster3
Glyma.19G252500,NA,cluster3
Glyma.19G257600,NA,cluster3
Glyma.19G257900,NA,cluster3
Glyma.19G258000,NA,cluster3
Glyma.19G260400,NA,cluster3
Glyma.19G260600,NA,cluster3
Glyma.20G005200,NA,cluster3
Glyma.20G005800,C2H2,cluster3
Glyma.20G008600,NA,cluster3
Glyma.20G013600,NA,cluster3
Glyma.20G022200,NA,cluster3
Glyma.20G025700,NA,cluster3
Glyma.20G040600,NA,cluster3
Glyma.20G041000,NA,cluster3
Glyma.20G044800,NA,cluster3
Glyma.20G045500,NA,cluster3
Glyma.20G048900,NA,cluster3
Glyma.20G051900,NA,cluster3
Glyma.20G052900,NA,cluster3
Glyma.20G057500,NA,cluster3
Glyma.20G058000,NA,cluster3
Glyma.20G058100,NA,cluster3
Glyma.20G076300,NA,cluster3
Glyma.20G077300,NA,cluster3
Glyma.20G079400,NA,cluster3
Glyma.20G085900,NA,cluster3
Glyma.20G090400,NA,cluster3
Glyma.20G091100,NA,cluster3
Glyma.20G091200,bHLH,cluster3
Glyma.20G091300,NA,cluster3
Glyma.20G104000,NA,cluster3
Glyma.20G105900,NA,cluster3
Glyma.20G107800,NA,cluster3
Glyma.20G110000,NA,cluster3
Glyma.20G110400,NA,cluster3
Glyma.20G111600,NA,cluster3
Glyma.20G120300,NA,cluster3
Glyma.20G126800,NA,cluster3
Glyma.20G129600,NA,cluster3
Glyma.20G144700,NA,cluster3
Glyma.20G145300,NA,cluster3
Glyma.20G150100,NA,cluster3
Glyma.20G151800,NA,cluster3
Glyma.20G158300,NA,cluster3
Glyma.20G161200,NA,cluster3
Glyma.20G163400,NA,cluster3
Glyma.20G166800,Trihelix,cluster3
Glyma.20G170000,NA,cluster3
Glyma.20G171800,NA,cluster3
Glyma.20G175300,NA,cluster3
Glyma.20G179100,NA,cluster3
Glyma.20G179400,NA,cluster3
Glyma.20G179700,NA,cluster3
Glyma.20G184900,NA,cluster3
Glyma.20G185900,NA,cluster3
Glyma.20G187200,NA,cluster3
Glyma.20G188000,NA,cluster3
Glyma.20G189600,NA,cluster3
Glyma.20G193900,NA,cluster3
Glyma.20G199900,NA,cluster3
Glyma.20G200800,NA,cluster3
Glyma.20G202800,NA,cluster3
Glyma.20G204400,NA,cluster3
Glyma.20G205400,NA,cluster3
Glyma.20G212400,NA,cluster3
Glyma.20G212600,NA,cluster3
Glyma.20G212900,NA,cluster3
Glyma.20G213200,NA,cluster3
Glyma.20G214100,NA,cluster3
Glyma.20G214700,NA,cluster3
Glyma.20G217100,NA,cluster3
Glyma.20G218200,NA,cluster3
Glyma.20G220100,NA,cluster3
Glyma.20G229700,NA,cluster3
Glyma.20G230000,NA,cluster3
Glyma.20G231600,NA,cluster3
Glyma.20G232900,NA,cluster3
Glyma.20G240300,NA,cluster3
Glyma.20G243500,NA,cluster3
Glyma.20G244100,NA,cluster3
Glyma.20G244500,NA,cluster3
Glyma.20G246800,NA,cluster3
Glyma.20G249800,NA,cluster3
Glyma.20G250000,NA,cluster3
Glyma.U003033,NA,cluster3
Glyma.U031115,NA,cluster3
Glyma.U031117,NA,cluster3
Glyma.U031126,NA,cluster3
Glyma.U031515,NA,cluster3
Glyma.U031615,NA,cluster3
Glyma.02G016100,ERF,cluster4
Glyma.04G222400,NA,cluster4
Glyma.06G143000,NA,cluster4
Glyma.10G292200,NA,cluster4
Glyma.19G144700,NA,cluster4
Glyma.07G202300,NA,cluster4
Glyma.13G173500,NA,cluster4
Glyma.03G126000,NA,cluster4
Glyma.04G249000,NAC,cluster4
Glyma.06G114000,NAC,cluster4
Glyma.14G030700,NAC,cluster4
Glyma.14G200200,WRKY,cluster4
Glyma.18G110700,NAC,cluster4
Glyma.20G209700,MYB,cluster4
Glyma.09G071600,NA,cluster4
Glyma.13G112000,NA,cluster4
Glyma.17G030100,NA,cluster4
Glyma.20G241500,NA,cluster4
Glyma.16G047600,ERF,cluster4
Glyma.15G110300,WRKY,cluster4
Glyma.10G058200,NA,cluster4
Glyma.15G003300,WRKY,cluster4
Glyma.03G132700,NA,cluster4
Glyma.01G007300,NA,cluster4
Glyma.01G007500,NA,cluster4
Glyma.01G010500,NA,cluster4
Glyma.01G044100,NA,cluster4
Glyma.01G065800,NA,cluster4
Glyma.01G074600,NA,cluster4
Glyma.01G077000,NA,cluster4
Glyma.01G082802,NA,cluster4
Glyma.01G086900,NA,cluster4
Glyma.01G102600,NA,cluster4
Glyma.01G106000,NA,cluster4
Glyma.01G108700,NA,cluster4
Glyma.01G114400,NA,cluster4
Glyma.01G115500,NA,cluster4
Glyma.01G117900,NA,cluster4
Glyma.01G128100,WRKY,cluster4
Glyma.01G131100,NA,cluster4
Glyma.01G137500,NA,cluster4
Glyma.01G144700,NA,cluster4
Glyma.01G144900,NA,cluster4
Glyma.01G153000,NA,cluster4
Glyma.01G156500,NA,cluster4
Glyma.01G161100,NA,cluster4
Glyma.01G169000,NA,cluster4
Glyma.01G172700,NA,cluster4
Glyma.01G179600,NA,cluster4
Glyma.01G180432,NA,cluster4
Glyma.01G182400,NA,cluster4
Glyma.01G187800,NA,cluster4
Glyma.01G193600,NA,cluster4
Glyma.01G202000,NA,cluster4
Glyma.01G203500,NA,cluster4
Glyma.01G206700,ERF,cluster4
Glyma.01G219400,NA,cluster4
Glyma.01G230900,NA,cluster4
Glyma.01G236500,NA,cluster4
Glyma.01G239500,NA,cluster4
Glyma.01G241700,NA,cluster4
Glyma.02G007400,NA,cluster4
Glyma.02G010900,WRKY,cluster4
Glyma.02G028700,NA,cluster4
Glyma.02G034000,NA,cluster4
Glyma.02G035200,NA,cluster4
Glyma.02G063900,NA,cluster4
Glyma.02G099500,RAV,cluster4
Glyma.02G124600,NA,cluster4
Glyma.02G125900,NA,cluster4
Glyma.02G134000,NA,cluster4
Glyma.02G134500,NA,cluster4
Glyma.02G148400,NA,cluster4
Glyma.02G158700,NA,cluster4
Glyma.02G167600,NA,cluster4
Glyma.02G174700,NA,cluster4
Glyma.02G181500,NA,cluster4
Glyma.02G190900,NA,cluster4
Glyma.02G195400,NA,cluster4
Glyma.02G208400,NA,cluster4
Glyma.02G208500,NA,cluster4
Glyma.02G213500,NA,cluster4
Glyma.02G217600,NA,cluster4
Glyma.02G238800,NA,cluster4
Glyma.02G239900,NA,cluster4
Glyma.02G243600,NA,cluster4
Glyma.02G255400,NA,cluster4
Glyma.02G274400,NA,cluster4
Glyma.02G299100,NA,cluster4
Glyma.02G301800,NA,cluster4
Glyma.03G001500,NA,cluster4
Glyma.03G022800,NA,cluster4
Glyma.03G035300,NA,cluster4
Glyma.03G041300,NA,cluster4
Glyma.03G042600,NA,cluster4
Glyma.03G052400,NA,cluster4
Glyma.03G066800,NA,cluster4
Glyma.03G069300,NA,cluster4
Glyma.03G073702,NA,cluster4
Glyma.03G087500,NA,cluster4
Glyma.03G088800,NA,cluster4
Glyma.03G101000,NA,cluster4
Glyma.03G120700,NA,cluster4
Glyma.03G122500,NA,cluster4
Glyma.03G129300,NA,cluster4
Glyma.03G131600,NA,cluster4
Glyma.03G134800,NA,cluster4
Glyma.03G149400,NA,cluster4
Glyma.03G157700,NA,cluster4
Glyma.03G171500,NA,cluster4
Glyma.03G183300,NA,cluster4
Glyma.03G186300,NA,cluster4
Glyma.03G187500,NA,cluster4
Glyma.03G187700,NA,cluster4
Glyma.03G191300,NA,cluster4
Glyma.03G201600,NA,cluster4
Glyma.03G201700,NA,cluster4
Glyma.03G202400,NA,cluster4
Glyma.03G207400,NA,cluster4
Glyma.03G210500,NA,cluster4
Glyma.03G231700,NA,cluster4
Glyma.03G236300,NA,cluster4
Glyma.03G247500,NA,cluster4
Glyma.03G248400,NA,cluster4
Glyma.03G253200,NA,cluster4
Glyma.03G264300,NA,cluster4
Glyma.04G008567,NA,cluster4
Glyma.04G017200,NA,cluster4
Glyma.04G032800,NA,cluster4
Glyma.04G036300,NA,cluster4
Glyma.04G039500,bHLH,cluster4
Glyma.04G044900,C2H2,cluster4
Glyma.04G050400,NA,cluster4
Glyma.04G052600,NA,cluster4
Glyma.04G063200,NA,cluster4
Glyma.04G076200,WRKY,cluster4
Glyma.04G086300,NA,cluster4
Glyma.04G091600,NA,cluster4
Glyma.04G092100,NA,cluster4
Glyma.04G099000,NA,cluster4
Glyma.04G115700,NA,cluster4
Glyma.04G119700,NA,cluster4
Glyma.04G123700,NA,cluster4
Glyma.04G127100,NA,cluster4
Glyma.04G178500,NA,cluster4
Glyma.04G190400,NA,cluster4
Glyma.04G208300,NAC,cluster4
Glyma.04G209200,NA,cluster4
Glyma.04G209800,NA,cluster4
Glyma.04G217400,ERF,cluster4
Glyma.04G229900,NA,cluster4
Glyma.04G230000,NA,cluster4
Glyma.04G230400,NA,cluster4
Glyma.04G240800,NA,cluster4
Glyma.04G248700,NA,cluster4
Glyma.05G006600,NA,cluster4
Glyma.05G008400,C3H,cluster4
Glyma.05G021700,NA,cluster4
Glyma.05G021900,NA,cluster4
Glyma.05G022600,NA,cluster4
Glyma.05G033600,NA,cluster4
Glyma.05G037500,NA,cluster4
Glyma.05G038000,NA,cluster4
Glyma.05G052800,NA,cluster4
Glyma.05G055100,NA,cluster4
Glyma.05G058100,NA,cluster4
Glyma.05G060900,NA,cluster4
Glyma.05G063600,ERF,cluster4
Glyma.05G127600,WRKY,cluster4
Glyma.05G128200,NA,cluster4
Glyma.05G129200,NA,cluster4
Glyma.05G139500,NA,cluster4
Glyma.05G152200,NA,cluster4
Glyma.05G157000,bZIP,cluster4
Glyma.05G160800,WRKY,cluster4
Glyma.05G161200,NA,cluster4
Glyma.05G169600,NA,cluster4
Glyma.05G173100,NA,cluster4
Glyma.05G189600,NA,cluster4
Glyma.05G196700,NA,cluster4
Glyma.05G197000,NA,cluster4
Glyma.05G209000,NA,cluster4
Glyma.05G209100,NA,cluster4
Glyma.05G215900,WRKY,cluster4
Glyma.05G227400,NA,cluster4
Glyma.05G234500,bHLH,cluster4
Glyma.05G236300,NA,cluster4
Glyma.06G024000,NA,cluster4
Glyma.06G035300,NA,cluster4
Glyma.06G037000,NA,cluster4
Glyma.06G038400,NA,cluster4
Glyma.06G045400,C2H2,cluster4
Glyma.06G068100,NA,cluster4
Glyma.06G077400,WRKY,cluster4
Glyma.06G102000,NA,cluster4
Glyma.06G104600,NA,cluster4
Glyma.06G106100,NA,cluster4
Glyma.06G122600,NA,cluster4
Glyma.06G132700,NA,cluster4
Glyma.06G142200,NA,cluster4
Glyma.06G145100,NA,cluster4
Glyma.06G149120,NA,cluster4
Glyma.06G157400,NAC,cluster4
Glyma.06G166700,NA,cluster4
Glyma.06G184200,NA,cluster4
Glyma.06G184300,NA,cluster4
Glyma.06G186200,NA,cluster4
Glyma.06G188900,NA,cluster4
Glyma.06G191300,NA,cluster4
Glyma.06G191400,NA,cluster4
Glyma.06G193500,NA,cluster4
Glyma.06G202300,NA,cluster4
Glyma.06G255900,NA,cluster4
Glyma.06G258200,NA,cluster4
Glyma.06G258500,NA,cluster4
Glyma.06G259400,NA,cluster4
Glyma.06G259800,NA,cluster4
Glyma.06G265500,GRAS,cluster4
Glyma.06G275900,NA,cluster4
Glyma.06G292100,NA,cluster4
Glyma.06G298700,NA,cluster4
Glyma.06G307700,WRKY,cluster4
Glyma.06G308800,NA,cluster4
Glyma.06G310000,NA,cluster4
Glyma.06G317200,NA,cluster4
Glyma.06G317800,NA,cluster4
Glyma.06G318400,NA,cluster4
Glyma.06G319520,NA,cluster4
Glyma.06G319640,NA,cluster4
Glyma.06G319700,NA,cluster4
Glyma.07G007500,NA,cluster4
Glyma.07G015800,NA,cluster4
Glyma.07G023300,WRKY,cluster4
Glyma.07G023600,NA,cluster4
Glyma.07G044200,NA,cluster4
Glyma.07G052400,NA,cluster4
Glyma.07G054000,MYB,cluster4
Glyma.07G055300,NA,cluster4
Glyma.07G057400,WRKY,cluster4
Glyma.07G067900,NA,cluster4
Glyma.07G073900,NA,cluster4
Glyma.07G079600,NA,cluster4
Glyma.07G083000,NA,cluster4
Glyma.07G083900,NA,cluster4
Glyma.07G098951,NA,cluster4
Glyma.07G100500,NA,cluster4
Glyma.07G101800,NA,cluster4
Glyma.07G109200,NA,cluster4
Glyma.07G120900,NA,cluster4
Glyma.07G124500,NA,cluster4
Glyma.07G133800,NA,cluster4
Glyma.07G139900,NA,cluster4
Glyma.07G140100,NA,cluster4
Glyma.07G140400,NA,cluster4
Glyma.07G141300,NA,cluster4
Glyma.07G153100,NA,cluster4
Glyma.07G153800,NA,cluster4
Glyma.07G155500,NA,cluster4
Glyma.07G163200,NA,cluster4
Glyma.07G168900,NA,cluster4
Glyma.07G173000,NA,cluster4
Glyma.07G177600,NA,cluster4
Glyma.07G179900,NA,cluster4
Glyma.07G184700,NA,cluster4
Glyma.07G185500,NA,cluster4
Glyma.07G189500,NA,cluster4
Glyma.07G205200,NA,cluster4
Glyma.07G208000,bHLH,cluster4
Glyma.07G212800,NA,cluster4
Glyma.07G234800,NA,cluster4
Glyma.07G235500,NA,cluster4
Glyma.07G251300,NA,cluster4
Glyma.07G255700,NA,cluster4
Glyma.07G261500,NA,cluster4
Glyma.07G272600,NA,cluster4
Glyma.08G002000,NA,cluster4
Glyma.08G004400,NA,cluster4
Glyma.08G015700,NA,cluster4
Glyma.08G016100,NA,cluster4
Glyma.08G018000,NA,cluster4
Glyma.08G018300,WRKY,cluster4
Glyma.08G044400,NA,cluster4
Glyma.08G045300,NA,cluster4
Glyma.08G050400,NA,cluster4
Glyma.08G052700,NA,cluster4
Glyma.08G054400,NA,cluster4
Glyma.08G058400,NA,cluster4
Glyma.08G064700,NA,cluster4
Glyma.08G070100,NA,cluster4
Glyma.08G071300,NA,cluster4
Glyma.08G072200,NA,cluster4
Glyma.08G082400,WRKY,cluster4
Glyma.08G083300,NA,cluster4
Glyma.08G090400,NA,cluster4
Glyma.08G091900,NA,cluster4
Glyma.08G106900,NA,cluster4
Glyma.08G107500,NA,cluster4
Glyma.08G113600,NA,cluster4
Glyma.08G114100,NA,cluster4
Glyma.08G135200,CAMTA,cluster4
Glyma.08G142400,WRKY,cluster4
Glyma.08G149800,NA,cluster4
Glyma.08G150800,NA,cluster4
Glyma.08G152500,bHLH,cluster4
Glyma.08G171400,NA,cluster4
Glyma.08G177300,NA,cluster4
Glyma.08G178100,NA,cluster4
Glyma.08G178800,NA,cluster4
Glyma.08G187400,NA,cluster4
Glyma.08G191300,NA,cluster4
Glyma.08G200200,NA,cluster4
Glyma.08G201300,NA,cluster4
Glyma.08G218200,NA,cluster4
Glyma.08G218600,WRKY,cluster4
Glyma.08G227200,NA,cluster4
Glyma.08G244700,NA,cluster4
Glyma.08G249500,NA,cluster4
Glyma.08G255800,NA,cluster4
Glyma.08G264800,NA,cluster4
Glyma.08G282900,NA,cluster4
Glyma.08G294100,NA,cluster4
Glyma.08G306800,NA,cluster4
Glyma.08G330100,NA,cluster4
Glyma.08G330700,NA,cluster4
Glyma.08G339000,NA,cluster4
Glyma.08G352100,NA,cluster4
Glyma.08G352500,NA,cluster4
Glyma.09G005700,WRKY,cluster4
Glyma.09G011200,NA,cluster4
Glyma.09G016400,NA,cluster4
Glyma.09G022400,NA,cluster4
Glyma.09G032100,MYB,cluster4
Glyma.09G042400,NA,cluster4
Glyma.09G042500,NA,cluster4
Glyma.09G050200,NA,cluster4
Glyma.09G056300,NA,cluster4
Glyma.09G061500,NA,cluster4
Glyma.09G080000,WRKY,cluster4
Glyma.09G089700,NA,cluster4
Glyma.09G093050,NA,cluster4
Glyma.09G115800,NA,cluster4
Glyma.09G116300,NA,cluster4
Glyma.09G138100,NA,cluster4
Glyma.09G151400,NA,cluster4
Glyma.09G156900,NA,cluster4
Glyma.09G162400,NA,cluster4
Glyma.09G172100,NA,cluster4
Glyma.09G172500,NA,cluster4
Glyma.09G202700,NA,cluster4
Glyma.09G216400,NA,cluster4
Glyma.09G218300,NA,cluster4
Glyma.09G218600,NA,cluster4
Glyma.09G238900,NA,cluster4
Glyma.09G258000,NA,cluster4
Glyma.10G018700,NA,cluster4
Glyma.10G019000,NA,cluster4
Glyma.10G028900,NA,cluster4
Glyma.10G041400,NA,cluster4
Glyma.10G046900,NA,cluster4
Glyma.10G047100,NA,cluster4
Glyma.10G047700,NA,cluster4
Glyma.10G053000,NA,cluster4
Glyma.10G073600,NA,cluster4
Glyma.10G111700,NA,cluster4
Glyma.10G132300,NA,cluster4
Glyma.10G150400,NA,cluster4
Glyma.10G151300,NA,cluster4
Glyma.10G152200,NA,cluster4
Glyma.10G156500,NA,cluster4
Glyma.10G180800,MYB,cluster4
Glyma.10G181000,NA,cluster4
Glyma.10G182900,NA,cluster4
Glyma.10G194200,ERF,cluster4
Glyma.10G200700,NA,cluster4
Glyma.10G221100,NA,cluster4
Glyma.10G222400,NA,cluster4
Glyma.10G227400,NA,cluster4
Glyma.10G227700,NA,cluster4
Glyma.10G230600,NA,cluster4
Glyma.10G250300,NA,cluster4
Glyma.10G261200,NA,cluster4
Glyma.10G261600,NA,cluster4
Glyma.10G271200,NA,cluster4
Glyma.10G271701,NA,cluster4
Glyma.10G276700,NA,cluster4
Glyma.10G281600,NA,cluster4
Glyma.10G282200,NA,cluster4
Glyma.10G290500,NA,cluster4
Glyma.10G296900,NA,cluster4
Glyma.11G000800,NA,cluster4
Glyma.11G001200,NA,cluster4
Glyma.11G019900,NA,cluster4
Glyma.11G029800,NA,cluster4
Glyma.11G036400,ERF,cluster4
Glyma.11G058100,NA,cluster4
Glyma.11G064600,NA,cluster4
Glyma.11G072000,NA,cluster4
Glyma.11G081000,NA,cluster4
Glyma.11G089300,NA,cluster4
Glyma.11G095100,NA,cluster4
Glyma.11G097100,NA,cluster4
Glyma.11G112800,DBB,cluster4
Glyma.11G119500,NA,cluster4
Glyma.11G120400,NA,cluster4
Glyma.11G121900,NA,cluster4
Glyma.11G150452,NA,cluster4
Glyma.11G179300,NA,cluster4
Glyma.11G180500,NA,cluster4
Glyma.11G194600,NA,cluster4
Glyma.11G216900,NA,cluster4
Glyma.11G221200,NA,cluster4
Glyma.11G222300,NA,cluster4
Glyma.11G223200,NA,cluster4
Glyma.11G225600,NA,cluster4
Glyma.11G230300,NA,cluster4
Glyma.11G239200,ERF,cluster4
Glyma.11G247500,NA,cluster4
Glyma.11G252200,NA,cluster4
Glyma.11G252700,NA,cluster4
Glyma.12G007000,NA,cluster4
Glyma.12G011700,NA,cluster4
Glyma.12G015300,NA,cluster4
Glyma.12G020900,NA,cluster4
Glyma.12G030600,NA,cluster4
Glyma.12G045300,NA,cluster4
Glyma.12G046800,NA,cluster4
Glyma.12G049700,NA,cluster4
Glyma.12G063200,NA,cluster4
Glyma.12G065900,NA,cluster4
Glyma.12G073000,NA,cluster4
Glyma.12G084500,NA,cluster4
Glyma.12G093100,NA,cluster4
Glyma.12G101200,NA,cluster4
Glyma.12G103600,NA,cluster4
Glyma.12G116800,NA,cluster4
Glyma.12G142900,NA,cluster4
Glyma.12G143900,NA,cluster4
Glyma.12G144400,NA,cluster4
Glyma.12G179800,NA,cluster4
Glyma.12G186800,NA,cluster4
Glyma.12G187400,NA,cluster4
Glyma.12G191500,NA,cluster4
Glyma.12G200500,NA,cluster4
Glyma.12G200600,NA,cluster4
Glyma.12G205000,NA,cluster4
Glyma.12G212500,NA,cluster4
Glyma.12G214100,NA,cluster4
Glyma.12G218300,NA,cluster4
Glyma.12G234500,NA,cluster4
Glyma.12G235100,NA,cluster4
Glyma.12G238200,NA,cluster4
Glyma.13G001500,NA,cluster4
Glyma.13G005100,NA,cluster4
Glyma.13G030900,NAC,cluster4
Glyma.13G032100,NA,cluster4
Glyma.13G032600,NA,cluster4
Glyma.13G035800,NA,cluster4
Glyma.13G042300,NA,cluster4
Glyma.13G048800,NA,cluster4
Glyma.13G056100,NA,cluster4
Glyma.13G064300,NA,cluster4
Glyma.13G067900,NA,cluster4
Glyma.13G069200,NA,cluster4
Glyma.13G087900,NA,cluster4
Glyma.13G088000,NA,cluster4
Glyma.13G090300,NA,cluster4
Glyma.13G095200,NA,cluster4
Glyma.13G119000,NA,cluster4
Glyma.13G122300,NA,cluster4
Glyma.13G128100,NA,cluster4
Glyma.13G129000,NA,cluster4
Glyma.13G139500,NA,cluster4
Glyma.13G141900,MYB,cluster4
Glyma.13G149100,NA,cluster4
Glyma.13G149700,Trihelix,cluster4
Glyma.13G152542,NA,cluster4
Glyma.13G158200,NA,cluster4
Glyma.13G164000,NA,cluster4
Glyma.13G195200,NA,cluster4
Glyma.13G196500,NA,cluster4
Glyma.13G205400,NA,cluster4
Glyma.13G217400,NA,cluster4
Glyma.13G225700,HSF,cluster4
Glyma.13G227900,NA,cluster4
Glyma.13G229300,NA,cluster4
Glyma.13G230400,NA,cluster4
Glyma.13G231700,NA,cluster4
Glyma.13G233900,ERF,cluster4
Glyma.13G253300,NA,cluster4
Glyma.13G263800,NA,cluster4
Glyma.13G266100,NA,cluster4
Glyma.13G270100,NA,cluster4
Glyma.13G276100,NA,cluster4
Glyma.13G277500,NA,cluster4
Glyma.13G278400,NA,cluster4
Glyma.13G279200,NA,cluster4
Glyma.13G279900,NAC,cluster4
Glyma.13G280400,NA,cluster4
Glyma.13G283500,NA,cluster4
Glyma.13G283600,NA,cluster4
Glyma.13G284900,NA,cluster4
Glyma.13G294100,NA,cluster4
Glyma.13G301400,NA,cluster4
Glyma.13G301700,NA,cluster4
Glyma.13G301900,NA,cluster4
Glyma.13G303800,NA,cluster4
Glyma.13G310100,WRKY,cluster4
Glyma.13G314100,NA,cluster4
Glyma.13G324534,NA,cluster4
Glyma.13G327500,C2H2,cluster4
Glyma.13G329000,Dof,cluster4
Glyma.13G330800,NA,cluster4
Glyma.13G338400,NA,cluster4
Glyma.13G340500,NA,cluster4
Glyma.13G358900,NA,cluster4
Glyma.13G361900,NA,cluster4
Glyma.13G370100,WRKY,cluster4
Glyma.14G002800,NA,cluster4
Glyma.14G003800,NA,cluster4
Glyma.14G014700,NA,cluster4
Glyma.14G016300,C3H,cluster4
Glyma.14G021000,NA,cluster4
Glyma.14G042000,NA,cluster4
Glyma.14G049000,NA,cluster4
Glyma.14G052600,NA,cluster4
Glyma.14G073100,NA,cluster4
Glyma.14G073200,NA,cluster4
Glyma.14G077500,NA,cluster4
Glyma.14G089054,NA,cluster4
Glyma.14G089072,NA,cluster4
Glyma.14G101100,NA,cluster4
Glyma.14G132400,NA,cluster4
Glyma.14G135400,WRKY,cluster4
Glyma.14G144300,NA,cluster4
Glyma.14G152700,NAC,cluster4
Glyma.14G170900,NA,cluster4
Glyma.14G171800,NA,cluster4
Glyma.14G178700,NA,cluster4
Glyma.14G179200,NA,cluster4
Glyma.14G193700,NA,cluster4
Glyma.14G200300,NA,cluster4
Glyma.14G205600,ERF,cluster4
Glyma.14G206200,NA,cluster4
Glyma.14G207700,NA,cluster4
Glyma.14G211000,NA,cluster4
Glyma.14G212700,NA,cluster4
Glyma.15G011900,NA,cluster4
Glyma.15G013900,NA,cluster4
Glyma.15G028400,NA,cluster4
Glyma.15G036900,GRAS,cluster4
Glyma.15G049533,NA,cluster4
Glyma.15G049600,NA,cluster4
Glyma.15G053700,NA,cluster4
Glyma.15G055700,NA,cluster4
Glyma.15G059800,NA,cluster4
Glyma.15G062500,NA,cluster4
Glyma.15G065200,NA,cluster4
Glyma.15G074600,NA,cluster4
Glyma.15G077100,ERF,cluster4
Glyma.15G079100,ERF,cluster4
Glyma.15G095000,NA,cluster4
Glyma.15G103333,NA,cluster4
Glyma.15G115200,NA,cluster4
Glyma.15G115600,NA,cluster4
Glyma.15G123700,NA,cluster4
Glyma.15G129100,NA,cluster4
