geneId,Family,cluster
Glyma.05G001100,NA,cluster3
Glyma.05G002600,NA,cluster3
Glyma.05G003200,NA,cluster3
Glyma.05G006300,NA,cluster3
Glyma.05G007200,NA,cluster3
Glyma.05G011900,NA,cluster3
Glyma.05G016000,NA,cluster3
Glyma.05G017500,NA,cluster3
Glyma.05G018100,Dof,cluster3
Glyma.05G018300,NA,cluster3
Glyma.05G021500,NA,cluster3
Glyma.05G022500,NA,cluster3
Glyma.05G022900,NA,cluster3
Glyma.05G025300,NA,cluster3
Glyma.05G026200,NA,cluster3
Glyma.05G026900,ZF-HD,cluster3
Glyma.05G027700,NA,cluster3
Glyma.05G028600,NA,cluster3
Glyma.05G030100,NA,cluster3
Glyma.05G032600,NA,cluster3
Glyma.05G034700,NA,cluster3
Glyma.05G034800,NA,cluster3
Glyma.05G035700,NA,cluster3
Glyma.05G036900,NA,cluster3
Glyma.05G037400,NA,cluster3
Glyma.05G039800,NA,cluster3
Glyma.05G039900,NA,cluster3
Glyma.05G040400,NA,cluster3
Glyma.05G043200,NA,cluster3
Glyma.05G045300,GRAS,cluster3
Glyma.05G046900,NA,cluster3
Glyma.05G048000,NA,cluster3
Glyma.05G050100,NA,cluster3
Glyma.05G051300,NA,cluster3
Glyma.05G051700,MYB,cluster3
Glyma.05G052500,NA,cluster3
Glyma.05G052900,NA,cluster3
Glyma.05G055500,NA,cluster3
Glyma.05G062700,HD-ZIP,cluster3
Glyma.05G066100,NA,cluster3
Glyma.05G068000,NA,cluster3
Glyma.05G085000,NA,cluster3
Glyma.05G085400,NA,cluster3
Glyma.05G093000,NA,cluster3
Glyma.05G096800,NA,cluster3
Glyma.05G105000,NA,cluster3
Glyma.05G105100,NA,cluster3
Glyma.05G110200,NA,cluster3
Glyma.05G112100,NA,cluster3
Glyma.05G118300,NA,cluster3
Glyma.05G120100,NA,cluster3
Glyma.05G125800,NA,cluster3
Glyma.05G126100,NA,cluster3
Glyma.05G128000,NA,cluster3
Glyma.05G129100,NA,cluster3
Glyma.05G130400,NA,cluster3
Glyma.05G130500,NA,cluster3
Glyma.05G131800,NA,cluster3
Glyma.05G132200,NA,cluster3
Glyma.05G140600,NA,cluster3
Glyma.05G141000,NA,cluster3
Glyma.05G143800,ARF,cluster3
Glyma.05G146000,NA,cluster3
Glyma.05G147200,NA,cluster3
Glyma.05G149900,NA,cluster3
Glyma.05G151200,NA,cluster3
Glyma.05G154600,NA,cluster3
Glyma.05G155000,NA,cluster3
Glyma.05G155300,NA,cluster3
Glyma.05G156300,NA,cluster3
Glyma.05G156600,NA,cluster3
Glyma.05G158800,NA,cluster3
Glyma.05G161000,NA,cluster3
Glyma.05G166800,NA,cluster3
Glyma.05G167100,NA,cluster3
Glyma.05G168400,NA,cluster3
Glyma.05G168900,NA,cluster3
Glyma.05G169200,NA,cluster3
Glyma.05G172300,NA,cluster3
Glyma.05G174200,NA,cluster3
Glyma.05G177000,NA,cluster3
Glyma.05G179300,NA,cluster3
Glyma.05G181600,NA,cluster3
Glyma.05G182300,NA,cluster3
Glyma.05G183100,NA,cluster3
Glyma.05G183600,NA,cluster3
Glyma.05G184200,NA,cluster3
Glyma.05G191900,NA,cluster3
Glyma.05G192700,NA,cluster3
Glyma.05G193200,NA,cluster3
Glyma.05G193500,NA,cluster3
Glyma.05G194700,NA,cluster3
Glyma.05G195400,NA,cluster3
Glyma.05G197700,NA,cluster3
Glyma.05G202700,NA,cluster3
Glyma.05G203500,NA,cluster3
Glyma.05G204100,SBP,cluster3
Glyma.05G210400,NA,cluster3
Glyma.05G214300,NA,cluster3
Glyma.05G216000,NA,cluster3
Glyma.05G216100,NA,cluster3
Glyma.05G216400,NA,cluster3
Glyma.05G219100,NA,cluster3
Glyma.05G221800,NA,cluster3
Glyma.05G222700,NA,cluster3
Glyma.05G222800,NA,cluster3
Glyma.05G224400,C3H,cluster3
Glyma.05G229500,bHLH,cluster3
Glyma.05G233500,NA,cluster3
Glyma.05G235900,NA,cluster3
Glyma.05G236600,NA,cluster3
Glyma.05G239300,NA,cluster3
Glyma.05G243200,NA,cluster3
Glyma.05G243300,NA,cluster3
Glyma.05G244200,NA,cluster3
Glyma.05G245200,NA,cluster3
Glyma.05G246500,NA,cluster3
Glyma.06G001100,NA,cluster3
Glyma.06G011600,NA,cluster3
Glyma.06G011700,NA,cluster3
Glyma.06G012200,bHLH,cluster3
Glyma.06G012900,NA,cluster3
Glyma.06G014500,NA,cluster3
Glyma.06G015000,NA,cluster3
Glyma.06G015900,NA,cluster3
Glyma.06G018500,NA,cluster3
Glyma.06G020400,NA,cluster3
Glyma.06G025100,NA,cluster3
Glyma.06G027700,NA,cluster3
Glyma.06G029900,NA,cluster3
Glyma.06G030500,NA,cluster3
Glyma.06G032100,NA,cluster3
Glyma.06G039700,NA,cluster3
Glyma.06G043400,NA,cluster3
Glyma.06G049500,NA,cluster3
Glyma.06G054200,NA,cluster3
Glyma.06G055500,NA,cluster3
Glyma.06G055900,NA,cluster3
Glyma.06G059500,NA,cluster3
Glyma.06G061200,NA,cluster3
Glyma.06G067400,NA,cluster3
Glyma.06G071600,NA,cluster3
Glyma.06G073000,NA,cluster3
Glyma.06G073900,NA,cluster3
Glyma.06G076100,NA,cluster3
Glyma.06G082800,NA,cluster3
Glyma.06G083600,NA,cluster3
Glyma.06G090700,NA,cluster3
Glyma.06G091700,NA,cluster3
Glyma.06G100600,NA,cluster3
Glyma.06G102400,NA,cluster3
Glyma.06G105700,NA,cluster3
Glyma.06G107700,NA,cluster3
Glyma.06G109300,NA,cluster3
Glyma.06G110400,NA,cluster3
Glyma.06G115300,NA,cluster3
Glyma.06G119400,NA,cluster3
Glyma.06G119500,NA,cluster3
Glyma.06G122400,NA,cluster3
Glyma.06G124500,NA,cluster3
Glyma.06G124800,NA,cluster3
Glyma.06G125300,NA,cluster3
Glyma.06G126100,NA,cluster3
Glyma.06G127900,NA,cluster3
Glyma.06G129300,NA,cluster3
Glyma.06G130900,NA,cluster3
Glyma.06G131300,NA,cluster3
Glyma.06G136700,NA,cluster3
Glyma.06G139500,NA,cluster3
Glyma.06G140000,NA,cluster3
Glyma.06G141100,NA,cluster3
Glyma.06G141200,NA,cluster3
Glyma.06G143100,NA,cluster3
Glyma.06G144100,NA,cluster3
Glyma.06G146900,NA,cluster3
Glyma.06G147200,NA,cluster3
Glyma.06G150100,NA,cluster3
Glyma.06G150300,NA,cluster3
Glyma.06G153400,NA,cluster3
Glyma.06G155500,NA,cluster3
Glyma.06G158200,NA,cluster3
Glyma.06G158400,NA,cluster3
Glyma.06G159800,NA,cluster3
Glyma.06G159900,NA,cluster3
Glyma.06G162700,NA,cluster3
Glyma.06G164300,NA,cluster3
Glyma.06G168600,SBP,cluster3
Glyma.06G169100,NA,cluster3
Glyma.06G169700,NA,cluster3
Glyma.06G170100,NA,cluster3
Glyma.06G170800,NA,cluster3
Glyma.06G171500,NA,cluster3
Glyma.06G176900,NA,cluster3
Glyma.06G182200,Dof,cluster3
Glyma.06G182900,NA,cluster3
Glyma.06G184800,NA,cluster3
Glyma.06G189900,NA,cluster3
Glyma.06G190200,HD-ZIP,cluster3
Glyma.06G190300,NA,cluster3
Glyma.06G191200,NA,cluster3
Glyma.06G196300,NA,cluster3
Glyma.06G196400,NA,cluster3
Glyma.06G198100,NA,cluster3
Glyma.06G201200,NA,cluster3
Glyma.06G204200,NA,cluster3
Glyma.06G211600,NA,cluster3
Glyma.06G221400,NA,cluster3
Glyma.06G221600,NA,cluster3
Glyma.06G222000,NA,cluster3
Glyma.06G223700,NA,cluster3
Glyma.06G236200,NA,cluster3
Glyma.06G242900,NA,cluster3
Glyma.06G245200,NA,cluster3
Glyma.06G249300,NA,cluster3
Glyma.06G260000,bHLH,cluster3
Glyma.06G277500,NA,cluster3
Glyma.06G277600,NA,cluster3
Glyma.06G283400,NA,cluster3
Glyma.06G284900,bZIP,cluster3
Glyma.06G286700,NA,cluster3
Glyma.06G291500,NA,cluster3
Glyma.06G295100,NA,cluster3
Glyma.06G296200,NA,cluster3
Glyma.06G299100,NA,cluster3
Glyma.06G299400,NA,cluster3
Glyma.06G308000,NA,cluster3
Glyma.06G309000,NA,cluster3
Glyma.06G313700,NA,cluster3
Glyma.06G321900,NA,cluster3
Glyma.07G011000,NA,cluster3
Glyma.07G013200,NA,cluster3
Glyma.07G013800,NA,cluster3
Glyma.07G014600,NA,cluster3
Glyma.07G018000,NA,cluster3
Glyma.07G018600,NA,cluster3
Glyma.07G019400,NA,cluster3
Glyma.07G019700,NA,cluster3
Glyma.07G022000,NA,cluster3
Glyma.07G025600,NA,cluster3
Glyma.07G027900,NA,cluster3
Glyma.07G028800,NA,cluster3
Glyma.07G034400,NA,cluster3
Glyma.07G036200,NF-YA,cluster3
Glyma.07G039300,NA,cluster3
Glyma.07G039800,NA,cluster3
Glyma.07G040900,NA,cluster3
Glyma.07G047100,NA,cluster3
Glyma.07G047600,NA,cluster3
Glyma.07G049400,NA,cluster3
Glyma.07G049600,NA,cluster3
Glyma.07G051700,NA,cluster3
Glyma.07G052500,NA,cluster3
Glyma.07G052800,NA,cluster3
Glyma.07G055800,NA,cluster3
Glyma.07G057600,NA,cluster3
Glyma.07G059800,NA,cluster3
Glyma.07G062100,NA,cluster3
Glyma.07G069600,NA,cluster3
Glyma.07G069900,NA,cluster3
Glyma.07G071000,NA,cluster3
Glyma.07G076000,NA,cluster3
Glyma.07G082600,NA,cluster3
Glyma.07G084100,NA,cluster3
Glyma.07G086400,NA,cluster3
Glyma.07G088600,NA,cluster3
Glyma.07G089200,NA,cluster3
Glyma.07G090800,NA,cluster3
Glyma.07G093400,NA,cluster3
Glyma.07G097200,NA,cluster3
Glyma.07G097700,NA,cluster3
Glyma.07G102700,NA,cluster3
Glyma.07G112000,NA,cluster3
Glyma.07G116000,NA,cluster3
Glyma.07G126000,NA,cluster3
Glyma.07G130300,NA,cluster3
Glyma.07G133500,NA,cluster3
Glyma.07G135300,NA,cluster3
Glyma.07G136500,NA,cluster3
Glyma.07G137300,NA,cluster3
Glyma.07G138000,NA,cluster3
Glyma.07G146800,NA,cluster3
Glyma.07G150800,NA,cluster3
Glyma.07G156000,NA,cluster3
Glyma.07G163600,NA,cluster3
Glyma.07G166800,NA,cluster3
Glyma.07G173700,NA,cluster3
Glyma.07G174000,C2H2,cluster3
Glyma.07G180900,NA,cluster3
Glyma.07G181500,NA,cluster3
Glyma.07G182200,NA,cluster3
Glyma.07G183200,NA,cluster3
Glyma.07G185400,NA,cluster3
Glyma.07G189700,NA,cluster3
Glyma.07G196000,NA,cluster3
Glyma.07G201000,NA,cluster3
Glyma.07G201100,NA,cluster3
Glyma.07G201300,NA,cluster3
Glyma.07G201600,NA,cluster3
Glyma.07G206100,NA,cluster3
Glyma.07G206400,NA,cluster3
Glyma.07G209200,NA,cluster3
Glyma.07G211300,NA,cluster3
Glyma.07G212300,NA,cluster3
Glyma.07G215000,NA,cluster3
Glyma.07G221900,NA,cluster3
Glyma.07G223000,NA,cluster3
Glyma.07G226567,NA,cluster3
Glyma.07G226633,NA,cluster3
Glyma.07G227700,NA,cluster3
Glyma.07G228200,NA,cluster3
Glyma.07G237500,NA,cluster3
Glyma.07G238300,NA,cluster3
Glyma.07G239700,NA,cluster3
Glyma.07G252000,NA,cluster3
Glyma.07G252900,NA,cluster3
Glyma.07G253100,NA,cluster3
Glyma.07G253700,NA,cluster3
Glyma.07G257500,NA,cluster3
Glyma.07G257900,NA,cluster3
Glyma.07G260300,NA,cluster3
Glyma.07G261800,NA,cluster3
Glyma.07G262100,NA,cluster3
Glyma.07G263400,NA,cluster3
Glyma.07G267700,NA,cluster3
Glyma.07G269700,NA,cluster3
Glyma.07G269900,NA,cluster3
Glyma.07G273000,NA,cluster3
Glyma.07G273600,NA,cluster3
Glyma.07G273700,NA,cluster3
Glyma.08G000800,NA,cluster3
Glyma.08G002500,NA,cluster3
Glyma.08G004200,NA,cluster3
Glyma.08G007200,NA,cluster3
Glyma.08G010000,NA,cluster3
Glyma.08G011100,NA,cluster3
Glyma.08G013800,NA,cluster3
Glyma.08G015100,NA,cluster3
Glyma.08G015300,NA,cluster3
Glyma.08G020800,NA,cluster3
Glyma.08G022000,NA,cluster3
Glyma.08G024100,NA,cluster3
Glyma.08G025400,NA,cluster3
Glyma.08G028300,NA,cluster3
Glyma.08G036400,NA,cluster3
Glyma.08G040800,NA,cluster3
Glyma.08G041100,CO-like,cluster3
Glyma.08G041800,NA,cluster3
Glyma.08G043300,NA,cluster3
Glyma.08G043800,NA,cluster3
Glyma.08G044100,NA,cluster3
Glyma.08G046400,NA,cluster3
Glyma.08G047100,NA,cluster3
Glyma.08G052800,NA,cluster3
Glyma.08G056800,C2H2,cluster3
Glyma.08G057000,NA,cluster3
Glyma.08G061800,NA,cluster3
Glyma.08G063800,NA,cluster3
Glyma.08G067700,NA,cluster3
Glyma.08G067741,NA,cluster3
Glyma.08G069800,NA,cluster3
Glyma.08G072300,NA,cluster3
Glyma.08G073700,NA,cluster3
Glyma.08G074000,NA,cluster3
Glyma.08G081700,NA,cluster3
Glyma.08G082200,NA,cluster3
Glyma.08G082900,NA,cluster3
Glyma.08G084300,NA,cluster3
Glyma.08G084600,NA,cluster3
Glyma.08G084800,NA,cluster3
Glyma.08G085000,NA,cluster3
Glyma.08G085500,NA,cluster3
Glyma.08G086000,NA,cluster3
Glyma.08G086600,NA,cluster3
Glyma.08G088300,NA,cluster3
Glyma.08G090800,NA,cluster3
Glyma.08G094200,C2H2,cluster3
Glyma.08G096300,NA,cluster3
Glyma.08G101800,NA,cluster3
Glyma.08G104200,NA,cluster3
Glyma.08G105200,CAMTA,cluster3
Glyma.08G112300,NA,cluster3
Glyma.08G113200,NA,cluster3
Glyma.08G113400,NA,cluster3
Glyma.08G118400,NA,cluster3
Glyma.08G124100,NA,cluster3
Glyma.08G124800,NA,cluster3
Glyma.08G124900,NA,cluster3
Glyma.08G125400,NA,cluster3
Glyma.08G126100,NA,cluster3
Glyma.08G126800,NA,cluster3
Glyma.08G131400,NA,cluster3
Glyma.08G132300,NA,cluster3
Glyma.08G133600,NA,cluster3
Glyma.08G135000,NA,cluster3
Glyma.08G136200,NA,cluster3
Glyma.08G137500,NA,cluster3
Glyma.08G139100,NA,cluster3
Glyma.08G139300,NA,cluster3
Glyma.08G139900,NA,cluster3
Glyma.08G146500,NA,cluster3
Glyma.08G155500,NA,cluster3
Glyma.08G157600,NA,cluster3
Glyma.08G162100,NA,cluster3
Glyma.08G165500,NA,cluster3
Glyma.08G166500,NA,cluster3
Glyma.08G170400,NA,cluster3
Glyma.08G173700,NA,cluster3
Glyma.08G173900,NA,cluster3
Glyma.08G174200,NA,cluster3
Glyma.08G175900,NA,cluster3
Glyma.08G177400,NA,cluster3
Glyma.08G180000,NA,cluster3
Glyma.08G181100,NAC,cluster3
Glyma.08G181200,NA,cluster3
Glyma.08G182900,NA,cluster3
Glyma.08G195300,Dof,cluster3
Glyma.08G201400,NA,cluster3
Glyma.08G202100,GATA,cluster3
Glyma.08G203000,NA,cluster3
Glyma.08G204600,NA,cluster3
Glyma.08G204800,NA,cluster3
Glyma.08G205700,NA,cluster3
Glyma.08G208700,NA,cluster3
Glyma.08G213000,NA,cluster3
Glyma.08G213900,NA,cluster3
Glyma.08G214000,NA,cluster3
Glyma.08G214300,NA,cluster3
Glyma.08G214800,NA,cluster3
Glyma.08G217400,NA,cluster3
Glyma.08G219100,NA,cluster3
Glyma.08G219200,NA,cluster3
Glyma.08G220300,NA,cluster3
Glyma.08G220900,NA,cluster3
Glyma.08G221900,NA,cluster3
Glyma.08G222800,NA,cluster3
Glyma.08G223300,NA,cluster3
Glyma.08G226600,NA,cluster3
Glyma.08G227600,NA,cluster3
Glyma.08G236000,NA,cluster3
Glyma.08G237400,NA,cluster3
Glyma.08G238400,NA,cluster3
Glyma.08G238600,NA,cluster3
Glyma.08G239000,NA,cluster3
Glyma.08G241600,NA,cluster3
Glyma.08G242100,NA,cluster3
Glyma.08G242700,NA,cluster3
Glyma.08G242800,NA,cluster3
Glyma.08G243100,NA,cluster3
Glyma.08G253000,NA,cluster3
Glyma.08G254600,NA,cluster3
Glyma.08G259300,NA,cluster3
Glyma.08G264900,NA,cluster3
Glyma.08G267700,NA,cluster3
Glyma.08G272600,NA,cluster3
Glyma.08G273500,NA,cluster3
Glyma.08G274400,NA,cluster3
Glyma.08G279700,NA,cluster3
Glyma.08G284300,TALE,cluster3
Glyma.08G291000,NA,cluster3
Glyma.08G291600,NA,cluster3
Glyma.08G293300,MYB_related,cluster3
Glyma.08G295500,NA,cluster3
Glyma.08G296400,NA,cluster3
Glyma.08G298700,bHLH,cluster3
Glyma.08G302500,bZIP,cluster3
Glyma.08G302600,NA,cluster3
Glyma.08G303900,bHLH,cluster3
Glyma.08G304000,NA,cluster3
Glyma.08G304200,NA,cluster3
Glyma.08G306200,NA,cluster3
Glyma.08G311600,NA,cluster3
Glyma.08G312800,NA,cluster3
Glyma.08G314800,NA,cluster3
Glyma.08G314900,NA,cluster3
Glyma.08G320400,NA,cluster3
Glyma.08G341100,NA,cluster3
Glyma.08G344100,NA,cluster3
Glyma.08G344800,NA,cluster3
Glyma.08G345400,NA,cluster3
Glyma.08G345800,NA,cluster3
Glyma.08G347400,NA,cluster3
Glyma.08G348101,NA,cluster3
Glyma.08G349900,NA,cluster3
Glyma.08G356800,NA,cluster3
Glyma.08G361200,NA,cluster3
Glyma.09G004300,NA,cluster3
Glyma.09G011100,NA,cluster3
Glyma.09G012000,NA,cluster3
Glyma.09G015100,NA,cluster3
Glyma.09G016300,NA,cluster3
Glyma.09G016700,NA,cluster3
Glyma.09G022000,NA,cluster3
Glyma.09G026100,NA,cluster3
Glyma.09G028800,NA,cluster3
Glyma.09G031400,NA,cluster3
Glyma.09G034500,NA,cluster3
Glyma.09G036900,NA,cluster3
Glyma.09G037600,NA,cluster3
Glyma.09G041800,NA,cluster3
Glyma.09G044200,NA,cluster3
Glyma.09G046400,NA,cluster3
Glyma.09G051200,NA,cluster3
Glyma.09G056800,NA,cluster3
Glyma.09G059000,NA,cluster3
Glyma.09G062700,NA,cluster3
Glyma.09G067700,NA,cluster3
Glyma.09G070300,NA,cluster3
Glyma.09G073900,NA,cluster3
Glyma.09G079600,NA,cluster3
Glyma.09G083700,NA,cluster3
Glyma.09G087700,NA,cluster3
Glyma.09G089000,NA,cluster3
Glyma.09G089500,NA,cluster3
Glyma.09G091100,NA,cluster3
Glyma.09G096300,NA,cluster3
Glyma.09G098000,NA,cluster3
Glyma.09G104200,NA,cluster3
Glyma.09G109700,HD-ZIP,cluster3
Glyma.09G114100,NA,cluster3
Glyma.09G125800,NA,cluster3
Glyma.09G134500,NA,cluster3
Glyma.09G138400,NA,cluster3
Glyma.09G139200,NA,cluster3
Glyma.09G140400,NA,cluster3
Glyma.09G146500,NA,cluster3
Glyma.09G152100,NA,cluster3
Glyma.09G154100,NA,cluster3
Glyma.09G154600,NA,cluster3
Glyma.09G154700,NA,cluster3
Glyma.09G156800,NA,cluster3
Glyma.09G157600,NA,cluster3
Glyma.09G168900,NA,cluster3
Glyma.09G173800,NA,cluster3
Glyma.09G177200,NA,cluster3
Glyma.09G180300,NA,cluster3
Glyma.09G184600,CO-like,cluster3
Glyma.09G187800,NA,cluster3
Glyma.09G190000,NA,cluster3
Glyma.09G193000,NA,cluster3
Glyma.09G194900,NA,cluster3
Glyma.09G198200,NA,cluster3
Glyma.09G199600,NA,cluster3
Glyma.09G203300,NA,cluster3
Glyma.09G203400,NA,cluster3
Glyma.09G204800,NA,cluster3
Glyma.09G205500,NA,cluster3
Glyma.09G207700,NA,cluster3
Glyma.09G207900,NA,cluster3
Glyma.09G210900,NA,cluster3
Glyma.09G214500,NA,cluster3
Glyma.09G215700,NA,cluster3
Glyma.09G216900,NA,cluster3
Glyma.09G217700,NA,cluster3
Glyma.09G219100,NA,cluster3
Glyma.09G223600,NA,cluster3
Glyma.09G225700,NA,cluster3
Glyma.09G225900,NA,cluster3
Glyma.09G226000,NA,cluster3
Glyma.09G227100,NA,cluster3
Glyma.09G227200,NA,cluster3
Glyma.09G230700,NA,cluster3
Glyma.09G232600,NA,cluster3
Glyma.09G235400,NA,cluster3
Glyma.09G239800,NA,cluster3
Glyma.09G244900,NA,cluster3
Glyma.09G245400,NA,cluster3
Glyma.09G246100,NA,cluster3
Glyma.09G247900,NA,cluster3
Glyma.09G249200,NA,cluster3
Glyma.09G249400,NA,cluster3
Glyma.09G249500,NA,cluster3
Glyma.09G250800,NA,cluster3
Glyma.09G252800,NA,cluster3
Glyma.09G252900,NA,cluster3
Glyma.09G255500,NA,cluster3
Glyma.09G260600,NA,cluster3
Glyma.09G262400,NA,cluster3
Glyma.09G267700,NA,cluster3
Glyma.09G273800,NA,cluster3
Glyma.09G277200,NA,cluster3
Glyma.09G285400,NA,cluster3
Glyma.09G286200,NA,cluster3
Glyma.10G000500,NA,cluster3
Glyma.10G002100,NA,cluster3
Glyma.10G002600,NA,cluster3
Glyma.10G007800,NA,cluster3
Glyma.10G016000,NA,cluster3
Glyma.10G021300,NA,cluster3
Glyma.10G022200,NA,cluster3
Glyma.10G027900,NA,cluster3
Glyma.10G028000,NA,cluster3
Glyma.10G032200,NA,cluster3
Glyma.10G034400,NA,cluster3
Glyma.10G034800,NA,cluster3
Glyma.10G037500,NA,cluster3
Glyma.10G037700,NAC,cluster3
Glyma.10G040300,NA,cluster3
Glyma.10G043700,NA,cluster3
Glyma.10G044000,NA,cluster3
Glyma.10G051100,NA,cluster3
Glyma.10G051400,NA,cluster3
Glyma.10G052000,NA,cluster3
Glyma.10G058800,NA,cluster3
Glyma.10G059500,NA,cluster3
Glyma.10G059900,NA,cluster3
Glyma.10G062750,NA,cluster3
Glyma.10G062900,NA,cluster3
Glyma.10G063200,NA,cluster3
Glyma.10G063800,NA,cluster3
Glyma.10G066400,NA,cluster3
Glyma.10G068900,VOZ,cluster3
Glyma.10G069600,NA,cluster3
Glyma.10G072000,NA,cluster3
Glyma.10G078851,NA,cluster3
Glyma.10G086600,NA,cluster3
Glyma.10G087100,NA,cluster3
Glyma.10G089300,NA,cluster3
Glyma.10G089500,NA,cluster3
Glyma.10G089700,NA,cluster3
Glyma.10G090500,NA,cluster3
Glyma.10G091800,NA,cluster3
Glyma.10G094000,NA,cluster3
Glyma.10G099400,NA,cluster3
Glyma.10G101600,NA,cluster3
Glyma.10G107100,NA,cluster3
Glyma.10G111800,NA,cluster3
Glyma.10G120400,NA,cluster3
Glyma.10G124800,NA,cluster3
Glyma.10G125000,NA,cluster3
Glyma.10G128400,NA,cluster3
Glyma.10G138100,NA,cluster3
Glyma.10G139200,NA,cluster3
Glyma.10G139600,NA,cluster3
Glyma.10G141000,NA,cluster3
Glyma.10G144300,NA,cluster3
Glyma.10G145100,NA,cluster3
Glyma.10G147000,TALE,cluster3
Glyma.10G148100,NA,cluster3
Glyma.10G149600,NA,cluster3
Glyma.10G151000,NA,cluster3
Glyma.10G155400,NA,cluster3
Glyma.10G156100,NA,cluster3
Glyma.10G157000,NA,cluster3
Glyma.10G157100,NA,cluster3
Glyma.10G157800,NA,cluster3
Glyma.10G159100,NA,cluster3
Glyma.10G161700,NA,cluster3
Glyma.10G163400,NA,cluster3
Glyma.10G168600,NA,cluster3
Glyma.10G172100,NA,cluster3
Glyma.10G172300,NA,cluster3
Glyma.10G174200,NA,cluster3
Glyma.10G177200,NA,cluster3
Glyma.10G177600,NA,cluster3
Glyma.10G179100,NA,cluster3
Glyma.10G180100,NA,cluster3
Glyma.10G183200,NA,cluster3
Glyma.10G185000,NA,cluster3
Glyma.10G185600,NA,cluster3
Glyma.10G185700,NA,cluster3
Glyma.10G188100,NA,cluster3
Glyma.10G191200,NA,cluster3
Glyma.10G194000,NA,cluster3
Glyma.10G194900,NA,cluster3
Glyma.10G199500,NA,cluster3
Glyma.10G200100,NA,cluster3
Glyma.10G200800,NA,cluster3
Glyma.10G205500,NA,cluster3
Glyma.10G205800,NA,cluster3
Glyma.10G206600,C2H2,cluster3
Glyma.10G207300,NA,cluster3
Glyma.10G211000,NA,cluster3
Glyma.10G211200,NA,cluster3
Glyma.10G214500,NA,cluster3
Glyma.10G217000,NA,cluster3
Glyma.10G217300,NA,cluster3
Glyma.10G218400,NA,cluster3
Glyma.10G221700,NA,cluster3
Glyma.10G223700,NA,cluster3
Glyma.10G223800,bZIP,cluster3
Glyma.10G233300,NA,cluster3
Glyma.10G234400,NA,cluster3
Glyma.10G238300,NA,cluster3
Glyma.10G241100,NA,cluster3
Glyma.10G249000,NA,cluster3
Glyma.10G255800,NA,cluster3
Glyma.10G256000,NA,cluster3
Glyma.10G260600,NA,cluster3
Glyma.10G262850,NA,cluster3
Glyma.10G263000,NA,cluster3
Glyma.10G263200,NA,cluster3
Glyma.10G263400,NA,cluster3
Glyma.10G269200,NA,cluster3
Glyma.10G270600,NA,cluster3
Glyma.10G281400,NA,cluster3
Glyma.10G283100,NA,cluster3
Glyma.10G284100,NA,cluster3
Glyma.10G290900,NA,cluster3
Glyma.10G293900,NA,cluster3
Glyma.11G000200,NA,cluster3
Glyma.11G001000,NA,cluster3
Glyma.11G004700,NA,cluster3
Glyma.11G012000,NA,cluster3
Glyma.11G015433,NA,cluster3
Glyma.11G021000,NA,cluster3
Glyma.11G023200,NA,cluster3
Glyma.11G025700,HSF,cluster3
Glyma.11G028200,NA,cluster3
Glyma.11G028400,NA,cluster3
Glyma.11G028500,NA,cluster3
Glyma.11G029500,NA,cluster3
Glyma.11G030400,NA,cluster3
Glyma.11G035900,HD-ZIP,cluster3
Glyma.11G037100,NA,cluster3
Glyma.11G037500,NA,cluster3
Glyma.11G044200,NA,cluster3
Glyma.11G047300,MYB_related,cluster3
Glyma.11G047900,NA,cluster3
Glyma.11G048600,NA,cluster3
Glyma.11G050000,NA,cluster3
Glyma.11G053900,NA,cluster3
Glyma.11G055200,NA,cluster3
Glyma.11G061300,NA,cluster3
Glyma.11G067100,NA,cluster3
Glyma.11G071300,NA,cluster3
Glyma.11G075100,NA,cluster3
Glyma.11G077600,NA,cluster3
Glyma.11G077800,NA,cluster3
Glyma.11G078000,NA,cluster3
Glyma.11G079500,NA,cluster3
Glyma.11G084100,NA,cluster3
Glyma.11G087600,NA,cluster3
Glyma.11G088600,NA,cluster3
Glyma.11G088900,NA,cluster3
Glyma.11G090800,NA,cluster3
Glyma.11G092900,NA,cluster3
Glyma.11G096000,GRAS,cluster3
Glyma.11G099300,NA,cluster3
Glyma.11G100800,NA,cluster3
Glyma.11G107300,NA,cluster3
Glyma.11G110000,NA,cluster3
Glyma.11G110800,NA,cluster3
Glyma.11G112100,NA,cluster3
Glyma.11G113700,NA,cluster3
Glyma.11G117600,NA,cluster3
Glyma.11G121100,NA,cluster3
Glyma.11G122700,NA,cluster3
Glyma.11G124800,NA,cluster3
Glyma.11G124900,NA,cluster3
Glyma.11G125567,NA,cluster3
Glyma.11G127100,DBB,cluster3
Glyma.11G130700,NA,cluster3
Glyma.11G134000,NA,cluster3
Glyma.11G135900,NA,cluster3
Glyma.11G138700,MYB_related,cluster3
Glyma.11G139100,NA,cluster3
Glyma.11G140500,NA,cluster3
Glyma.11G141300,NA,cluster3
Glyma.11G146500,NA,cluster3
Glyma.11G147108,NA,cluster3
Glyma.11G149825,NA,cluster3
Glyma.11G151300,NA,cluster3
Glyma.11G151915,NA,cluster3
Glyma.11G152124,NA,cluster3
Glyma.11G156700,Trihelix,cluster3
Glyma.11G159230,NA,cluster3
Glyma.11G164037,NA,cluster3
Glyma.11G166128,NA,cluster3
Glyma.11G171400,NA,cluster3
Glyma.11G174900,NA,cluster3
Glyma.11G175800,NA,cluster3
Glyma.11G176000,NA,cluster3
